EG11355	fliA	1999094	1999813	-0	((EG11355-MONOMER, RNA polymerase, sigma 28 (sigma F) factor))	(TU00471 TU00415)
EG11356	fliZ	1998497	1999048	-0	((EG11356-MONOMER, FliZ DNA-binding transcriptional regulator))	(TU00471 TU00415)
EG11357	dinG	832293	834443	0	((EG11357-MONOMER, ATP-dependent helicase))	(TU0-6301)
EG11358	murA	3333257	3334516	-0	((UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER, UDP-<i>N</i>-acetylglucosamine enolpyruvoyl transferase))	(TU0-42495 TU0-13887)
EG11359	gspO	3463565	3464242	0	((EG11359-MONOMER, leader peptidase, integral membrane protein))	(TU0-14374 TU0-14373 TU0-13913)
EG11360	bax	3734376	3735200	-0	((EG11360-MONOMER, conserved protein))	(TU0-42293 TU0-14231)
EG11361	asmA	2137783	2139636	-0	((EG11361-MONOMER, predicted assembly protein AsmA))	(TU0-13500)
EG11362	gluQ	159186	160112	-0	((EG11362-MONOMER, glutamyl-Q tRNA<sup>Asp</sup> synthetase))	(TU0-42497 TU0-41451 TU0-14494 TU0-14681)
EG11363	amiB	4394088	4395425	0	((NACMURLALAAMI2-MONOMER, N-acetylmuramoyl-L-alanine amidase 2))	(TU0-14759 TU802 TU801 TU00236)
EG11364	bglH	3898627	3900243	-0	((EG11364-MONOMER, carbohydrate-specific outer membrane porin, cryptic))	(TU0-14028)
EG11366	rob	4632464	4633333	-0	((PD04418, Rob DNA-binding transcriptional activator))	(TU0-7804)
EG11367	barA	2913079	2915835	0	((MONOMER0-4210, BarA sensory histidine kinase - his302 phosphorylated) (PHOSPHO-BARA-HIS, BarA sensory histidine kinase - his 861phosphorylated) (PHOSPHO-BARA-ASP, BarA sensory histidine kinase - asp718 phosphorylated) (BARA-MONOMER, BarA sensory histidine kinase))	(TU0-8337)
EG11368	menB	2373984	2374841	-0	((NAPHTHOATE-SYN-MONOMER, MenB))	(TU0-14538 TU0-5843 TU00298)
EG11369	ubiC	4250529	4251026	0	((CHORPYRLY-MONOMER, chorismate lyase))	(TU00369)
EG11370	ubiA	4251039	4251911	0	((4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER, 4-hydroxybenzoate octaprenyltransferase))	(TU00369)
EG11371	pgpC	2695937	2696572	-0	((EG11371-MONOMER, phosphatidylglycerophosphatase C))	(TU0-13667)
EG11372	tadA	2695376	2695879	-0	((EG11372-MONOMER, tRNA-specific adenosine deaminase monomer))	(TU0-13667)
EG11373	mltF	2693823	2695379	0	((EG11373-MONOMER, membrane-bound lytic murein transglycosylase F))	(TU0-8335)
EG11374	folK	157253	157732	-0	((H2PTERIDINEPYROPHOSPHOKIN-MONOMER, 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase))	(TU0-36412 TU0-8362 TU0-8361 TU00315)
EG11375	folE	2241006	2241674	-0	((GTP-CYCLOHYDRO-I-MONOMER, GTP cyclohydrolase I monomer))	(TU0-13539)
EG11376	ftsP	3159279	3160691	-0	((EG11376-MONOMER, cell division protein required during stress conditions))	(TU0-42134 TU0-13828)
EG11377	plsC	3160766	3161503	-0	((1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER, 1-acylglycerol-3-phosphate O-acyltransferase))	(TU0-13829)
EG11378	sufA	1762042	1762410	-0	((EG11378-MONOMER, Fe-S cluster assembly, scaffold protein))	(TU0-2621)
EG11379	appB	1038519	1039655	0	((APPB-MONOMER, cytochrome <i>bd</i>-II terminal oxidase subunit II))	(TU00097)
EG11380	appC	1036963	1038507	0	((APPC-MONOMER, cytochrome <i>bd</i>-II terminal oxidase subunit I))	(TU00097)
EG11381	glgS	3189761	3189961	-0	((EG11381-MONOMER, predicted glycogen synthesis protein))	(TU00420 TU00279)
EG11383	elbB	3347828	3348481	-0	((EG11383-MONOMER, isoprenoid biosynthesis protein with amidotransferase-like domain))	(TU0-13890)
EG11384	ahpC	638168	638731	0	((EG11384-MONOMER, alkyl hydroperoxide reductase, AhpC component))	(TU0-14761 TU00074)
EG11385	ahpF	638976	640541	0	((EG11385-MONOMER, AhpF component))	(TU0-14761 TU-8435 TU00074)
EG11386	yjiV	4572158	4574878	0	((EG11386-MONOMER, conserved protein))	(TU0-14207)
EG11387	amyA	2004180	2005667	0	((ALPHA-AMYL-CYTO-MONOMER, &alpha;-amylase))	(TU0-7461)
EG11388	fliS	2003327	2003737	0	((EG11388-MONOMER, flagellar biosynthesis protein FliS))	(TU0-14278 TU00274)
EG11389	fliT	2003737	2004102	0	((EG11389-MONOMER, flagellar biosynthesis protein FliT))	(TU0-14278 TU00274)
EG11390	uspA	3638134	3638568	0	((EG11390-MONOMER, universal stress global stress response regulator))	(TU00433 TU00432 TU00431)
EG11391	osmY	4609419	4610024	0	((EG11391-MONOMER, hyperosmotically inducible periplasmic protein))	(TU0-1981)
EG11392	nhaB	1232399	1233940	-0	((NHAB-MONOMER, sodium:H<sup>+</sup> antiporter))	(TU0-13173)
EG11393	dsbB	1231723	1232253	-0	((MONOMER0-4142, DsbB<sub>oxidised</sub>) (DSBBPROT-MONOMER, DsbB<sub>reduced</sub>))	(TU0-13172)
EG11394	fabR	4159090	4159794	0	((EG11394-MONOMER, FabR DNA-binding transcriptional repressor))	(TU0-14097)
EG11395	yijD	4159794	4160153	0	((EG11395-MONOMER, conserved inner membrane protein))	(TU0-14097)
EG11396	ubiD	4023011	4024504	0	((EG11396-MONOMER, 3-octaprenyl-4-hydroxybenzoate carboxy-lyase monomer))	(TU0-42344 TU0-14054)
EG11398	hdeA	3654431	3654763	-0	((EG11398-MONOMER, acid-resistance protein, possible chaperone))	(TU00282)
EG11399	hdeB	3653989	3654315	-0	((EG11399-MONOMER, acid stress chaperone))	(TU00282)
EG11400	yhiD	3653278	3653925	-0	((EG11400-MONOMER, predicted Mg(2+) transport ATPase))	(TU0-42278 TU00282 TU0-13962)
EG11401	psiF	402505	402825	0	((EG11401-MONOMER, conserved protein))	(TU00052)
EG11402	treC	4461077	4462732	-0	((TRE6PHYDRO-MONOMER, trehalose-6-phosphate hydrolase))	(TU00213)
EG11403	ppx	2623137	2624678	0	((PPX-MONOMER, exopolyphosphatase monomer))	(TU0-42452 TU0-42028 TU00323)
EG11404	ychF	1255944	1257035	-0	((EG11404-MONOMER, ribosome-binding ATPase, inhibitor of catalase activity))	(TU0-1782 TU0-1781)
EG11405	cydD	928419	930185	-0	((CYDD-MONOMER, glutathione / L-cysteine efflux transporter - CydD subunit))	(TU00254)
EG11406	ribC	1740625	1741266	-0	((RIBOFLAVIN-SYN-MONOMER, RibC))	(TU0-8504)
EG11407	dadA	1236794	1238092	0	((DALADEHYDROGA-MONOMER, D-amino acid dehydrogenase))	(TU462 TU461 TU00255)
EG11408	dadX	1238102	1239172	0	((ALARACECAT-MONOMER, DadX))	(TU462 TU461 TU00255)
EG11409	lpxK	967589	968575	0	((TETRAACYLDISACC4KIN-MONOMER, tetraacyldisaccharide 4'-kinase))	(TU0-41624 TU0-41623 TU0-13087)
EG11410	yjgA	4455337	4455888	-0	((EG11410-MONOMER, putative alpha-helix protein))	(TU0-42406 TU0-42405 TU0-42404 TU0-8615)
EG11411	glnD	185978	188650	-0	((GLND-MONOMER, [protein-PII] uridylyltransferase))	(TU0-36398 TU0-12827)
EG11412	holA	669797	670828	-0	((EG11412-MONOMER, DNA polymerase III, &delta; subunit))	(TU0-13010)
EG11413	holC	4481860	4482303	-0	((EG11413-MONOMER, DNA polymerase III, &chi; subunit))	(TU0-14474 TU0-14322)
EG11414	holD	4605826	4606239	0	((EG11414-MONOMER, DNA polymerase III, &psi; subunit))	(TU0-14216)
EG11415	dps	847631	848134	-0	((EG11415-MONOMER, stationary phase nucleoid protein that sequesters iron and protects DNA from damage))	(TU00176)
EG11417	nrdD	4458545	4460683	-0	((RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER, ribonucleoside-triphosphate reductase))	(TU0-4783)
EG11418	dcd	2139658	2140239	-0	((DCTP-DEAM-MONOMER, Dcd))	(TU0-14492 TU00370)
EG11419	bcr	2276592	2277782	-0	((BCR-MONOMER, multidrug efflux transporter Bcr))	(TU0-13554)
EG11421	cynR	357015	357914	-0	((PD00291, CynR DNA-binding transcriptional repressor))	(TU00143)
EG11422	inaA	2346844	2347494	-0	((EG11422-MONOMER, pH-inducible protein involved in stress response))	(TU0-1841)
EG11423	waaU	3796262	3797335	-0	((EG11423-MONOMER, lipopolysaccharide core biosynthesis; heptosyl transferase IV; probably hexose transferase))	(TU0-42310 TU0-42309 TU0-42308 TU0-42307 TU0-14525 TU0-7162 TU0-7161)
EG11424	waaL	3794971	3796230	0	((EG11424-MONOMER, O-antigen ligase))	(TU0-4183 TU0-4182 TU0-4181 TU00329)
EG11425	waaY	3798290	3798988	-0	((EG11425-MONOMER, lipopolysaccharide core heptose (II) kinase))	(TU0-14744 TU0-7162 TU0-7161)
EG11426	waaZ	3797368	3798219	-0	((EG11426-MONOMER, protein involved in KdoIII attachment during lipopolysaccharide core biosynthesis))	(TU0-14744 TU0-14525 TU0-7162 TU0-7161)
EG11427	tktA	3077666	3079657	-0	((TRANSKETOI-MONOMER, transketolase I))	(TU0-13802)
EG11428	sthA	4157413	4158813	-0	((UDHA-MONOMER, SthA))	(TU0-7521)
EG11429	yjaZ	4187809	4188348	0	((EG11429-MONOMER, conserved protein))	(TU00399)
EG11430	ycfD	1186342	1187463	-0	((EG11430-MONOMER, conserved protein))	(TU0-41680 TU0-13144)
EG11431	yfeC	2516489	2516833	0	((EG11431-MONOMER, predicted DNA-binding transcriptional regulator))	(TU0-42504 TU0-42017 TU0-42016 TU0-13619)
EG11432	yfeD	2516835	2517227	0	((EG11432-MONOMER, predicted DNA-binding transcriptional regulator))	(TU0-42504 TU0-42017 TU0-42016 TU0-13619)
EG11433	msrA	4439561	4440199	-0	((EG11433-MONOMER, methionine sulfoxide reductase A))	(TU241)
EG11434	marA	1617598	1617981	0	((PD00365, MarA DNA-binding transcriptional dual regulator))	(TU00190)
EG11435	marR	1617144	1617578	0	((PD00364, MarR transcriptional repressor))	(TU00190)
EG11436	ahr	4493213	4494232	-0	((EG11436-MONOMER, aldehyde reductase, NADPH-dependent))	(TU0-42413 TU0-42412 TU0-42411 TU0-8616)
EG11437	plsX	1146844	1147914	0	((EG11437-MONOMER, fatty acid/phospholipid synthesis protein))	(TU0-5 TU0-1)
EG11438	yceF	1145234	1145818	-0	((EG11438-MONOMER, predicted protein))	(TU0-41666 TU0-41665 TU0-41664 TU0-8683)
EG11439	emrB	2810638	2812176	0	((EMRB-MONOMER, EmrAB-TolC multidrug efflux transport system - membrane subunit))	(TU00459)
EG11440	def	3431712	3432221	0	((EG11440-MONOMER, peptide deformylase))	(TU00258)
EG11441	prlC	3641163	3643205	-0	((EG11441-MONOMER, oligopeptidase A))	(TU0-13957)
EG11442	gcvT	3047595	3048689	-0	((GCVT-MONOMER, aminomethyltransferase))	(TU00170)
EG11443	rpiA	3056688	3057347	-0	((RIB5PISOMA-MONOMER, ribose-5-phosphate isomerase A))	(TU0-7341)
EG11444	scpA	3058872	3061016	0	((METHYLMALONYL-COA-MUT-MONOMER, ScpA))	(TU0-8343)
EG11445	argK	3061009	3062004	0	((EG11445-MONOMER, GTPase that interacts with methylmalonyl-CoA mutase))	(TU0-8343)
EG11447	csrA	2816983	2817168	-0	((EG11447-MONOMER, carbon storage regulator; pleiotropic regulatory protein for carbon source metabolism))	(TU0-42459 TU0-42458 TU0-42457 TU0-42456 TU0-13716)
EG11448	acs	4283436	4285394	-0	((ACS-MONOMER, acetyl-CoA synthetase (AMP-forming)))	(TU0-3723 TU0-3721)
EG11449	hdfR	3945151	3945990	-0	((EG11449-MONOMER, HdfR DNA-binding transcriptional dual regulator))	(TU0-42331 TU0-8808)
EG11450	yifE	3946109	3946447	0	((EG11450-MONOMER, conserved protein))	(TU0-8603)
EG11451	rffE	3968156	3969286	0	((UDPGLCNACEPIM-MONOMER, UDP-N-acetylglucosamine-2-epimerase))	(TU0-14039)
EG11452	rffD	3969283	3970545	0	((UDPMANNACADEHYDROG-MONOMER, UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase))	(TU0-14039)
EG11453	rffG	3970545	3971612	0	((DTDPGLUCDEHYDRAT2-MONOMER, dTDP-glucose 4,6-dehydratase 2))	(TU0-14039)
EG11454	rffH	3971631	3972512	0	((DTDPGLUCOSEPP2-MONOMER, dTDP-glucose pyrophosphorylase 2))	(TU0-14039)
EG11455	rffC	3972619	3973164	0	((TDPFUCACTRANS-MONOMER, dTDP-fucosamine acetyltransferase))	(TU0-14039)
EG11456	rffA	3973169	3974299	0	((RFFTRANS-MONOMER, dTDP-4-dehydro-6-deoxy-D-glucose transaminase))	(TU0-14039)
EG11457	wzyE	3976624	3977976	0	((FUC4NACTRANS-MONOMER, predicted Wzy protein involved in ECA polysaccharide chain elongation))	(TU0-14039)
EG11458	rffM	3977979	3978719	0	((UDPMANACATRANS-MONOMER, UDP-N-acetyl-D-mannosaminuronic acid transferase))	(TU0-14039)
EG11459	yifK	3978910	3980295	0	((YIFK-MONOMER, YifK APC transporter))	(TU0-14040)
EG11460	narQ	2583753	2585453	0	((PHOSPHO-NARQ, NarQ sensory histidine kinase - phosphorylated) (NARQ-MONOMER, NarQ))	(TU0-13641)
EG11462	yigE	3998315	3999079	-0	((EG11462-MONOMER, predicted protein))	(TU0-8605)
EG11463	corA	3999449	4000399	0	((CORA-MONOMER, Ni<sup>2+</sup> / Co<sup>2+</sup> / Mg<sup>2+</sup> transporter))	(TU00455)
EG11464	yigF	4000442	4000822	-0	((EG11464-MONOMER, conserved inner membrane protein))	(TU0-42335 TU0-42334 TU0-14043)
EG11465	yigG	4000836	4001216	-0	((EG11465-MONOMER, inner membrane protein))	(TU0-14043)
EG11466	rarD	4001311	4002201	-0	((EG11466-MONOMER, predicted chloramphenicol resistance permease))	(TU0-42339 TU0-42338 TU0-42337 TU0-42336 TU0-14044)
EG11467	yigI	4002253	4002720	-0	((EG11467-MONOMER, conserved protein))	(TU0-14045)
EG11468	rhtC	4005780	4006400	0	((RHTC-MONOMER, RhtC threonine Rht Transporter))	(TU0-14048)
EG11469	rhtB	4006462	4007082	-0	((RHTB-MONOMER, homoserine / homoserine lactone efflux transporter))	(TU0-8501)
EG11470	yigL	4008223	4009023	0	((EG11470-MONOMER, sugar phosphatase))	(TU0-42341 TU0-14049)
EG11471	yigM	4009099	4009998	0	((EG11471-MONOMER, predicted inner membrane protein))	(TU0-14050)
EG11472	rmuC	4015356	4016783	0	((EG11472-MONOMER, predicted recombination limiting protein))	(TU0-14051)
EG11473	ubiE	4016878	4017633	0	((2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER, bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase))	(TU0-42342 TU0-5881)
EG11474	yigP	4017647	4018252	0	((EG11474-MONOMER, conserved protein))	(TU0-42342 TU0-5881)
EG11476	ubiB	4018249	4019889	0	((2-OCTAPRENYLPHENOL-HYDROX-MONOMER, 2-octaprenylphenol hydroxylase))	(TU0-42342 TU0-5881)
EG11479	tatC	4020759	4021535	0	((EG11479-MONOMER, TatC))	(TU0-42519 TU0-14052)
EG11481	tatD	4021577	4022359	0	((EG11481-MONOMER, DNase, magnesium-dependent))	(TU0-14052 TU0-14053)
EG11484	yigZ	4030515	4031129	0	((EG11484-MONOMER, predicted elongation factor))	(TU0-14056)
EG11485	hemG	4032631	4033176	0	((PROTOPORGENOXI-MONOMER, HemG))	(TU0-14056)
EG11486	wzxE	3974301	3975551	0	((EG11486-MONOMER, lipid III flippase))	(TU0-14039)
EG11487	pdxH	1715375	1716031	-0	((PDXH-MONOMER, PdxH))	(TU0-8864)
EG11488	mliC	1716090	1716419	-0	((EG11488-MONOMER, inhibitor of c-type lysozyme, predicted lipoprotein))	(TU0-13354)
EG11489	csgA	1103670	1104125	0	((EG11489-MONOMER, curlin, major subunit))	(TU00390)
EG11490	gadB	1568669	1570069	-0	((GLUTDECARBOXB-MONOMER, glutamate decarboxylase B subunit))	(TU369)
EG11491	dinF	4255765	4257144	0	((DINF-MONOMER, DinF MATE Transporter))	(TU00037)
EG11492	qor	4261271	4262254	-0	((QOR-MONOMER, Qor))	(TU0-14227)
EG11493	pabC	1152523	1153332	0	((ADCLY-MONOMER, pabC))	(TU0-41668 TU0-41667 TU0-13135)
EG11494	yceG	1153335	1154357	0	((EG11494-MONOMER, protein involved in cytokinesis))	(TU0-41668 TU0-41667 TU0-13135)
EG11495	hdeD	3655018	3655590	0	((EG11495-MONOMER, acid-resistance membrane protein))	(TU0-4903)
EG11496	prfH	253702	254202	0	((EG11496-MONOMER, predicted peptide chain release factor))	(TU0-12855)
EG11497	prmA	3407092	3407973	0	((EG11497-MONOMER, methyltransferase for 50S ribosomal subunit protein L11))	(TU00314)
EG11498	yhdJ	3409675	3410559	0	((EG11498-MONOMER, DNA adenine methyltransferase))	(TU0-13905)
EG11499	yhbE	3329792	3330757	-0	((EG11499-MONOMER, conserved inner membrane protein))	(TU0-13884)
EG11500	holB	1154985	1155989	0	((EG11500-MONOMER, DNA polymerase III, &delta; prime subunit))	(TU0-41668 TU0-41667 TU0-13135)
EG11501	adiA	4336277	4338544	-0	((ARGDECARBOXDEG-MONOMER, Adi))	(TU00235)
EG11502	rcsF	219591	219995	-0	((RCSF-MONOMER, RcsF outer membrane lipoprotein))	(TU0-12837)
EG11503	yaeB	218887	219594	-0	((EG11503-MONOMER, conserved protein))	(TU0-12837)
EG11504	metQ	220113	220928	-0	((METQ-MONOMER, l-methionine / D-methionine ABC transporter - periplasmic binding protein))	(TU0-2302)
EG11505	holE	1923132	1923362	0	((EG11505-MONOMER, DNA polymerase III, &theta; subunit))	(TU0-41879 TU0-41878 TU0-13433)
EG11506	ftsH	3323023	3324957	-0	((EG11506-MONOMER, ATP-dependent zinc metalloprotease FtsH))	(TU0-42188 TU0-42187 TU00414 TU00277)
EG11507	rlmE	3325057	3325686	-0	((EG11507-MONOMER, 23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase))	(TU00414 TU00277)
EG11508	sra	1553850	1553987	-0	((EG11508-MONOMER, 30S ribosomal subunit protein S22))	(TU0-7141 TU0-3901)
EG11509	htgA	10830	11315	0	((EG11509-MONOMER, predicted DNA-binding transcriptional regulator))	(TU00406 TU00405)
EG11510	ppk	2621066	2623132	0	((PPK-MONOMER, Ppk))	(TU0-42452 TU0-42028 TU00323)
EG11511	mog	9306	9893	0	((EG11511-MONOMER, MogA))	(TU0-12790)
EG11512	yaaH	9928	10494	-0	((EG11512-MONOMER, conserved inner membrane protein associated with acetate transport))	(TU0-12791)
EG11514	gltF	3359198	3359962	0	((EG11514-MONOMER, periplasmic protein))	(TU00182)
EG11515	yhcA	3360134	3360808	0	((EG11515-MONOMER, predicted periplasmic chaperone protein))	(TU0-42196 TU0-42195 TU0-13892)
EG11516	ycgB	1234932	1236464	-0	((EG11516-MONOMER, conserved protein))	(TU0-8686)
EG11517	glpX	4112592	4113602	-0	((EG11517-MONOMER, fructose 1,6-bisphosphatase II))	(TU0-42364 TU00173)
EG11519	nikR	3616611	3617012	0	((EG11519-MONOMER, NikR DNA-binding transcriptional repressor, Ni-binding))	(TU0-14783 TU00308 TU685)
EG11520	yhhH	3621422	3621805	0	((EG11520-MONOMER, predicted protein))	(TU0-13949)
EG11521	ybfA	728357	728563	0	((EG11521-MONOMER, predicted protein))	(TU0-41580 TU0-13025)
EG11522	ybfB	732999	733325	0	((EG11522-MONOMER, predicted inner membrane protein))	(TU0-13026)
EG11523	ybfC	734873	735442	0	((EG11523-MONOMER, predicted protein))	(TU0-13027)
EG11524	ybfD	737315	738076	0	((EG11524-MONOMER, putative DNA ligase))	(TU0-13030)
EG11525	yhhI	3622401	3623537	0	((EG11525-MONOMER, predicted transposase))	(TU0-13951)
EG11526	ydcC	1529840	1530976	0	((EG11526-MONOMER, conserved protein))	(TU0-13279)
EG11527	narP	2288522	2289169	0	((PHOSPHO-NARP, NarP-Phosphorylated DNA-binding transcriptional dual regulator) (NARP-MONOMER, NarP))	(TU0-8819)
EG11528	fabI	1348275	1349063	-0	((ENOYL-ACP-REDUCT-NADH-MONOMER, enoyl-[acyl-carrier-protein] reductase))	(TU0-13204)
EG11529	ftsN	4120403	4121362	-0	((EG11529-MONOMER, essential cell division protein FtsN))	
EG11530	fadD	1886085	1887770	-0	((ACYLCOASYN-MONOMER, FadD))	(TU0-4187)
EG11531	cfa	1739437	1740585	0	((CFA-MONOMER, cyclopropane fatty acyl phospholipid synthase))	(TU503 TU502)
EG11532	menC	2373022	2373984	-0	((O-SUCCINYLBENZOATE-COA-SYN-MONOMER, <i>o</i>-succinylbenzoate synthase))	(TU0-14538 TU0-5843 TU00298)
EG11533	ychH	1258014	1258292	0	((EG11533-MONOMER, stress-induced protein))	(TU0-8689)
EG11534	ibpA	3865032	3865445	-0	((EG11534-MONOMER, small heat shock protein IbpA))	(TU00407)
EG11535	ibpB	3864492	3864920	-0	((EG11535-MONOMER, small heat shock protein IbpB))	(TU0-36428 TU0-5001 TU00407)
EG11536	yidE	3862635	3864296	-0	((EG11536-MONOMER, predicted transporter))	(TU0-14017)
EG11537	yceH	1125380	1126027	0	((EG11537-MONOMER, conserved protein))	(TU0-41662 TU0-14349)
EG11538	yfiC	2710049	2710786	-0	((EG11538-MONOMER, tRNA m<sup>6</sup>A37 methyltransferase))	(TU0-8740)
EG11539	pyrH	191855	192580	0	((UMPKI-MONOMER, PyrH))	(TU0-1021)
EG11540	wrbA	1066335	1066931	-0	((PD01343, NAD(P)H:quinone oxidoreductase))	(TU0-13114)
EG11541	kup	3929339	3931207	0	((KUP-MONOMER, K<sup>+</sup> transporter Kup))	(TU0-14663 TU0-14662 TU0-14032)
EG11542	tesA	518363	518989	-0	((THIOESTERI-MONOMER, TesA))	(TU0-6623)
EG11543	hemE	4195739	4196803	0	((UROGENDECARBOX-MONOMER, uroporphyrinogen decarboxylase))	(TU0-42368 TU0-14103)
EG11544	gadE	3656389	3656916	0	((EG11544-MONOMER, GadE DNA-binding transcriptional activator))	(TU0-14742 TU0-14736 TU0-14735 TU0-5682 TU0-4901)
EG11545	flgL	1139256	1140209	0	((EG11545-MONOMER, flagellar biosynthesis; hook-filament junction protein))	(TU0-1545)
EG11546	nadC	117752	118645	-0	((QUINOPRIBOTRANS-MONOMER, quinolinate phosphoribosyltransferase (decarboxylating) monomer))	(TU0-12812)
EG11547	rnt	1726371	1727018	0	((EG11547-MONOMER, Rnt))	(TU00333)
EG11548	lhr	1727111	1731727	0	((EG11548-MONOMER, member of  ATP-dependent helicase superfamily II))	(TU-8430 TU00333)
EG11549	pepT	1185067	1186293	0	((EG11549-MONOMER, PepT))	(TU0-8490)
EG11551	hypF	2833195	2835447	-0	((EG11551-MONOMER, hydrogenase maturation protein, carbamoyltransferase))	(TU0-14407 TU0-14406 TU0-14405 TU424)
EG11552	hydN	2835600	2836127	-0	((EG11552-MONOMER, putative electron transport protein HydN))	(TU424)
EG11553	glmM	3320755	3322092	-0	((PHOSGLUCOSAMINEMUT-MONOMER, phosphoglucosamine mutase))	(TU0-13883)
EG11554	stpA	2796113	2796517	-0	((EG11554-MONOMER, H-NS-like DNA-binding protein with RNA chaperone activity))	(TU00395 TU00394 TU00393)
EG11555	yaaJ	6529	7959	-0	((YAAJ-MONOMER, inner membrane protein YaaJ))	(TU0-12789)
EG11556	talB	8238	9191	0	((TRANSALDOLB-MONOMER, transaldolase B))	(TU0-8121)
EG11557	caiD	35377	36162	-0	((CARNRACE-MONOMER, crotonobetainyl-CoA hydratase))	(TU0-14529 TU00247)
EG11558	caiC	36271	37824	-0	((CAIC-MONOMER, carnitine-CoA ligase))	(TU0-14529 TU00247)
EG11559	caiB	37898	39115	-0	((CARNDEHYDRA-MONOMER, CaiB monomer))	(TU00247)
EG11560	caiA	39244	40386	-0	((CROBETREDUCT-MONOMER, crotonobetainyl-CoA reductase))	(TU00247)
EG11561	caiT	40417	41931	-0	((CAIT-MONOMER, CaiT))	(TU00247)
EG11562	fixA	42403	43173	0	((EG11562-MONOMER, probable flavoprotein subunit required for anaerobic carnitine metabolism))	(TU142)
EG11563	fixB	43188	44129	0	((EG11563-MONOMER, probable flavoprotein subunit required for anaerobic carnitine metabolism))	(TU142)
EG11564	fixC	44180	45466	0	((EG11564-MONOMER, flavoprotein (electron transport), possibly involved in anaerobic carnitine metabolism))	(TU142)
EG11565	fixX	45463	45750	0	((EG11565-MONOMER, putative ferredoxin possibly involved in anaerobic carnitine metabolism))	(TU142)
EG11566	yaaU	45807	47138	0	((YAAU-MONOMER, YaaU))	(TU0-12799)
EG11568	kefF	47246	47776	0	((EG11568-MONOMER, regulator of KefC-mediated potassium transport and quinone oxidoreductase))	(TU0-12800)
EG11569	lptD	54755	57109	-0	((EG11569-MONOMER, outer membrane lipopolysaccharide transport and assembly complex - LptD subunit))	(TU0-4287 TU0-4285 TU0-4284)
EG11570	djlA	57364	58179	0	((EG11570-MONOMER, chaperone with DnaK))	(TU0-12801)
EG11571	yabI	71351	72115	0	((EG11571-MONOMER, conserved inner membrane protein))	(TU0-12804)
EG11572	thiQ	72229	72927	-0	((SFUC-MONOMER, thiamin ABC transporter - ATP binding subunit))	(TU0-41438 TU0-12805)
EG11573	thiP	72911	74521	-0	((SFUB-MONOMER, thiamin ABC transporter - membrane subunit))	(TU0-12805)
EG11574	tbpA	74497	75480	-0	((SFUA-MONOMER, thiamin ABC transporter - periplasmic binding protein))	(TU0-12805)
EG11575	leuD	78848	79453	-0	((LEUD-MONOMER, LeuD))	(TU0-42478 TU0-41439 TU00179)
EG11576	leuC	79464	80864	-0	((LEUC-MONOMER, LeuC))	(TU0-42478 TU00179)
EG11577	leuB	80867	81958	-0	((3-ISOPROPYLMALDEHYDROG-MONOMER, LeuB))	(TU0-42478 TU00179)
EG11578	greB	3534834	3535310	0	((EG11578-MONOMER, transcription elongation factor GreB))	(TU0-42246 TU0-13931)
EG11579	ybiA	831691	832173	-0	((EG11579-MONOMER, conserved protein))	(TU0-8567)
EG11580	ybiB	834471	835433	0	((EG11580-MONOMER, predicted transferase/phosphorylase))	(TU0-14368)
EG11581	ybiC	835574	836659	0	((EG11581-MONOMER, predicted dehydrogenase))	(TU0-13051)
EG11583	gcl	533140	534921	0	((GLYOCARBOLIG-MONOMER, Gcl))	(TU0-7603)
EG11585	thiC	4192227	4194122	-0	((THIC-MONOMER, thiamin biosynthesis protein ThiC))	(TU00365)
EG11586	thiE	4191592	4192227	-0	((THIE-MONOMER, thiamine phosphate synthase))	(TU00365)
EG11587	thiF	4190844	4191599	-0	((THIF-MONOMER, sulfur carrier protein ThiS adenylyltransferase))	(TU00365)
EG11589	thiG	4189888	4190658	-0	((THIG-MONOMER, thiazole synthase))	(TU00365)
EG11590	thiH	4188758	4189891	-0	((THIH-MONOMER, tyrosine lyase))	(TU00365)
EG11591	lipB	660860	661501	-0	((EG11591-MONOMER, lipoyl(octanoyl) transferase))	(TU0-41560 TU0-14470 TU0-13006)
EG11592	ybeD	661602	661865	-0	((EG11592-MONOMER, conserved protein))	(TU0-14470 TU0-13007)
EG11594	ybeF	659648	660601	-0	((EG11594-MONOMER, predicted DNA-binding transcriptional regulator, LYSR-type))	(TU0-41559 TU0-41558 TU0-41557 TU0-13005)
EG11595	moaA	816267	817256	0	((EG11595-MONOMER, molybdopterin biosynthesis protein A))	(TU0-1123 TU00300)
EG11596	moaB	817278	817790	0	((MONOMER0-1501, MoaB subunit))	(TU0-7262 TU0-1123 TU00300)
EG11597	moaD	818271	818516	0	((MONOMER0-4125, MoaD-S) (EG11597-MONOMER, molybdopterin synthase small subunit))	(TU0-7262 TU0-1123 TU00300)
