# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 13, 2021, 11:35:18
"id"	"common_name"	"synonyms"	"type"	"left_end_pos"	"right_end_pos"	"direction"
"BS0-5781"	null	[]	"dna-binding-site"	1556375	1556388	null
"BS0-5801"	null	[]	"dna-binding-site"	1343511	1343524	null
"BS0-5821"	null	[]	"dna-binding-site"	1367911	1367927	null
"BS0-5841"	null	[]	"dna-binding-site"	3853300	3853318	null
"BS0-5842"	null	[]	"dna-binding-site"	348529	348550	null
"BS0-5862"	null	[]	"dna-binding-site"	348521	348544	null
"BS0-5882"	null	[]	"dna-binding-site"	348487	348510	null
"BS0-5884"	null	[]	"dna-binding-site"	2668934	2668946	null
"BS0-5901"	null	[]	"dna-binding-site"	1933095	1933115	null
"BS0-5902"	null	[]	"dna-binding-site"	1932827	1932847	null
"BS0-5921"	null	[]	"dna-binding-site"	817019	817037	null
"BS0-5941"	null	[]	"dna-binding-site"	792134	792149	null
"BS0-5943"	null	[]	"dna-binding-site"	792022	792037	null
"BS0-5961"	null	[]	"dna-binding-site"	2240618	2240633	null
"BS0-5963"	null	[]	"dna-binding-site"	3088186	3088201	null
"BS0-5966"	null	[]	"dna-binding-site"	3088383	3088398	null
"BS0-5981"	null	[]	"dna-binding-site"	null	null	null
"BS0-6001"	null	[]	"dna-binding-site"	null	null	null
"BS0-6002"	null	[]	"dna-binding-site"	null	null	null
"BS0-6003"	null	[]	"dna-binding-site"	null	null	null
"BS0-6004"	null	[]	"dna-binding-site"	null	null	null
"BS0-6041"	null	[]	"dna-binding-site"	4551350	4551367	null
"BS0-6044"	null	[]	"dna-binding-site"	3244952	3244973	null
"BS0-6061"	null	[]	"dna-binding-site"	2512757	2512774	null
"BS0-6062"	null	[]	"dna-binding-site"	2512719	2512740	null
"BS0-6081"	null	[]	"dna-binding-site"	2716650	2716664	null
"BS0-6082"	null	[]	"dna-binding-site"	null	null	null
"BS0-6083"	null	[]	"dna-binding-site"	1065316	1065337	null
"BS0-6101"	null	[]	"dna-binding-site"	2509544	2509561	null
"BS0-6182"	null	[]	"dna-binding-site"	null	null	null
"BS0-6183"	null	[]	"dna-binding-site"	null	null	null
"BS0-6184"	null	[]	"dna-binding-site"	null	null	null
"BS0-6185"	null	[]	"dna-binding-site"	null	null	null
"BS0-6201"	null	[]	"dna-binding-site"	2352483	2352502	null
"BS0-6222"	null	[]	"dna-binding-site"	2352576	2352589	null
"BS0-6241"	null	[]	"dna-binding-site"	null	null	null
"BS0-6261"	null	[]	"dna-binding-site"	null	null	null
"BS0-6321"	null	[]	"dna-binding-site"	833036	833055	null
"BS0-6341"	null	[]	"dna-binding-site"	2483513	2483530	null
"BS0-6361"	null	[]	"dna-binding-site"	65834	65853	null
"BS0-6362"	null	[]	"dna-binding-site"	933128	933147	null
"BS0-6381"	null	[]	"dna-binding-site"	532329	532345	null
"BS0-6382"	null	[]	"dna-binding-site"	533879	533895	null
"BS0-6401"	null	[]	"dna-binding-site"	546498	546512	null
"BS0-6441"	null	[]	"dna-binding-site"	3581025	3581043	null
"BS0-6461"	null	[]	"dna-binding-site"	1636593	1636611	null
"BS0-6462"	null	[]	"dna-binding-site"	1636591	1636609	null
"BS0-6463"	null	[]	"dna-binding-site"	4605770	4605788	null
"BS0-6464"	null	[]	"dna-binding-site"	4605741	4605759	null
"BS0-6482"	null	[]	"dna-binding-site"	3656902	3656916	null
"BS0-6483"	null	[]	"dna-binding-site"	null	null	null
"BS0-6501"	null	[]	"dna-binding-site"	3348385	3348401	null
"BS0-6502"	null	[]	"dna-binding-site"	578946	578962	null
"BS0-6503"	null	[]	"dna-binding-site"	1682086	1682102	null
"BS0-6522"	null	[]	"dna-binding-site"	1719736	1719752	null
"BS0-6524"	null	[]	"dna-binding-site"	703198	703214	null
"BS0-6525"	null	[]	"dna-binding-site"	174944	174960	null
"BS0-6541"	null	[]	"dna-binding-site"	656486	656502	null
"BS0-6542"	null	[]	"dna-binding-site"	883532	883548	null
"BS0-6561"	null	[]	"dna-binding-site"	703802	703823	null
"BS0-6581"	null	[]	"dna-binding-site"	1572125	1572144	null
"BS0-6582"	null	[]	"dna-binding-site"	1572125	1572146	null
"BS0-6601"	null	[]	"dna-binding-site"	null	null	null
"BS0-6621"	null	[]	"dna-binding-site"	1601456	1601485	null
"BS0-6622"	null	[]	"dna-binding-site"	3667659	3667680	null
"BS0-6623"	null	[]	"dna-binding-site"	1601378	1601399	null
"BS0-6641"	null	[]	"dna-binding-site"	2153942	2153961	null
"BS0-6661"	null	[]	"dna-binding-site"	null	null	null
"BS0-6681"	null	[]	"dna-binding-site"	null	null	null
"BS0-6682"	null	[]	"dna-binding-site"	3731081	3731099	null
"BS0-6683"	null	[]	"dna-binding-site"	null	null	null
"BS0-6684"	null	[]	"dna-binding-site"	null	null	null
"BS0-6701"	null	[]	"dna-binding-site"	2587435	2587452	null
"BS0-6741"	null	[]	"dna-binding-site"	3278686	3278705	null
"BS0-6742"	null	[]	"dna-binding-site"	3278713	3278732	null
"BS0-6761"	null	[]	"dna-binding-site"	1862545	1862566	null
"BS0-6781"	null	[]	"dna-binding-site"	1946026	1946045	null
"BS0-6782"	null	[]	"dna-binding-site"	1946079	1946098	null
"BS0-6783"	null	[]	"dna-binding-site"	1946027	1946046	null
"BS0-6784"	null	[]	"dna-binding-site"	1946078	1946097	null
"BS0-6803"	null	[]	"dna-binding-site"	4012815	4012829	null
"BS0-6804"	null	[]	"dna-binding-site"	4012877	4012892	null
"BS0-6805"	null	[]	"dna-binding-site"	4012992	4013007	null
"BS0-6806"	null	[]	"dna-binding-site"	3493914	3493930	null
"BS0-6821"	null	[]	"dna-binding-site"	4287594	4287608	null
"BS0-6841"	null	[]	"dna-binding-site"	null	null	null
"BS0-6842"	null	[]	"dna-binding-site"	null	null	null
"BS0-6843"	null	[]	"dna-binding-site"	null	null	null
"BS0-6844"	null	[]	"dna-binding-site"	1995526	1995545	null
"BS0-6861"	null	[]	"dna-binding-site"	1810177	1810196	null
"BS0-6862"	null	[]	"dna-binding-site"	null	null	null
"BS0-6863"	null	[]	"dna-binding-site"	3647980	3647999	null
"BS0-6881"	null	[]	"dna-binding-site"	1547264	1547280	null
"BS0-6882"	null	[]	"dna-binding-site"	1547256	1547270	null
"BS0-6901"	null	[]	"dna-binding-site"	null	null	null
"BS0-6921"	null	[]	"dna-binding-site"	null	null	null
"BS0-6922"	null	[]	"dna-binding-site"	1277715	1277721	null
"BS0-6923"	null	[]	"dna-binding-site"	1277752	1277758	null
"BS0-6924"	null	[]	"dna-binding-site"	1277769	1277775	null
"BS0-6925"	null	[]	"dna-binding-site"	1277775	1277781	null
"BS0-6926"	null	[]	"dna-binding-site"	1277839	1277845	null
"BS0-6927"	null	[]	"dna-binding-site"	1277849	1277855	null
"BS0-6928"	null	[]	"dna-binding-site"	1277862	1277868	null
"BS0-6932"	null	[]	"dna-binding-site"	4058167	4058183	null
"BS0-6933"	null	[]	"dna-binding-site"	4058144	4058160	null
"BS0-6934"	null	[]	"dna-binding-site"	null	null	null
"BS0-6935"	null	[]	"dna-binding-site"	485709	485732	null
"BS0-6937"	null	[]	"dna-binding-site"	4330274	4330295	null
"BS0-6939"	null	[]	"dna-binding-site"	913942	913948	null
"BS0-6940"	null	[]	"dna-binding-site"	913938	913952	null
"BS0-6941"	null	[]	"dna-binding-site"	null	null	null
"BS0-6942"	null	[]	"dna-binding-site"	null	null	null
"BS0-6943"	null	[]	"dna-binding-site"	1737631	1737649	null
"BS0-6944"	null	[]	"dna-binding-site"	1978272	1978290	null
"BS0-6945"	null	[]	"dna-binding-site"	451857	451875	null
"BS0-6946"	null	[]	"dna-binding-site"	4128521	4128539	null
"BS0-6947"	null	[]	"dna-binding-site"	4223650	4223668	null
"BS0-6948"	null	[]	"dna-binding-site"	1764557	1764569	null
"BS0-6949"	null	[]	"dna-binding-site"	1764428	1764444	null
"BS0-6953"	null	[]	"dna-binding-site"	4215361	4215382	null
"BS0-6954"	null	[]	"dna-binding-site"	624553	624574	null
"BS0-6955"	null	[]	"dna-binding-site"	624791	624812	null
"BS0-6956"	null	[]	"dna-binding-site"	624834	624852	null
"BS0-6957"	null	[]	"dna-binding-site"	612699	612720	null
"BS0-6958"	null	[]	"dna-binding-site"	612657	612675	null
"BS0-6959"	null	[]	"dna-binding-site"	841796	841817	null
"BS0-6960"	null	[]	"dna-binding-site"	1688832	1688853	null
"BS0-6961"	null	[]	"dna-binding-site"	987203	987224	null
"BS0-6962"	null	[]	"dna-binding-site"	987174	987195	null
"BS0-6963"	null	[]	"dna-binding-site"	987134	987155	null
"BS0-6964"	null	[]	"dna-binding-site"	121646	121667	null
"BS0-6965"	null	[]	"dna-binding-site"	121913	121934	null
"BS0-6966"	null	[]	"dna-binding-site"	121961	121982	null
"BS0-6967"	null	[]	"dna-binding-site"	121973	121994	null
"BS0-6970"	null	[]	"dna-binding-site"	754915	754933	null
"BS0-6971"	null	[]	"dna-binding-site"	null	null	null
"BS0-6972"	null	[]	"dna-binding-site"	1735376	1735397	null
"BS0-6974"	null	[]	"dna-binding-site"	null	null	null
"BS0-6975"	null	[]	"dna-binding-site"	954510	954516	null
"BS0-6976"	null	[]	"dna-binding-site"	954642	954648	null
"BS0-6977"	null	[]	"dna-binding-site"	954716	954722	null
"BS0-6978"	null	[]	"dna-binding-site"	954760	954766	null
"BS0-6979"	null	[]	"dna-binding-site"	954776	954782	null
"BS0-6980"	null	[]	"dna-binding-site"	954836	954842	null
"BS0-6981"	null	[]	"dna-binding-site"	954838	954844	null
"BS0-6982"	null	[]	"dna-binding-site"	954725	954731	null
"BS0-6983"	null	[]	"dna-binding-site"	4382396	4382402	null
"BS0-6986"	null	[]	"dna-binding-site"	4382421	4382427	null
"BS0-6987"	null	[]	"dna-binding-site"	4382435	4382441	null
"BS0-6988"	null	[]	"dna-binding-site"	1277826	1277832	null
"BS0-6989"	null	[]	"dna-binding-site"	4287589	4287595	null
"BS0-6990"	null	[]	"dna-binding-site"	4287584	4287600	null
"BS0-6991"	null	[]	"dna-binding-site"	4105746	4105760	null
"BS0-6993"	null	[]	"dna-binding-site"	null	null	null
"BS0-6994"	null	[]	"dna-binding-site"	null	null	null
"BS0-6995"	null	[]	"dna-binding-site"	3270741	3270755	null
"BS0-6996"	null	[]	"dna-binding-site"	3270703	3270717	null
"BS0-6997"	null	[]	"dna-binding-site"	3270635	3270649	null
"BS0-6998"	null	[]	"dna-binding-site"	3270575	3270589	null
"BS0-6999"	null	[]	"dna-binding-site"	1103335	1103349	null
"BS0-7"	null	[]	"dna-binding-site"	null	null	null
"BS0-7000"	null	[]	"dna-binding-site"	1103359	1103372	null
"BS0-7001"	null	[]	"dna-binding-site"	1103385	1103399	null
"BS0-7002"	null	[]	"dna-binding-site"	1103389	1103403	null
"BS0-7003"	null	[]	"dna-binding-site"	1103437	1103451	null
"BS0-7004"	null	[]	"dna-binding-site"	485659	485675	null
"BS0-7005"	null	[]	"dna-binding-site"	3737301	3737317	null
"BS0-7006"	null	[]	"dna-binding-site"	3374812	3374831	null
"BS0-7007"	null	[]	"dna-binding-site"	4208098	4208114	null
"BS0-7008"	null	[]	"dna-binding-site"	3490203	3490219	null
"BS0-7009"	null	[]	"dna-binding-site"	2461005	2461022	null
"BS0-7010"	null	[]	"dna-binding-site"	4128608	4128624	null
"BS0-7011"	null	[]	"dna-binding-site"	1074125	1074139	null
"BS0-7015"	null	[]	"dna-binding-site"	42072	42085	null
"BS0-7016"	null	[]	"dna-binding-site"	null	null	null
"BS0-7019"	null	[]	"dna-binding-site"	null	null	null
"BS0-7020"	null	[]	"dna-binding-site"	null	null	null
"BS0-7021"	null	[]	"dna-binding-site"	null	null	null
"BS0-7022"	null	[]	"dna-binding-site"	null	null	null
"BS0-7023"	null	[]	"dna-binding-site"	2620954	2620967	null
"BS0-7025"	null	[]	"dna-binding-site"	null	null	null
"BS0-7026"	null	[]	"dna-binding-site"	null	null	null
"BS0-7027"	null	[]	"dna-binding-site"	null	null	null
"BS0-7028"	null	[]	"dna-binding-site"	4351713	4351719	null
"BS0-7029"	null	[]	"dna-binding-site"	4368496	4368502	null
"BS0-7030"	null	[]	"dna-binding-site"	4368505	4368511	null
"BS0-7031"	null	[]	"dna-binding-site"	4368541	4368547	null
"BS0-7032"	null	[]	"dna-binding-site"	4351722	4351728	null
"BS0-7033"	null	[]	"dna-binding-site"	987178	987192	null
"BS0-7034"	null	[]	"dna-binding-site"	987153	987168	null
"BS0-7035"	null	[]	"dna-binding-site"	987458	987472	null
"BS0-7036"	null	[]	"dna-binding-site"	987514	987529	null
"BS0-7037"	null	[]	"dna-binding-site"	2312920	2312930	null
"BS0-7038"	null	[]	"dna-binding-site"	2312957	2312971	null
"BS0-7039"	null	[]	"dna-binding-site"	2313174	2313188	null
"BS0-7040"	null	[]	"dna-binding-site"	null	null	null
"BS0-7041"	null	[]	"dna-binding-site"	null	null	null
"BS0-7042"	null	[]	"dna-binding-site"	null	null	null
"BS0-7043"	null	[]	"dna-binding-site"	null	null	null
"BS0-7044"	null	[]	"dna-binding-site"	null	null	null
"BS0-7045"	null	[]	"dna-binding-site"	1074116	1074130	null
"BS0-7113"	null	[]	"dna-binding-site"	180775	180789	null
"BS0-7114"	null	[]	"dna-binding-site"	1699201	1699222	null
"BS0-7115"	null	[]	"dna-binding-site"	461715	461730	null
"BS0-7116"	null	[]	"dna-binding-site"	461695	461709	null
"BS0-7117"	null	[]	"dna-binding-site"	461647	461661	null
"BS0-7120"	null	[]	"dna-binding-site"	null	null	null
"BS0-7121"	null	[]	"dna-binding-site"	null	null	null
"BS0-7122"	null	[]	"dna-binding-site"	null	null	null
"BS0-7123"	null	[]	"dna-binding-site"	2868175	2868189	null
"BS0-7124"	null	[]	"dna-binding-site"	2868088	2868102	null
"BS0-7125"	null	[]	"dna-binding-site"	3490232	3490249	null
"BS0-7126"	null	[]	"dna-binding-site"	2949193	2949210	null
"BS0-7127"	null	[]	"dna-binding-site"	1712616	1712635	null
"BS0-7128"	null	[]	"dna-binding-site"	29365	29391	null
"BS0-7129"	null	[]	"dna-binding-site"	29415	29430	null
"BS0-7130"	null	[]	"dna-binding-site"	29459	29485	null
"BS0-7131"	null	[]	"dna-binding-site"	null	null	null
"BS0-7132"	null	[]	"dna-binding-site"	null	null	null
"BS0-7133"	null	[]	"dna-binding-site"	4617232	4617254	null
"BS0-7136"	null	[]	"dna-binding-site"	816845	816868	null
"BS0-7137"	null	[]	"dna-binding-site"	null	null	null
"BS0-7138"	null	[]	"dna-binding-site"	null	null	null
"BS0-7139"	null	[]	"dna-binding-site"	null	null	null
"BS0-7140"	null	[]	"dna-binding-site"	4166308	4166320	null
"BS0-7141"	null	[]	"dna-binding-site"	null	null	null
"BS0-7142"	null	[]	"dna-binding-site"	4035180	4035192	null
"BS0-7143"	null	[]	"dna-binding-site"	null	null	null
"BS0-7144"	null	[]	"dna-binding-site"	null	null	null
"BS0-7146"	null	[]	"dna-binding-site"	null	null	null
"BS0-7147"	null	[]	"dna-binding-site"	null	null	null
"BS0-7148"	null	[]	"dna-binding-site"	null	null	null
"BS0-7149"	null	[]	"dna-binding-site"	42121	42134	null
"BS0-7150"	null	[]	"dna-binding-site"	612537	612550	null
"BS0-7151"	null	[]	"dna-binding-site"	2620964	2620977	null
"BS0-7152"	null	[]	"dna-binding-site"	3219163	3219176	null
"BS0-7153"	null	[]	"dna-binding-site"	3267192	3267205	null
"BS0-7154"	null	[]	"dna-binding-site"	3267235	3267248	null
"BS0-7155"	null	[]	"dna-binding-site"	3552631	3552644	null
"BS0-7156"	null	[]	"dna-binding-site"	4133709	4133722	null
"BS0-7157"	null	[]	"dna-binding-site"	4133693	4133706	null
"BS0-7158"	null	[]	"dna-binding-site"	4362113	4362126	null
"BS0-7159"	null	[]	"dna-binding-site"	null	null	null
"BS0-7160"	null	[]	"dna-binding-site"	1488173	1488186	null
"BS0-7161"	null	[]	"dna-binding-site"	3665992	3666005	null
"BS0-7162"	null	[]	"dna-binding-site"	3667590	3667603	null
"BS0-7163"	null	[]	"dna-binding-site"	3708026	3708039	null
"BS0-7164"	null	[]	"dna-binding-site"	3545587	3545611	null
"BS0-7165"	null	[]	"dna-binding-site"	2662240	2662264	null
"BS0-7166"	null	[]	"dna-binding-site"	2303677	2303701	null
"BS0-7167"	null	[]	"dna-binding-site"	176521	176545	null
"BS0-7168"	null	[]	"dna-binding-site"	1764448	1764472	null
"BS0-7169"	null	[]	"dna-binding-site"	1031930	1031954	null
"BS0-7170"	null	[]	"dna-binding-site"	1791286	1791310	null
"BS0-7171"	null	[]	"dna-binding-site"	4360228	4360242	null
"BS0-7172"	null	[]	"dna-binding-site"	4360274	4360288	null
"BS0-7173"	null	[]	"dna-binding-site"	4360359	4360373	null
"BS0-7174"	null	[]	"dna-binding-site"	4360416	4360430	null
"BS0-7175"	null	[]	"dna-binding-site"	3374533	3374545	null
"BS0-7176"	null	[]	"dna-binding-site"	2976447	2976466	null
"BS0-7177"	null	[]	"dna-binding-site"	2976250	2976269	null
"BS0-7178"	null	[]	"dna-binding-site"	4273932	4273946	null
"BS0-7179"	null	[]	"dna-binding-site"	4273994	4274008	null
"BS0-7180"	null	[]	"dna-binding-site"	4274034	4274048	null
"BS0-7181"	null	[]	"dna-binding-site"	4274078	4274092	null
"BS0-7182"	null	[]	"dna-binding-site"	3539956	3539977	null
"BS0-7183"	null	[]	"dna-binding-site"	3540031	3540049	null
"BS0-7184"	null	[]	"dna-binding-site"	3354476	3354489	null
"BS0-7185"	null	[]	"dna-binding-site"	null	null	null
"BS0-7186"	null	[]	"dna-binding-site"	1313903	1313916	null
"BS0-7187"	null	[]	"dna-binding-site"	1657956	1657969	null
"BS0-7188"	null	[]	"dna-binding-site"	null	null	null
"BS0-7189"	null	[]	"dna-binding-site"	null	null	null
"BS0-7190"	null	[]	"dna-binding-site"	null	null	null
"BS0-7191"	null	[]	"dna-binding-site"	null	null	null
"BS0-7192"	null	[]	"dna-binding-site"	null	null	null
"BS0-7193"	null	[]	"dna-binding-site"	null	null	null
"BS0-7194"	null	[]	"dna-binding-site"	null	null	null
"BS0-7195"	null	[]	"dna-binding-site"	null	null	null
"BS0-7197"	null	[]	"dna-binding-site"	null	null	null
"BS0-7198"	null	[]	"dna-binding-site"	null	null	null
"BS0-7200"	null	[]	"dna-binding-site"	null	null	null
"BS0-7206"	null	[]	"dna-binding-site"	2839350	2839363	null
"BS0-7208"	null	[]	"dna-binding-site"	null	null	null
"BS0-7209"	null	[]	"dna-binding-site"	1592593	1592605	null
"BS0-7210"	null	[]	"dna-binding-site"	1592463	1592482	null
"BS0-7211"	null	[]	"dna-binding-site"	1592491	1592510	null
"BS0-7212"	null	[]	"dna-binding-site"	1592530	1592549	null
"BS0-7213"	null	[]	"dna-binding-site"	1592558	1592577	null
"BS0-7215"	null	[]	"dna-binding-site"	1447410	1447431	null
"BS0-7216"	null	[]	"dna-binding-site"	1447418	1447438	null
"BS0-7217"	null	[]	"dna-binding-site"	403635	403645	null
"BS0-7218"	null	[]	"dna-binding-site"	403615	403628	null
"BS0-7219"	null	[]	"dna-binding-site"	255731	255741	null
"BS0-7220"	null	[]	"dna-binding-site"	4058155	4058169	null
"BS0-7221"	null	[]	"dna-binding-site"	1842265	1842286	null
"BS0-7223"	null	[]	"dna-binding-site"	null	null	null
"BS0-7225"	null	[]	"dna-binding-site"	1316176	1316185	null
"BS0-7226"	null	[]	"dna-binding-site"	null	null	null
"BS0-7227"	null	[]	"dna-binding-site"	null	null	null
"BS0-7228"	null	[]	"dna-binding-site"	null	null	null
"BS0-7229"	null	[]	"dna-binding-site"	3058468	3058482	null
"BS0-7230"	null	[]	"dna-binding-site"	3058479	3058493	null
"BS0-7231"	null	[]	"dna-binding-site"	3601133	3601145	null
"BS0-7232"	null	[]	"dna-binding-site"	null	null	null
"BS0-7233"	null	[]	"dna-binding-site"	957498	957520	null
"BS0-7234"	null	[]	"dna-binding-site"	3354414	3354426	null
"BS0-7235"	null	[]	"dna-binding-site"	3354418	3354430	null
"BS0-7236"	null	[]	"dna-binding-site"	null	null	null
"BS0-7237"	null	[]	"dna-binding-site"	null	null	null
"BS0-7238"	null	[]	"dna-binding-site"	2914327	2914348	null
"BS0-7239"	null	[]	"dna-binding-site"	null	null	null
"BS0-7240"	null	[]	"dna-binding-site"	3410138	3410152	null
"BS0-7241"	null	[]	"dna-binding-site"	3410096	3410110	null
"BS0-7242"	null	[]	"dna-binding-site"	3410018	3410032	null
"BS0-7243"	null	[]	"dna-binding-site"	1822362	1822376	null
"BS0-7244"	null	[]	"dna-binding-site"	1822251	1822265	null
"BS0-7245"	null	[]	"dna-binding-site"	1822307	1822321	null
"BS0-7246"	null	[]	"dna-binding-site"	1330816	1330830	null
"BS0-7247"	null	[]	"dna-binding-site"	1330795	1330809	null
"BS0-7248"	null	[]	"dna-binding-site"	1330774	1330788	null
"BS0-7249"	null	[]	"dna-binding-site"	1330743	1330757	null
"BS0-7250"	null	[]	"dna-binding-site"	1330717	1330731	null
"BS0-7251"	null	[]	"dna-binding-site"	1330943	1330957	null
"BS0-7252"	null	[]	"dna-binding-site"	1330963	1330977	null
"BS0-7253"	null	[]	"dna-binding-site"	1330992	1331006	null
"BS0-7254"	null	[]	"dna-binding-site"	497990	498006	null
"BS0-7255"	null	[]	"dna-binding-site"	4175283	4175297	null
"BS0-7256"	null	[]	"dna-binding-site"	4175251	4175265	null
"BS0-7257"	null	[]	"dna-binding-site"	null	null	null
"BS0-7258"	null	[]	"dna-binding-site"	2344620	2344634	null
"BS0-7259"	null	[]	"dna-binding-site"	2344549	2344563	null
"BS0-7260"	null	[]	"dna-binding-site"	2344479	2344493	null
"BS0-7261"	null	[]	"dna-binding-site"	2344425	2344439	null
"BS0-7266"	null	[]	"dna-binding-site"	1825731	1825745	null
"BS0-7267"	null	[]	"dna-binding-site"	null	null	null
"BS0-7268"	null	[]	"dna-binding-site"	null	null	null
"BS0-7269"	null	[]	"dna-binding-site"	3354433	3354454	null
"BS0-7270"	null	[]	"dna-binding-site"	3354148	3354166	null
"BS0-7271"	null	[]	"dna-binding-site"	3354169	3354186	null
"BS0-7272"	null	[]	"dna-binding-site"	480837	480851	null
"BS0-7273"	null	[]	"dna-binding-site"	1031489	1031503	null
"BS0-7274"	null	[]	"dna-binding-site"	1170463	1170478	null
"BS0-7275"	null	[]	"dna-binding-site"	1081246	1081259	null
"BS0-7276"	null	[]	"dna-binding-site"	1929769	1929783	null
"BS0-7277"	null	[]	"dna-binding-site"	1623912	1623928	null
"BS0-7278"	null	[]	"dna-binding-site"	785546	785560	null
"BS0-7279"	null	[]	"dna-binding-site"	1986731	1986745	null
"BS0-7281"	null	[]	"dna-binding-site"	3247494	3247508	null
"BS0-7282"	null	[]	"dna-binding-site"	1441776	1441816	null
"BS0-7283"	null	[]	"dna-binding-site"	2892082	2892094	null
"BS0-7284"	null	[]	"dna-binding-site"	4235642	4235656	null
"BS0-7285"	null	[]	"dna-binding-site"	4235719	4235731	null
"BS0-7286"	null	[]	"dna-binding-site"	997734	997746	null
"BS0-7287"	null	[]	"dna-binding-site"	997691	997703	null
"BS0-7288"	null	[]	"dna-binding-site"	997525	997537	null
"BS0-7290"	null	[]	"dna-binding-site"	1889807	1889821	null
"BS0-7291"	null	[]	"dna-binding-site"	1092556	1092572	null
"BS0-7292"	null	[]	"dna-binding-site"	1092578	1092594	null
"BS0-7293"	null	[]	"dna-binding-site"	2822080	2822113	null
"BS0-7295"	null	[]	"dna-binding-site"	null	null	null
"BS0-7296"	null	[]	"dna-binding-site"	null	null	null
"BS0-7297"	null	[]	"dna-binding-site"	null	null	null
"BS0-7298"	null	[]	"dna-binding-site"	null	null	null
"BS0-7299"	null	[]	"dna-binding-site"	4404665	4404680	null
"BS0-7300"	null	[]	"dna-binding-site"	4404566	4404581	null
"BS0-7301"	null	[]	"dna-binding-site"	243325	243341	null
"BS0-7303"	null	[]	"dna-binding-site"	121623	121640	null
"BS0-7304"	null	[]	"dna-binding-site"	121600	121617	null
"BS0-7306"	null	[]	"dna-binding-site"	358700	358708	null
"BS0-7307"	null	[]	"dna-binding-site"	2460521	2460535	null
"BS0-7308"	null	[]	"dna-binding-site"	243385	243399	null
"BS0-7309"	null	[]	"dna-binding-site"	1862683	1862700	null
"BS0-7310"	null	[]	"dna-binding-site"	2461160	2461174	null
"BS0-7311"	null	[]	"dna-binding-site"	3658315	3658336	null
"BS0-7312"	null	[]	"dna-binding-site"	4516740	4516756	null
"BS0-7313"	null	[]	"dna-binding-site"	3486013	3486027	null
"BS0-7314"	null	[]	"dna-binding-site"	3485993	3486007	null
"BS0-7315"	null	[]	"dna-binding-site"	3485975	3485989	null
"BS0-7316"	null	[]	"dna-binding-site"	3485854	3485868	null
"BS0-7317"	null	[]	"dna-binding-site"	3485976	3485990	null
"BS0-7318"	null	[]	"dna-binding-site"	3485994	3486008	null
"BS0-7319"	null	[]	"dna-binding-site"	3486014	3486028	null
"BS0-7320"	null	[]	"dna-binding-site"	624840	624858	null
"BS0-7321"	null	[]	"dna-binding-site"	624846	624864	null
"BS0-7322"	null	[]	"dna-binding-site"	612663	612681	null
"BS0-7323"	null	[]	"dna-binding-site"	612669	612687	null
"BS0-7324"	null	[]	"dna-binding-site"	612676	612694	null
"BS0-7325"	null	[]	"dna-binding-site"	2838090	2838107	null
"BS0-7327"	null	[]	"dna-binding-site"	331871	331888	null
"BS0-7330"	null	[]	"dna-binding-site"	2908871	2908888	null
"BS0-7331"	null	[]	"dna-binding-site"	3648459	3648482	null
"BS0-7332"	null	[]	"dna-binding-site"	903790	903807	null
"BS0-7333"	null	[]	"dna-binding-site"	900645	900662	null
"BS0-7334"	null	[]	"dna-binding-site"	2426891	2426908	null
"BS0-7336"	null	[]	"dna-binding-site"	null	null	null
"BS0-7337"	null	[]	"dna-binding-site"	null	null	null
"BS0-7338"	null	[]	"dna-binding-site"	3669296	3669309	null
"BS0-7339"	null	[]	"dna-binding-site"	3669339	3669355	null
"BS0-7340"	null	[]	"dna-binding-site"	null	null	null
"BS0-7341"	null	[]	"dna-binding-site"	77297	77330	null
"BS0-7343"	null	[]	"dna-binding-site"	2498550	2498583	null
"BS0-7346"	null	[]	"dna-binding-site"	913831	913849	null
"BS0-7348"	null	[]	"dna-binding-site"	4287545	4287555	null
"BS0-7351"	null	[]	"dna-binding-site"	null	null	null
"BS0-7353"	null	[]	"dna-binding-site"	127683	127697	null
"BS0-7355"	null	[]	"dna-binding-site"	3777291	3777305	null
"BS0-7356"	null	[]	"dna-binding-site"	4579916	4579935	null
"BS0-7357"	null	[]	"dna-binding-site"	1810159	1810178	null
"BS0-7368"	null	[]	"dna-binding-site"	2185866	2185880	null
"BS0-7370"	null	[]	"dna-binding-site"	2185846	2185860	null
"BS0-7371"	null	[]	"dna-binding-site"	2185894	2185914	null
"BS0-7377"	null	[]	"dna-binding-site"	2054989	2055007	null
"BS0-7378"	null	[]	"dna-binding-site"	3790249	3790275	null
"BS0-7379"	null	[]	"dna-binding-site"	3790199	3790218	null
"BS0-7381"	null	[]	"dna-binding-site"	49684	49702	null
"BS0-7382"	null	[]	"dna-binding-site"	49642	49659	null
"BS0-7383"	null	[]	"dna-binding-site"	49728	49740	null
"BS0-7384"	null	[]	"dna-binding-site"	2344740	2344755	null
"BS0-7385"	null	[]	"dna-binding-site"	2344772	2344787	null
"BS0-7386"	null	[]	"dna-binding-site"	2800634	2800649	null
"BS0-7387"	null	[]	"dna-binding-site"	2800603	2800618	null
"BS0-7388"	null	[]	"dna-binding-site"	4462853	4462868	null
"BS0-7389"	null	[]	"dna-binding-site"	4462822	4462837	null
