"position"	"direction"	"id"	"name"
4276344	"+"	"PM0-36257"	"yjcDp"
4254525	"-"	"PM0-36259"	"plsBp2"
395777	"+"	"PM0-3626"	"sbmAp"
4254480	"+"	"PM0-36261"	"dgkAp1"
1063051	"-"	"PM0-36262"	"cbpAp2"
1921409	"-"	"PM0-3663"	"pphAp"
1888585	"-"	"PM0-3664"	"yeaYp"
4110892	"+"	"PM0-3665"	"yiiSp"
2455021	"-"	"PM0-3681"	"sixAp"
2549265	"-"	"PM0-3684"	"yfeYp"
2425871	"-"	"PM0-3781"	"argTp"
347870	"+"	"PM0-3802"	"prpBp"
1864839	"+"	"PM0-3821"	"yeaGp1"
3416994	"+"	"PM0-3822"	"yhdWp"
1561131	"-"	"PM0-3823"	"ddpXp"
161515	"-"	"PM0-3841"	"sfsAp"
686970	"-"	"PM0-3843"	"gltIp"
1073249	"-"	"PM0-3847"	"rutAp"
4285618	"-"	"PM0-3921"	"acsp1"
4285414	"-"	"PM0-3923"	"acsp2"
4103709	"-"	"PM0-4"	"cpxRp"
63358	"-"	"PM0-4081"	"hepAp"
17317	"+"	"PM0-4102"	"nhaAp2"
1554070	"-"	"PM0-4141"	"srap"
621481	"+"	"PM0-4201"	"entSp1"
621476	"+"	"PM0-4202"	"entSp2"
621415	"-"	"PM0-4203"	"fepDp2"
2786949	"+"	"PM0-4241"	"csiDp"
1344867	"-"	"PM0-4261"	"gmrp"
3036856	"-"	"PM0-4381"	"dsbCp"
1108480	"+"	"PM0-4383"	"mdoGp2"
200455	"+"	"PM0-4386"	"hlpAp"
2597036	"-"	"PM0-4401"	"bamCp"
3791962	"+"	"PM0-4421"	"rfaDp1"
3791919	"+"	"PM0-4422"	"rfaDp2"
3791993	"+"	"PM0-4423"	"rfaDp4"
200960	"+"	"PM0-4424"	"lpxDp"
865617	"-"	"PM0-4427"	"moeAp"
1887831	"-"	"PM0-4428"	"fadDp"
3099820	"-"	"PM0-4430"	"yggNp1"
3099766	"-"	"PM0-4432"	"yggNp2"
3199126	"+"	"PM0-4433"	"ygiMp"
5030	"+"	"PM0-44333"	"yaaXp4"
6587	"-"	"PM0-44334"	"yaaAp3"
6615	"-"	"PM0-44335"	"yaaAp5"
8017	"-"	"PM0-44336"	"yaaJp4"
11542	"-"	"PM0-44337"	"yaaWp3"
11938	"-"	"PM0-44338"	"yaaIp2"
11913	"-"	"PM0-44339"	"yaaIp3"
11825	"-"	"PM0-44340"	"yaaIp4"
15380	"+"	"PM0-44341"	"insLp5"
15436	"+"	"PM0-44342"	"insLp6"
16951	"-"	"PM0-44343"	"hokCp4"
35499	"-"	"PM0-44344"	"caiEp3"
35440	"-"	"PM0-44345"	"caiEp5"
35399	"-"	"PM0-44346"	"caiEp7"
47080	"+"	"PM0-44347"	"kefFp2"
51293	"-"	"PM0-44348"	"apaHp4"
57268	"+"	"PM0-44349"	"djlAp3"
3294371	"+"	"PM0-4435"	"yraPp"
60450	"-"	"PM0-44350"	"rluAp1"
73085	"-"	"PM0-44351"	"thiQp2"
79594	"-"	"PM0-44352"	"leuDp4"
87947	"+"	"PM0-44353"	"fruRp8"
118681	"+"	"PM0-44354"	"ampDp5"
131307	"-"	"PM0-44355"	"yacHp3"
131466	"-"	"PM0-44356"	"yacHp5"
144965	"+"	"PM0-44357"	"yadEp3"
145053	"+"	"PM0-44358"	"yadEp4"
146898	"+"	"PM0-44359"	"yadDp3"
3865567	"+"	"PM0-4436"	"yidQp"
146959	"+"	"PM0-44360"	"yadDp4"
146957	"+"	"PM0-44361"	"yadDp5"
148920	"-"	"PM0-44362"	"panCp2"
148910	"-"	"PM0-44363"	"panCp4"
155518	"-"	"PM0-44364"	"htrEp1"
155438	"-"	"PM0-44365"	"htrEp5"
156984	"-"	"PM0-44366"	"yadNp1"
157055	"-"	"PM0-44367"	"yadNp7"
157031	"-"	"PM0-44368"	"yadNp8"
160143	"-"	"PM0-44369"	"gluQp1"
162075	"+"	"PM0-44370"	"hrpBp2"
175052	"+"	"PM0-44371"	"clcAp10"
177786	"-"	"PM0-44372"	"yadSp5"
177700	"-"	"PM0-44373"	"yadSp6"
177757	"-"	"PM0-44374"	"yadSp7"
192812	"+"	"PM0-44375"	"frrp3"
192849	"+"	"PM0-44376"	"frrp6"
193471	"+"	"PM0-44377"	"dxrp1"
193335	"+"	"PM0-44378"	"dxrp3"
193338	"+"	"PM0-44379"	"dxrp4"
193411	"+"	"PM0-44380"	"dxrp5"
195561	"+"	"PM0-44381"	"cdsAp2"
195555	"+"	"PM0-44382"	"cdsAp3"
211858	"+"	"PM0-44383"	"yaeRp3"
214088	"+"	"PM0-44384"	"yaeQp3"
214195	"+"	"PM0-44385"	"yaeQp6"
217135	"-"	"PM0-44386"	"yaeFp1"
231083	"-"	"PM0-44387"	"yafCp6"
234025	"-"	"PM0-44388"	"mltDp3"
233982	"-"	"PM0-44389"	"mltDp4"
234926	"-"	"PM0-44390"	"gloBp5"
234784	"+"	"PM0-44391"	"yafSp2"
237235	"+"	"PM0-44392"	"yafTp4"
237260	"+"	"PM0-44393"	"yafTp5"
237278	"+"	"PM0-44394"	"yafTp6"
240319	"+"	"PM0-44395"	"ivyp4"
240329	"+"	"PM0-44396"	"ivyp5"
243468	"+"	"PM0-44397"	"lpcAp1"
245993	"-"	"PM0-44398"	"yafKp6"
246641	"+"	"PM0-44399"	"yafLp6"
247544	"+"	"PM0-44400"	"rayTp1"
247624	"+"	"PM0-44401"	"rayTp8"
259440	"+"	"PM0-44402"	"proBp8"
259527	"+"	"PM0-44403"	"proBp11"
263042	"-"	"PM0-44404"	"ykfIp7"
274522	"-"	"PM0-44405"	"insHp5"
274343	"+"	"PM0-44406"	"mmuPp1"
274539	"+"	"PM0-44407"	"mmuPp2"
274511	"+"	"PM0-44408"	"mmuPp5"
274430	"+"	"PM0-44409"	"mmuPp6"
274509	"+"	"PM0-44410"	"mmuPp7"
281447	"+"	"PM0-44411"	"yagEp3"
281476	"+"	"PM0-44412"	"yagEp8"
284495	"+"	"PM0-44413"	"yagGp6"
284574	"+"	"PM0-44414"	"yagGp7"
284577	"+"	"PM0-44415"	"yagGp8"
284431	"+"	"PM0-44416"	"yagGp9"
288416	"-"	"PM0-44417"	"yagIp1"
292342	"-"	"PM0-44418"	"yagKp6"
293255	"-"	"PM0-44419"	"yagLp7"
294884	"-"	"PM0-44420"	"yagNp3"
294895	"-"	"PM0-44421"	"yagNp4"
294887	"-"	"PM0-44422"	"yagNp5"
294880	"-"	"PM0-44423"	"yagNp8"
303482	"-"	"PM0-44424"	"ykgJp2"
303486	"-"	"PM0-44425"	"ykgJp3"
310021	"-"	"PM0-44426"	"matBp5"
310617	"-"	"PM0-44427"	"matAp1"
310670	"-"	"PM0-44428"	"matAp5"
310706	"-"	"PM0-44429"	"matAp7"
4437309	"-"	"PM0-4443"	"ytfJp"
310656	"-"	"PM0-44430"	"matAp9"
310684	"-"	"PM0-44431"	"matAp10"
311163	"+"	"PM0-44432"	"ykgLp1"
317600	"-"	"PM0-44433"	"ykgBp3"
317621	"-"	"PM0-44434"	"ykgBp4"
317708	"-"	"PM0-44435"	"ykgBp7"
317749	"-"	"PM0-44436"	"ykgBp9"
317558	"-"	"PM0-44437"	"ykgBp10"
319439	"-"	"PM0-44438"	"ykgCp1"
319394	"-"	"PM0-44439"	"ykgCp4"
197821	"+"	"PM0-4444"	"bamAp"
319312	"-"	"PM0-44440"	"ykgCp8"
319417	"+"	"PM0-44441"	"ykgDp2"
319340	"+"	"PM0-44442"	"ykgDp3"
320735	"+"	"PM0-44443"	"ykgEp7"
320708	"+"	"PM0-44444"	"ykgEp8"
320705	"+"	"PM0-44445"	"ykgEp9"
320761	"+"	"PM0-44446"	"ykgEp10"
326485	"-"	"PM0-44447"	"betAp5"
326481	"-"	"PM0-44448"	"betAp7"
334292	"-"	"PM0-44449"	"yahCp5"
3245665	"+"	"PM0-4445"	"yqjAp2"
344476	"+"	"PM0-44450"	"yahMp4"
344560	"+"	"PM0-44451"	"yahMp5"
345659	"-"	"PM0-44452"	"yahNp5"
345660	"-"	"PM0-44453"	"yahNp6"
380181	"-"	"PM0-44454"	"yaiOp4"
380197	"-"	"PM0-44455"	"yaiOp5"
380074	"-"	"PM0-44456"	"yaiOp6"
383209	"-"	"PM0-44457"	"yaiPp5"
383932	"-"	"PM0-44458"	"yaiSp9"
383925	"-"	"PM0-44459"	"yaiSp12"
383962	"-"	"PM0-44460"	"yaiSp13"
384054	"-"	"PM0-44461"	"yaiSp14"
389085	"-"	"PM0-44462"	"hemBp7"
391884	"-"	"PM0-44463"	"insFp4"
391843	"-"	"PM0-44464"	"insFp5"
393685	"+"	"PM0-44465"	"yaiVp4"
398684	"-"	"PM0-44466"	"yaiYp5"
398771	"-"	"PM0-44467"	"yaiYp6"
398668	"+"	"PM0-44468"	"yaiZp6"
404947	"+"	"PM0-44469"	"yaiIp3"
404932	"+"	"PM0-44470"	"yaiIp6"
404922	"+"	"PM0-44471"	"yaiIp7"
409342	"+"	"PM0-44472"	"makp4"
415071	"-"	"PM0-44473"	"sbcCp2"
429754	"+"	"PM0-44474"	"yajDp5"
429693	"+"	"PM0-44475"	"yajDp6"
432258	"-"	"PM0-44476"	"yajIp6"
442972	"-"	"PM0-44477"	"yajLp2"
446994	"-"	"PM0-44478"	"cyoEp3"
452910	"-"	"PM0-44479"	"ampGp4"
452851	"-"	"PM0-44480"	"ampGp5"
452908	"-"	"PM0-44481"	"ampGp6"
462976	"+"	"PM0-44482"	"ybaVp3"
463584	"+"	"PM0-44483"	"fadMp1"
474469	"+"	"PM0-44484"	"ybaYp3"
475623	"+"	"PM0-44485"	"ffsp5"
475512	"+"	"PM0-44486"	"ffsp6"
475646	"+"	"PM0-44487"	"ffsp7"
479727	"-"	"PM0-44488"	"hhap6"
489548	"-"	"PM0-44489"	"ybaMp3"
489942	"+"	"PM0-44490"	"ybaNp1"
490097	"+"	"PM0-44491"	"ybaNp6"
490081	"+"	"PM0-44492"	"ybaNp8"
490103	"+"	"PM0-44493"	"ybaNp9"
504076	"-"	"PM0-44494"	"fsrp5"
504071	"-"	"PM0-44495"	"fsrp6"
503991	"-"	"PM0-44496"	"fsrp8"
504079	"-"	"PM0-44497"	"fsrp9"
504110	"+"	"PM0-44498"	"ushAp6"
507486	"-"	"PM0-44499"	"ybaPp3"
507488	"-"	"PM0-44500"	"ybaPp4"
507508	"-"	"PM0-44501"	"ybaPp6"
507398	"+"	"PM0-44502"	"ybaQp3"
513198	"+"	"PM0-44503"	"cueRp6"
514301	"-"	"PM0-44504"	"ybbJp1"
515116	"+"	"PM0-44505"	"ybbLp6"
518553	"-"	"PM0-44506"	"ybbOp4"
522290	"+"	"PM0-44507"	"rhsDp8"
530582	"-"	"PM0-44508"	"selUp4"
530586	"-"	"PM0-44509"	"selUp5"
543280	"-"	"PM0-44510"	"ylbAp2"
545730	"+"	"PM0-44511"	"fdrAp4"
555855	"-"	"PM0-44512"	"ybcIp5"
556190	"-"	"PM0-44513"	"ybcJp3"
556114	"-"	"PM0-44514"	"ybcJp4"
556229	"-"	"PM0-44515"	"ybcJp5"
556248	"-"	"PM0-44516"	"ybcJp7"
557285	"+"	"PM0-44517"	"sfmAp4"
557389	"+"	"PM0-44518"	"sfmAp6"
558030	"+"	"PM0-44519"	"sfmCp4"
558026	"+"	"PM0-44520"	"sfmCp5"
563830	"-"	"PM0-44521"	"fimZp3"
565324	"-"	"PM0-44522"	"intDp6"
568010	"+"	"PM0-44523"	"ybcKp1"
568033	"+"	"PM0-44524"	"ybcKp5"
567974	"+"	"PM0-44525"	"ybcKp7"
570070	"+"	"PM0-44526"	"ybcLp2"
570068	"+"	"PM0-44527"	"ybcLp7"
571542	"+"	"PM0-44528"	"ybcNp5"
571537	"+"	"PM0-44529"	"ybcNp6"
572997	"+"	"PM0-44530"	"quuDp3"
574997	"-"	"PM0-44531"	"insHp4"
579028	"+"	"PM0-44532"	"ybcWp4"
579067	"+"	"PM0-44533"	"ybcWp7"
587293	"-"	"PM0-44534"	"ybcHp4"
605276	"-"	"PM0-44535"	"ybdFp5"
605628	"-"	"PM0-44536"	"ybdJp2"
605634	"-"	"PM0-44537"	"ybdJp3"
605446	"-"	"PM0-44538"	"ybdJp4"
605487	"-"	"PM0-44539"	"ybdJp5"
606784	"-"	"PM0-44540"	"ybdKp3"
607279	"+"	"PM0-44541"	"insLp5"
609477	"-"	"PM0-44542"	"entDp1"
609364	"-"	"PM0-44543"	"entDp2"
631214	"+"	"PM0-44544"	"ybdDp2"
632740	"-"	"PM0-44545"	"ybdHp6"
632747	"-"	"PM0-44546"	"ybdHp7"
632780	"+"	"PM0-44547"	"ybdLp3"
634778	"-"	"PM0-44548"	"ybdMp2"
641145	"+"	"PM0-44549"	"ybdRp6"
643278	"-"	"PM0-44550"	"rnkp6"
643403	"-"	"PM0-44551"	"rnkp7"
645855	"-"	"PM0-44552"	"citTp4"
645826	"-"	"PM0-44553"	"citTp6"
657221	"-"	"PM0-44554"	"crcBp3"
657231	"-"	"PM0-44555"	"crcBp4"
658094	"+"	"PM0-44556"	"tatEp3"
660683	"-"	"PM0-44557"	"ybeFp4"
660768	"-"	"PM0-44558"	"ybeFp5"
660733	"-"	"PM0-44559"	"ybeFp6"
660609	"-"	"PM0-44560"	"ybeFp7"
661624	"-"	"PM0-44561"	"lipBp2"
661622	"-"	"PM0-44562"	"lipBp3"
663190	"-"	"PM0-44563"	"dacAp2"
663224	"-"	"PM0-44564"	"dacAp3"
664445	"-"	"PM0-44565"	"rlpAp5"
664436	"-"	"PM0-44566"	"rlpAp7"
669269	"-"	"PM0-44567"	"cobCp6"
669167	"-"	"PM0-44568"	"cobCp7"
675929	"-"	"PM0-44569"	"ybeQp1"
675795	"-"	"PM0-44570"	"ybeQp5"
675862	"-"	"PM0-44571"	"ybeQp8"
675847	"-"	"PM0-44572"	"ybeQp10"
675923	"-"	"PM0-44573"	"ybeQp11"
675834	"-"	"PM0-44574"	"ybeQp12"
675813	"+"	"PM0-44575"	"ybeRp5"
675860	"+"	"PM0-44576"	"ybeRp6"
675783	"+"	"PM0-44577"	"ybeRp7"
678639	"-"	"PM0-44578"	"ybeTp8"
678685	"+"	"PM0-44579"	"ybeUp4"
678688	"+"	"PM0-44580"	"ybeUp5"
682705	"-"	"PM0-44581"	"hscCp5"
682817	"-"	"PM0-44582"	"hscCp7"
683825	"-"	"PM0-44583"	"rihAp3"
688428	"-"	"PM0-44584"	"insHp3"
688435	"-"	"PM0-44585"	"insHp5"
688445	"-"	"PM0-44586"	"insHp6"
690207	"-"	"PM0-44587"	"lntp4"
712069	"-"	"PM0-44588"	"ybfFp1"
717567	"-"	"PM0-44589"	"potEp1"
721117	"-"	"PM0-44590"	"kdpEp3"
728260	"+"	"PM0-44591"	"ybfAp7"
728305	"+"	"PM0-44592"	"ybfAp8"
728602	"+"	"PM0-44593"	"rhsCp3"
741845	"-"	"PM0-44594"	"dtpDp5"
741846	"-"	"PM0-44595"	"dtpDp6"
741893	"-"	"PM0-44596"	"dtpDp8"
748408	"-"	"PM0-44597"	"ybgOp3"
748405	"-"	"PM0-44598"	"ybgOp4"
752181	"-"	"PM0-44599"	"ybgDp9"
773373	"+"	"PM0-44601"	"ybgEp4"
773932	"+"	"PM0-44602"	"ybgCp5"
773867	"+"	"PM0-44603"	"ybgCp6"
776783	"+"	"PM0-44604"	"tolBp3"
776760	"+"	"PM0-44605"	"tolBp6"
784071	"-"	"PM0-44606"	"zitBp1"
784081	"-"	"PM0-44607"	"zitBp2"
784562	"-"	"PM0-44608"	"ybgSp1"
784682	"-"	"PM0-44609"	"ybgSp2"
2734028	"+"	"PM0-4461"	"bamDp"
784596	"-"	"PM0-44610"	"ybgSp5"
784688	"-"	"PM0-44611"	"ybgSp7"
784719	"-"	"PM0-44612"	"ybgSp8"
788121	"-"	"PM0-44613"	"galMp4"
797815	"-"	"PM0-44614"	"ybhAp6"
797760	"-"	"PM0-44615"	"ybhAp10"
797762	"+"	"PM0-44616"	"pglp2"
799932	"-"	"PM0-44617"	"ybhDp2"
799843	"-"	"PM0-44618"	"ybhDp5"
799917	"+"	"PM0-44619"	"ybhHp7"
196470	"+"	"PM0-4462"	"rsePp"
799775	"+"	"PM0-44620"	"ybhHp8"
807258	"-"	"PM0-44621"	"ybhBp2"
807153	"-"	"PM0-44622"	"ybhBp4"
820001	"+"	"PM0-44623"	"ybhMp7"
821871	"-"	"PM0-44624"	"ybhNp5"
830006	"+"	"PM0-44625"	"rhlEp5"
832183	"-"	"PM0-44626"	"ybiAp6"
837707	"-"	"PM0-44627"	"ybiIp6"
838497	"-"	"PM0-44628"	"ybiXp2"
841376	"-"	"PM0-44629"	"mcbAp5"
841415	"+"	"PM0-44630"	"rlmFp1"
841447	"+"	"PM0-44631"	"rlmFp7"
844732	"-"	"PM0-44632"	"ybiOp2"
844887	"-"	"PM0-44633"	"ybiOp5"
849527	"-"	"PM0-44634"	"rhtAp8"
851849	"-"	"PM0-44635"	"ybiPp5"
852358	"+"	"PM0-44637"	"mntRp4"
852306	"+"	"PM0-44638"	"mntRp5"
852303	"+"	"PM0-44639"	"mntRp6"
858323	"-"	"PM0-44640"	"ybiUp5"
858329	"-"	"PM0-44641"	"ybiUp6"
858327	"-"	"PM0-44642"	"ybiUp7"
859311	"-"	"PM0-44643"	"ybiVp5"
862006	"-"	"PM0-44644"	"ybiWp4"
862753	"+"	"PM0-44645"	"fsaAp6"
872192	"+"	"PM0-44646"	"yliEp6"
877469	"+"	"PM0-44647"	"bssRp5"
889164	"-"	"PM0-44648"	"ybjLp10"
889161	"-"	"PM0-44649"	"ybjLp12"
889163	"+"	"PM0-44650"	"ybjMp4"
889108	"+"	"PM0-44651"	"ybjMp8"
897075	"+"	"PM0-44652"	"ybjOp4"
897170	"+"	"PM0-44653"	"ybjOp5"
906121	"-"	"PM0-44654"	"ybjSp3"
911423	"-"	"PM0-44655"	"hcrp3"
914124	"-"	"PM0-44656"	"ybjEp3"
914300	"-"	"PM0-44657"	"ybjEp5"
915435	"-"	"PM0-44658"	"aqpZp2"
915356	"-"	"PM0-44659"	"aqpZp3"
921973	"+"	"PM0-44660"	"clpSp6"
922135	"+"	"PM0-44661"	"clpSp7"
926683	"-"	"PM0-44662"	"aatp5"
928623	"-"	"PM0-44663"	"cydCp5"
944942	"+"	"PM0-44664"	"ycaDp1"
945062	"+"	"PM0-44665"	"ycaDp6"
946343	"+"	"PM0-44666"	"ycaMp2"
946368	"+"	"PM0-44667"	"ycaMp3"
946350	"+"	"PM0-44668"	"ycaMp4"
946367	"+"	"PM0-44669"	"ycaMp5"
948770	"+"	"PM0-44670"	"ycaKp3"
948797	"+"	"PM0-44671"	"ycaKp4"
948866	"+"	"PM0-44672"	"ycaKp5"
950451	"-"	"PM0-44673"	"pflAp8"
959355	"+"	"PM0-44674"	"ycaLp1"
959478	"+"	"PM0-44675"	"ycaLp6"
959366	"+"	"PM0-44676"	"ycaLp8"
959461	"+"	"PM0-44677"	"ycaLp9"
963328	"+"	"PM0-44678"	"ycaIp6"
963461	"+"	"PM0-44679"	"ycaIp7"
963331	"+"	"PM0-44680"	"ycaIp8"
993364	"-"	"PM0-44681"	"ssuBp3"
996988	"+"	"PM0-44682"	"elfAp6"
997031	"+"	"PM0-44683"	"elfAp7"
997037	"+"	"PM0-44684"	"elfAp8"
997544	"+"	"PM0-44685"	"elfDp1"
1005113	"+"	"PM0-44686"	"ycbWp4"
1005073	"+"	"PM0-44687"	"ycbWp6"
1014755	"+"	"PM0-44688"	"rmfp4"
1014726	"+"	"PM0-44689"	"rmfp5"
1017683	"-"	"PM0-44690"	"ycbZp4"
1023217	"-"	"PM0-44691"	"yccSp2"
1023199	"-"	"PM0-44692"	"yccSp3"
1027020	"-"	"PM0-44693"	"yccTp5"
1029224	"-"	"PM0-44694"	"rlmIp4"
1029284	"+"	"PM0-44695"	"yccXp4"
1029203	"+"	"PM0-44696"	"yccXp5"
1029217	"+"	"PM0-44697"	"yccXp7"
1043526	"-"	"PM0-44698"	"etkp1"
1047341	"-"	"PM0-44699"	"gfcDp3"
1049057	"-"	"PM0-44700"	"gfcAp1"
1050428	"-"	"PM0-44701"	"cspHp8"
1050553	"-"	"PM0-44702"	"cspHp9"
1050501	"-"	"PM0-44703"	"cspHp10"
1050507	"-"	"PM0-44704"	"cspHp12"
1050596	"-"	"PM0-44705"	"cspHp13"
1050527	"-"	"PM0-44706"	"cspHp14"
1050530	"-"	"PM0-44707"	"cspHp15"
1051053	"+"	"PM0-44708"	"ymcEp3"
1055405	"-"	"PM0-44709"	"torSp5"
1055443	"+"	"PM0-44710"	"torTp1"
1055445	"+"	"PM0-44711"	"torTp2"
1055430	"+"	"PM0-44712"	"torTp7"
1069268	"-"	"PM0-44713"	"rutGp2"
1081466	"+"	"PM0-44714"	"efeOp1"
1081377	"+"	"PM0-44715"	"efeOp2"
1094419	"-"	"PM0-44716"	"insFp4"
1094378	"-"	"PM0-44717"	"insFp5"
1094916	"+"	"PM0-44718"	"ycdUp1"
1094856	"+"	"PM0-44719"	"ycdUp9"
1094982	"+"	"PM0-44720"	"ycdUp11"
1097047	"+"	"PM0-44721"	"ghrAp6"
1099475	"+"	"PM0-44722"	"ycdZp4"
1100978	"-"	"PM0-44723"	"csgGp1"
1104448	"+"	"PM0-44724"	"ymdAp5"
1104553	"+"	"PM0-44725"	"ymdAp7"
1104635	"+"	"PM0-44726"	"ymdAp9"
1104937	"+"	"PM0-44727"	"ymdBp3"
1104961	"+"	"PM0-44728"	"ymdBp4"
1117864	"-"	"PM0-44729"	"yceIp5"
1118734	"-"	"PM0-44730"	"yceOp1"
1118855	"-"	"PM0-44731"	"yceOp7"
1118846	"-"	"PM0-44732"	"yceOp8"
1123325	"-"	"PM0-44733"	"grxBp2"
1123306	"-"	"PM0-44734"	"grxBp4"
1125304	"+"	"PM0-44735"	"yceHp2"
1125300	"+"	"PM0-44736"	"yceHp4"
1125827	"+"	"PM0-44737"	"yceMp4"
1129137	"-"	"PM0-44738"	"flgNp1"
1143603	"+"	"PM0-44739"	"yceQp6"
1145984	"-"	"PM0-44740"	"yceFp6"
1145851	"-"	"PM0-44741"	"yceFp7"
1145830	"-"	"PM0-44742"	"yceFp8"
1145972	"-"	"PM0-44743"	"yceFp9"
1152516	"+"	"PM0-44744"	"pabCp1"
1152417	"+"	"PM0-44745"	"pabCp5"
1152316	"+"	"PM0-44746"	"pabCp8"
1161044	"+"	"PM0-44747"	"hinTp1"
1161046	"+"	"PM0-44748"	"hinTp2"
1161050	"+"	"PM0-44749"	"hinTp3"
1166630	"+"	"PM0-44750"	"ycfJp3"
1168086	"-"	"PM0-44751"	"comRp3"
1168204	"+"	"PM0-44752"	"bhsAp8"
1168242	"+"	"PM0-44753"	"bhsAp9"
1174548	"-"	"PM0-44754"	"ycfTp9"
1174552	"-"	"PM0-44755"	"ycfTp11"
1174622	"+"	"PM0-44756"	"lolCp5"
1174597	"+"	"PM0-44757"	"lolCp6"
1177763	"+"	"PM0-44758"	"nagKp3"
1180603	"-"	"PM0-44759"	"ycfZp5"
1180569	"-"	"PM0-44760"	"ycfZp6"
1182071	"-"	"PM0-44761"	"potDp5"
1182073	"-"	"PM0-44762"	"potDp6"
1187490	"-"	"PM0-44763"	"ycfDp4"
1187493	"-"	"PM0-44764"	"ycfDp5"
1189163	"-"	"PM0-44765"	"phoQp5"
1193660	"-"	"PM0-44766"	"nudJp6"
1196848	"-"	"PM0-44767"	"ymfDp5"
1196812	"-"	"PM0-44768"	"ymfDp6"
1196884	"-"	"PM0-44769"	"ymfDp7"
1197739	"+"	"PM0-44770"	"litp1"
1197813	"+"	"PM0-44771"	"litp8"
1197891	"+"	"PM0-44772"	"litp9"
1200663	"+"	"PM0-44773"	"ymfIp1"
1201436	"-"	"PM0-44774"	"ymfJp6"
1201408	"-"	"PM0-44775"	"ymfJp8"
1201482	"-"	"PM0-44776"	"ymfJp9"
1201407	"-"	"PM0-44777"	"ymfJp10"
1202178	"-"	"PM0-44778"	"cohEp8"
1202237	"-"	"PM0-44779"	"cohEp9"
1202311	"-"	"PM0-44780"	"cohEp10"
1202106	"+"	"PM0-44781"	"croEp4"
1202229	"+"	"PM0-44782"	"croEp5"
1208489	"-"	"PM0-44783"	"tfaEp1"
1208412	"-"	"PM0-44784"	"tfaEp6"
1208750	"+"	"PM0-44785"	"pinEp1"
1208895	"+"	"PM0-44786"	"pinEp3"
1209362	"+"	"PM0-44787"	"mcrAp7"
1209542	"+"	"PM0-44788"	"mcrAp8"
1209546	"+"	"PM0-44789"	"mcrAp9"
1209418	"+"	"PM0-44790"	"mcrAp10"
1212507	"-"	"PM0-44791"	"ycgXp4"
1212435	"-"	"PM0-44792"	"ycgXp5"
1214836	"-"	"PM0-44793"	"bluFp7"
1216530	"+"	"PM0-44794"	"ycgGp7"
1218037	"+"	"PM0-44795"	"ymgFp1"
1218160	"+"	"PM0-44796"	"ymgFp7"
1218176	"+"	"PM0-44797"	"ymgFp10"
1218163	"+"	"PM0-44798"	"ymgFp11"
1223934	"-"	"PM0-44799"	"minEp3"
1225701	"+"	"PM0-44800"	"ycgJp5"
1227906	"+"	"PM0-44801"	"ycgNp1"
1228031	"+"	"PM0-44802"	"ycgNp3"
1227973	"+"	"PM0-44803"	"ycgNp5"
1232370	"-"	"PM0-44804"	"dsbBp6"
1233990	"-"	"PM0-44805"	"nhaBp7"
1241387	"-"	"PM0-44806"	"cvrAp6"
1242420	"-"	"PM0-44807"	"ldcAp9"
1242348	"+"	"PM0-44808"	"emtAp4"
1243802	"+"	"PM0-44809"	"ymgEp6"
1243778	"+"	"PM0-44810"	"ymgEp7"
1244306	"+"	"PM0-44811"	"ycgYp1"
1244324	"+"	"PM0-44812"	"ycgYp6"
1255333	"-"	"PM0-44813"	"ycgVp9"
1255334	"-"	"PM0-44814"	"ycgVp10"
1268700	"-"	"PM0-44815"	"ldrAp8"
1268546	"+"	"PM0-44816"	"rdlAp5"
1269235	"-"	"PM0-44817"	"ldrBp5"
1269079	"+"	"PM0-44818"	"rdlBp4"
1269769	"-"	"PM0-44819"	"ldrCp4"
3110921	"-"	"PM0-4482"	"yghFp"
1269614	"+"	"PM0-44820"	"rdlCp3"
1272878	"-"	"PM0-44821"	"ychNp4"
1286411	"-"	"PM0-44822"	"tprp1"
1287974	"-"	"PM0-44823"	"purUp3"
1287979	"-"	"PM0-44824"	"purUp4"
1287976	"-"	"PM0-44825"	"purUp5"
1292739	"+"	"PM0-44826"	"tdkp1"
1292716	"+"	"PM0-44827"	"tdkp8"
1297675	"+"	"PM0-44828"	"ychEp8"
1305383	"-"	"PM0-44829"	"yciUp4"
1305376	"-"	"PM0-44830"	"yciUp5"
1305373	"-"	"PM0-44831"	"yciUp6"
1310438	"-"	"PM0-44832"	"yciAp8"
1311079	"-"	"PM0-44833"	"yciBp3"
1313421	"-"	"PM0-44834"	"yciEp2"
1313262	"-"	"PM0-44835"	"yciEp6"
1313345	"-"	"PM0-44836"	"yciEp7"
1315327	"-"	"PM0-44837"	"trpAp4"
1315330	"-"	"PM0-44838"	"trpAp5"
1315363	"-"	"PM0-44839"	"trpAp7"
1315265	"-"	"PM0-44840"	"trpAp8"
1328827	"-"	"PM0-44841"	"yciNp5"
1328726	"-"	"PM0-44842"	"yciNp8"
1328781	"-"	"PM0-44843"	"yciNp9"
1328713	"-"	"PM0-44844"	"yciNp10"
1328814	"-"	"PM0-44845"	"yciNp11"
1333129	"+"	"PM0-44846"	"ymiAp6"
1333080	"+"	"PM0-44847"	"ymiAp7"
1337259	"+"	"PM0-44848"	"pgpBp4"
1337217	"+"	"PM0-44849"	"pgpBp5"
1337186	"+"	"PM0-44850"	"pgpBp6"
