"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"asparagine synthetase B"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 125281.17880000024, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASNSYNB-CPLX_RXN"	"ASNSYNB-CPLX"
"aspartate semialdehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 80021.29579999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX_RXN"	"ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX"
"aspartate aminotransferase, PLP-dependent"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 87132.21979999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPAMINOTRANS-DIMER_RXN"	"ASPAMINOTRANS-DIMER"
"aspartate ammonia-lyase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 209367.0960000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPARTASE-CPLX_RXN"	"ASPARTASE-CPLX"
"aspartate carbamoyltransferase, catalytic subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 103266.50369999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPCARBCAT-TRIMER_RXN"	"ASPCARBCAT-TRIMER"
"aspartate carbamoyltransferase, regulatory subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 34241.10939999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"ASPCARBREG-DIMER_RXN"	"ASPCARBREG-DIMER"
"aspartate transcarbamylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 309256.3355999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"ASPCARBTRANS-CPLX_RXN"	"ASPCARBTRANS-CPLX"
"aspartate kinase / homoserine dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 356410.822, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPKINIHOMOSERDEHYDROGI-CPLX_RXN"	"ASPKINIHOMOSERDEHYDROGI-CPLX"
"aspartate kinase / homoserine dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 177726.22819999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPKINIIHOMOSERDEHYDROGII-CPLX_RXN"	"ASPKINIIHOMOSERDEHYDROGII-CPLX"
"aspartate kinase III"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 97028.74300000013, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPKINIII-CPLX_RXN"	"ASPKINIII-CPLX"
"aspartyl-tRNA synthetase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 131802.12080000047, -0.0, -0.0, -0.0, -0.0]	["c"]	"ASPS-CPLX_RXN"	"ASPS-CPLX"
"&beta; complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 45909.015599999955, -0.0, -0.0, -0.0, -0.0]	["c"]	"ATOA-CPLX_RXN"	"ATOA-CPLX"
"&alpha; complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47038.086399999986, -0.0, -0.0, -0.0, -0.0]	["c"]	"ATOD-CPLX_RXN"	"ATOD-CPLX"
"ATP synthase F1 complex - alpha subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 165647.3355000003, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPA-CPLX_RXN"	"ATPA-CPLX"
"K+ transporting ATPase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 154694.4092000003, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPASE-1-CPLX_RXN"	"ATPASE-1-CPLX"
"ATP synthase F1 complex - beta subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 150915.07860000012, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPD-CPLX_RXN"	"ATPD-CPLX"
"ATP synthase F0 complex - subunit c"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 82540.594, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPE-CPLX_RXN"	"ATPE-CPLX"
"ATP synthase F0 complex - b subunit"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 34461.62059999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPF-CPLX_RXN"	"ATPF-CPLX"
"ATP synthase / thiamin triphosphate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 529834.2711000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"ATPSYN-CPLX_RXN"	"ATPSYN-CPLX"
"ribonucleoside diphosphate reductase 1, &alpha; subunit dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 171519.55059999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"B1-CPLX_RXN"	"B1-CPLX"
"ribonucleoside diphosphate reductase 1, &beta; subunit dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 86985.7544, -0.0, -0.0, -0.0, -0.0]	["c"]	"B2-CPLX_RXN"	"B2-CPLX"
"betaine aldehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 211595.1684000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"BADH-CPLX_RXN"	"BADH-CPLX"
"&beta;-galactosidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 465768.1903999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"BETAGALACTOSID-CPLX_RXN"	"BETAGALACTOSID-CPLX"
"biotin carboxylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 98637.02480000016, -0.0, -0.0, -0.0, -0.0]	["c"]	"BIOTIN-CARBOXYL-CPLX_RXN"	"BIOTIN-CARBOXYL-CPLX"
"biotin synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 77279.70119999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"BIOTIN-SYN-CPLX_RXN"	"BIOTIN-SYN-CPLX"
"branched-chain amino-acid aminotransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 204512.6225999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"BRANCHED-CHAINAMINOTRANSFER-CPLX_RXN"	"BRANCHED-CHAINAMINOTRANSFER-CPLX"
"carbonic anhydrase 1"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47464.20059999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CARBODEHYDRAT-CPLX_RXN"	"CARBODEHYDRAT-CPLX"
"carbamoyl phosphate synthetase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 318429.3292, -0.0, -0.0, -0.0, -0.0]	["c"]	"CARBPSYN-CPLX_RXN"	"CARBPSYN-CPLX"
"&gamma;-butyrobetainyl-CoA:carnitine CoA transferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 90222.85200000014, -0.0, -0.0, -0.0, -0.0]	["c"]	"CARNDEHYDRA-CPLX_RXN"	"CARNDEHYDRA-CPLX"
"cyclopropane fatty acyl phospholipid synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 87803.52320000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CFA-CPLX_RXN"	"CFA-CPLX"
"CheA(L) histidine kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 142631.43140000032, -0.0, -0.0, -0.0, -0.0]	["c"]	"CHEA-CPLX_RXN"	"CHEA-CPLX"
"CheZ"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47917.557199999945, -0.0, -0.0, -0.0, -0.0]	["c"]	"CHEZ-CPLX_RXN"	"CHEZ-CPLX"
"chorismate mutase / prephenate dehydratase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 86210.23400000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CHORISMUTPREPHENDEHYDRAT-CPLX_RXN"	"CHORISMUTPREPHENDEHYDRAT-CPLX"
"chorismate mutase / prephenate dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 84068.55879999991, -0.0, -0.0, -0.0, -0.0]	["c"]	"CHORISMUTPREPHENDEHYDROG-CPLX_RXN"	"CHORISMUTPREPHENDEHYDROG-CPLX"
"citrate lyase, inactive"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 593712.4308000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CITLY-CPLX_RXN"	"CITLY-CPLX"
"citrate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 288052.39080000017, -0.0, -0.0, -0.0, -0.0]	["c"]	"CITRATE-SI-SYNTHASE_RXN"	"CITRATE-SI-SYNTHASE"
"citrate lyase, citryl-ACP lyase component"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 198614.75459999975, -0.0, -0.0, -0.0, -0.0]	["c"]	"CITRYLY-CPLX_RXN"	"CITRYLY-CPLX"
"citrate lyase, citrate-ACP transferase component"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 330986.4804000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CITTRANS-CPLX_RXN"	"CITTRANS-CPLX"
"phosphopantetheine adenylyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 107007.25559999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"COADTRI-CPLX_RXN"	"COADTRI-CPLX"
"cobinamide-P guanylyltransferase / cobinamide kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 40311.69339999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"COBU-CPLX_RXN"	"COBU-CPLX"
"PurR-Hypoxanthine DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 76343.24879999996, 136.1136, -0.0, -0.0, -0.0]	["c"]	"CPLX-123_RXN"	"CPLX-123"
"RhaS-L-rhamnose DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 64616.28559999992, 164.1558, -0.0, -0.0, -0.0]	["c"]	"CPLX-124_RXN"	"CPLX-124"
"TrpR-Tryptophan DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24704.154000000006, 204.2278, -0.0, -0.0, -0.0]	["c"]	"CPLX-125_RXN"	"CPLX-125"
"Cra-fructose-1-phosphate"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 151860.52319999994, 258.1179, -0.0, -0.0, -0.0]	["i"]	"CPLX-127_RXN"	"CPLX-127"
"Cra-fructose-1,6-bisphosphate"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 151860.52319999994, 336.081, -0.0, -0.0, -0.0]	["i"]	"CPLX-128_RXN"	"CPLX-128"
"&beta;-glucoside PTS permease AscF - cryptic"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 102061.54000000026, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-153_RXN"	"CPLX-153"
"&beta;-glucoside PTS permease BglF - cryptic"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 132949.21180000048, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-154_RXN"	"CPLX-154"
"chitobiose / cellobiose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 120829.15070000022, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-155_RXN"	"CPLX-155"
"mannitol PTS permease - cryptic"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 113985.74440000014, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-156_RXN"	"CPLX-156"
"glucose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 119601.61820000026, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-157_RXN"	"CPLX-157"
"fructose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 154681.3217000007, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-158_RXN"	"CPLX-158"
"PTS permease - unknown specificity"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 118340.94200000036, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-159_RXN"	"CPLX-159"
"PTS permease - unknown specificity"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 98050.75229999993, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-160_RXN"	"CPLX-160"
"2-O-&alpha;-mannosyl-D-glycerate PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 139325.09760000074, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-163_RXN"	"CPLX-163"
"maltose / glucose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 131504.48700000037, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-164_RXN"	"CPLX-164"
"mannose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 159575.0128999998, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-165_RXN"	"CPLX-165"
"mannitol PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135929.79520000023, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-166_RXN"	"CPLX-166"
"N-acetylglucosamine PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 136679.0656000004, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-167_RXN"	"CPLX-167"
"trehalose PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 120418.07440000033, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-168_RXN"	"CPLX-168"
"glucitol/sorbitol PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 67209.05649999993, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-169_RXN"	"CPLX-169"
"galactosamine PTS permease - cryptic"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 103911.92779999992, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-170_RXN"	"CPLX-170"
"hydroxypyruvate isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 58734.45039999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-171_RXN"	"CPLX-171"
"AraC-Arabinose DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66761.51459999995, 150.129, -0.0, -0.0, -0.0]	["c"]	"CPLX-172_RXN"	"CPLX-172"
"sulfur transfer protein complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 74782.75700000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-3942_RXN"	"CPLX-3942"
"FecAR Signal Transduction System"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 120841.04349999997, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX-3944_RXN"	"CPLX-3944"
"curli secretion and assembly complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 60485.424099999975, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX-3945_RXN"	"CPLX-3945"
"exonuclease VII"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 87626.46219999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-3946_RXN"	"CPLX-3946"
"trimethylamine N-oxide reductase III"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 129236.74770000018, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-63_RXN"	"CPLX-63"
"allantoinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 198336.97680000035, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-64_RXN"	"CPLX-64"
"arsenite:H+ antiporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 90998.52300000018, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX-7_RXN"	"CPLX-7"
"acid phosphatase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 94107.20520000007, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX-722_RXN"	"CPLX-722"
"allantoate amidohydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 91361.36700000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-7524_RXN"	"CPLX-7524"
"thiazole synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 421241.1449999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-8029_RXN"	"CPLX-8029"
"MoaC dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 34932.304400000015, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-8331_RXN"	"CPLX-8331"
"MoaC hexamer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 104796.91320000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-8332_RXN"	"CPLX-8332"
"predicted 5-keto 4-deoxyuronate isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 186210.47879999992, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX-8401_RXN"	"CPLX-8401"
"primosomal protein DnaT"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 58346.961899999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-0_RXN"	"CPLX0-0"
"reduced flavorubredoxin"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 216838.99240000028, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1_RXN"	"CPLX0-1"
"2-methylisocitrate lyase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 128509.85479999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1021_RXN"	"CPLX0-1021"
"CsrA complex with CsrB RNA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, 120095.0397, 123423.62219999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1041_RXN"	"CPLX0-1041"
"RNase PH"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24419.722999999984, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1081_RXN"	"CPLX0-1081"
"tRNA-guanine transglycosylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 127762.29990000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1101_RXN"	"CPLX0-1101"
'"23S rRNA 2''-O-ribose G2251 methyltransferase"'	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 53106.98219999992, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1121_RXN"	"CPLX0-1121"
"selenocysteine synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 506009.19500000053, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1141_RXN"	"CPLX0-1141"
"formyl-CoA transferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 91629.72980000013, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1142_RXN"	"CPLX0-1142"
"HslU hexamer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 297476.78700000036, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1161_RXN"	"CPLX0-1161"
"HslV hexamer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 114346.07279999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1162_RXN"	"CPLX0-1162"
"HslVU protease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 823645.7196000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1163_RXN"	"CPLX0-1163"
"ADP-sugar pyrophosphorylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 42287.98959999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1221_RXN"	"CPLX0-1221"
"MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24200.003599999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1241_RXN"	"CPLX0-1241"
"MazE-MazF antitoxin/toxin complex and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 67099.29619999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1242_RXN"	"CPLX0-1242"
"transketolase II"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 73025.26310000019, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1261_RXN"	"CPLX0-1261"
"D-arabinose 5-phosphate isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 140763.56959999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1262_RXN"	"CPLX0-1262"
"HflK-HflC complex; regulator of FtsH protease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 83192.37530000001, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1321_RXN"	"CPLX0-1321"
"SufBC2D Fe-S cluster scaffold complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 156677.65520000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1341_RXN"	"CPLX0-1341"
"SufE homodimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31598.482199999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1342_RXN"	"CPLX0-1342"
"RNase P"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, 122278.16489999999, 13773.2199, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1382_RXN"	"CPLX0-1382"
"2,3-diaminopropionate ammonia-lyase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 86632.56580000011, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1401_RXN"	"CPLX0-1401"
"bacterioferritin"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 443539.968, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1421_RXN"	"CPLX0-1421"
"ecotin homodimer; serine protease inhibitor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 36383.9238, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX0-1441_RXN"	"CPLX0-1441"
"HF-I, host factor for RNA phage Q &beta; replication"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66998.01239999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1461_RXN"	"CPLX0-1461"
"Dps complex; stationary phase nucleoid component that sequesters iron and protects DNA from damage"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 224294.25599999988, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1521_RXN"	"CPLX0-1521"
'"5''-methylthioadenosine/S-adenosylhomocysteine nucleosidase"'	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 48687.55039999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1541_RXN"	"CPLX0-1541"
"palmitoyl transferase for Lipid A"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 43534.946999999986, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-1581_RXN"	"CPLX0-1581"
"putative selenate reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 233045.5054, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1601_RXN"	"CPLX0-1601"
"ribonuclease G (RNAse G)"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 110701.6356000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1621_RXN"	"CPLX0-1621"
"ribonuclease E inhibitor protein A"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 52023.385200000026, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1642_RXN"	"CPLX0-1642"
"FadJ component of anaerobic fatty acid oxidation complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 154163.91300000023, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1666_RXN"	"CPLX0-1666"
"Fad I component of anaerobic fatty acid oxidation complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 93064.63460000018, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1667_RXN"	"CPLX0-1667"
"anaerobic fatty acid oxidation complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 247228.5476000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1668_RXN"	"CPLX0-1668"
"short chain acyl-CoA synthetase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 125504.0376000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1669_RXN"	"CPLX0-1669"
"cryptic adenine deaminase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 127425.7438000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1683_RXN"	"CPLX0-1683"
"copper / silver efflux transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 772961.8962000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1721_RXN"	"CPLX0-1721"
"ring 1,2-phenylacetyl-CoA epoxidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 113583.21470000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1762_RXN"	"CPLX0-1762"
"oligoribonuclease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 41610.9004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1821_RXN"	"CPLX0-1821"
"predicted xanthine dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 132126.3876999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1841_RXN"	"CPLX0-1841"
"vitamin B12 transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 289723.3533999999, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1862_RXN"	"CPLX0-1862"
"conserved metal-binding protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 161281.5983999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1863_RXN"	"CPLX0-1863"
"predicted enamine/imine deaminase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 40828.53660000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-1881_RXN"	"CPLX0-1881"
"TonB energy transducing system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 67877.27069999994, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1923_RXN"	"CPLX0-1923"
"vitamin B12 outer membrane transport complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 136268.97520000004, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1924_RXN"	"CPLX0-1924"
"ferric enterobactin outer membrane transport complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 149969.68390000012, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-1941_RXN"	"CPLX0-1941"
