Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators	Degradation rate (1/min)	Expression rate (a.u./min)
TU0-13646	hda	2616095	2616798	-	"[""G7313""]"	PM0-9757	"[""TERM_WC-888""]"	0.15403270679109896	278.13369227713963
TU0-13647	yfgG	2627275	2627505	+	"[""G7315""]"	PM0-36249	"[""TERM_WC-3186""]"	0.10193340890587431	184.05906106575418
TU0-13648	yfgHI	2627694	2628889	+	"[""G7317"", ""G7316""]"	PM0-45388	"[""TERM_WC-3188""]"	0.05115477347305869	3.3465452806074993
TU0-13649	yfgJ	2633619	2633836	-	"[""G7318""]"	PM_WC-473	"[""TERM_WC-3189""]"	0.11363068533769595	24.478322235446463
TU0-13650	rlmN	2641149	2642305	-	"[""EG12401""]"	PM_WC-244	"[""TERM_WC-1872""]"	0.16906028794145009	305.26868664564108
TU0-13651	ndk	2642453	2642982	-	"[""EG10650""]"	PM0-45394	"[""TERM_WC-1446""]"	0.1307824868981029	1203.3296619494447
TU0-13652	yfhM-pbpC	2643033	2650346	-	"[""G7323"", ""G7322""]"	PM0-10100	"[""TERM_WC-3198""]"	0.15753345012726028	108.5027391096518
TU0-13653	IS128	2651537	2651747	+	"[""G0-8908""]"	PM_WC-138	"[""TERM_WC-1075""]"	0.12161736185347703	219.60197026977914
TU0-13654	ryfA	2651721	2652182	+	"[""G0-8879""]"	PM0-45397	"[""TERM_WC-1992""]"	0.12161736185347703	42.140415882229789
TU0-13655	sseB	2652177	2652955	-	"[""EG11601""]"	PM_WC-270	"[""TERM_WC-2111""]"	0.084530143970725044	66.043401484327475
TU0-13656	pepB	2653095	2654380	-	"[""EG12310""]"	PM_WC-206	"[""TERM_WC-1572""]"	0.12161736185347703	224.43754425888065
TU0-13657	trmJ	2660603	2661345	-	"[""G7327""]"	PM_WC-288	"[""TERM_WC-2230""]"	0.12161736185347703	230.50138592089502
TU0-13658	suhB	2661464	2662269	+	"[""EG10983""]"	PM_WC-272	"[""TERM_WC-2128""]"	0.1050223000848402	71.083293589423235
TU0-13659	yfhR	2662266	2663268	+	"[""G7328""]"	PM0-45401	"[""TERM_WC-3200""]"	0.11748257297626191	212.13586699103871
TU0-13660	hcaT	2664727	2665885	-	"[""G7330""]"	PM0-45403	"[""TERM_WC-881""]"	0.10345480306864854	43.498606498243973
TU0-13661	yphA	2671296	2671792	+	"[""G7337""]"	PM_WC-643	"[""TERM_WC-3926""]"	0.14440566261665527	36.387338866144788
TU0-13662	yphCB	2671836	2673783	-	"[""G7339"", ""G7338""]"	PM_WC-644	"[""TERM_WC-3929""]"	0.1307824868981029	34.458569647912149
TU0-13663	yphFED	2673847	2677389	-	"[""G7342"", ""G7341"", ""G7340""]"	PM_WC-645	"[""TERM_WC-3930""]"	0.11552453009332421	25.396912695716395
TU0-13664	yphG	2677484	2680767	-	"[""G7343""]"	PM_WC-646	"[""TERM_WC-3931""]"	0.093668537913506114	28.754367768688116
TU0-13666	glmY	2689179	2689362	-	"[""G0-8910""]"	PM0-9632	"[""TERM0-1118""]"	0.12161736185347703	219.60197026977914
TU0-13667	pgpC-tadA	2695374	2696660	-	"[""EG11371"", ""EG11372""]"	PM0-10445	"[""TERM_WC-1601""]"	0.15068416968694465	272.08730766241922
TU0-13668	yfhH	2696729	2697631	+	"[""EG12308""]"	PM0-45408	"[""TERM_WC-3196""]"	0.087740149437967749	37.447495780124626
TU0-13669	yfhL	2697685	2697947	+	"[""G7346""]"	PM0-9762	"[""TERM_WC-3197""]"	0.13329753472306641	133.47881937028976
TU0-13671	yfiP-pka	2717245	2720637	+	"[""G7350"", ""G7349""]"	PM_WC-479	"[""TERM_WC-3210""]"	0.11950813457930091	27.204831755632064
TU0-13672	pssA	2720600	2722106	+	"[""EG10781""]"	PM0-45415	"[""TERM_WC-1706""]"	0.21004460016968041	519.69234973982316
TU0-13673	yfiM	2722055	2722475	+	"[""EG12857""]"	PM0-45417	"[""TERM_WC-3209""]"	0.24755256448569476	47.589504996729957
TU0-13674	kgtP	2722468	2723831	-	"[""EG10522""]"	PM0-45418	"[""TERM_WC-1116""]"	0.46209812037329684	2890.9135669425673
TU0-13675	rluD-yfiH	2732323	2734033	-	"[""EG12098"", ""EG12097""]"	PM_WC-247	"[""TERM_WC-1878""]"	0.16503504299046315	107.94116986791242
TU0-13677	raiA	2735176	2735519	+	"[""EG11151""]"	PM0-9839	"[""TERM_WC-1769""]"	0.12161736185347703	306.75060710855098
TU0-13678	yfiL	2739369	2739749	+	"[""EG12446""]"	PM0-45421	"[""TERM_WC-3207""]"	0.12161736185347703	31.185123926468574
TU0-13679	yfiRNB	2739784	2742131	+	"[""EG11152"", ""EG12880"", ""G7354""]"	PM0-45425	"[""TERM_WC-3215""]"	0.20386681781174862	53.604741075421181
TU0-13680	ffh	2744231	2745875	-	"[""EG10300""]"	PM0-10103	"[""TERM0-1061""]"	0.24755256448569476	369.59597877714236
TU0-13681	ypjD	2745868	2746777	+	"[""G7355""]"	PM0-45430	"[""TERM_WC-3936""]"	0.14145860827753984	78.868832459059547
TU0-13682	yfjD	2746796	2748084	+	"[""EG12442""]"	PM_WC-480	"[""TERM_WC-3216""]"	0.20386681781174862	123.0010058585404
TU0-13683	nadK	2748785	2749733	+	"[""EG12192""]"	PM0-45432	"[""TERM_WC-1420""]"	0.12161736185347703	219.60197026977914
TU0-13685	ratAB	2752028	2752786	-	"[""G7358"", ""G7357""]"	PM_WC-229	"[""TERM_WC-1775""]"	0.11002336199364211	204.26057200843644
TU0-13686	smpB	2752789	2753402	+	"[""EG11782""]"	PM0-45433	"[""TERM_WC-2078""]"	0.12602676010180824	177.68764960274146
TU0-13687	ssrA	2753529	2753979	+	"[""EG30100""]"	PM0-45434	"[""TERM_WC-2113""]"	0.12161736185347703	8147.1057206613968
TU0-13688	intA	2754181	2755424	+	"[""EG11783""]"	PM_WC-134	"[""TERM_WC-1060""]"	0.15403270679109896	58.221282512899585
TU0-13689	alpA	2756666	2756880	+	"[""EG12112""]"	PM_WC-8	"[""TERM_WC-82""]"	0.059754067289650457	1.4161713947647159
TU0-13690	yfjI	2757000	2758418	+	"[""G7360""]"	PM0-45437	"[""TERM_WC-3220""]"	0.12161736185347703	3.8601350652293607
TU0-13691	yfjJ	2758529	2759197	+	"[""G7361""]"	PM0-45441	"[""TERM_WC-3223""]"	0.12836058899258246	3.1807753952361928
TU0-13692	yfjLK	2759371	2763175	-	"[""G7363"", ""G7362""]"	PM_WC-481	"[""TERM_WC-3224""]"	0.16503504299046315	38.730423889001898
TU0-13693	yfjM	2763533	2764007	-	"[""G7364""]"	PM0-45442	"[""TERM_WC-3225""]"	0.12161736185347703	11.580405195688083
TU0-13694	yfjPQ	2765664	2767510	+	"[""G7368"", ""G7367""]"	PM0-45443	"[""TERM_WC-3227""]"	0.051727401534324272	6.7587022844748095
TU0-13695	yfjR-ypjK-yfjST	2767725	2769639	+	"[""G7372"", ""G7371"", ""G7370"", ""G7369""]"	PM_WC-482	"[""TERM_WC-3229""]"	0.11425502976262834	15.98351696359329
TU0-13696	ypjM_3-yfjU	2769860	2770707	-	"[""G7374"", ""G7373""]"	PM_WC-649	"[""TERM_WC-3939""]"	0.090607474582999378	19.286707039737252
TU0-13697	ypjM_1M_2	2770856	2771180	-	"[""G7376"", ""G7375""]"	PM0-9851	"[""TERM_WC-3938""]"	0.12602676010180824	227.56393004493245
TU0-13698	yfjW	2771307	2773045	+	"[""G7377""]"	PM0-45446	"[""TERM_WC-3230""]"	0.19804205158855578	19.340786758138361
TU0-13699	yfjXY-ypjJ-yfjZ-ypjF	2773910	2775806	+	"[""G7381"", ""G7380"", ""G0-10464"", ""G7379"", ""G7378""]"	PM0-45447	"[""TERM_WC-3231""]"	0.10872896949959927	26.047546849202003
TU0-13700	ypjA	2776166	2780844	-	"[""G7382""]"	PM0-45448	"[""TERM_WC-3933""]"	0.12161736185347703	43.278754389178332
TU0-13701	pinH	2781085	2781230	-	"[""G7383""]"	PM_WC-209	"[""TERM_WC-1620""]"	0.096270441744436844	173.83355767321228
TU0-13702	ypjB	2781658	2782840	-	"[""G7384""]"	PM0-46199	"[""TERM_WC-3934""]"	0.10663802777845312	192.55409465340438
TU0-13703	ypjC	2782549	2783033	-	"[""G7385""]"	PM_WC-648	"[""TERM_WC-3935""]"	0.1050223000848402	5.9589653068138331
TU0-13704	ileY	2783782	2783859	-	"[""G7387""]"	PM_WC-115	"[""TERM_WC-998""]"	0.12161736185347703	444.18552304469131
TU0-13705	ygaQ_1Q_2	2784419	2785458	+	"[""G7391"", ""G7389""]"	PM_WC-483	"[""TERM_WC-3234""]"	0.093039890008046341	168.00021681169508
TU0-13706	ygaQ_3	2785664	2786262	+	"[""G7392""]"	PM_WC-484	"[""TERM_WC-3235""]"	0.088865023148710934	160.46174554450366
TU0-13707	ygaQ_4	2786399	2786673	+	"[""G7393""]"	PM_WC-485	"[""TERM_WC-3236""]"	0.12836058899258246	231.77807689761636
TU0-13708	ygaU	2794357	2794836	-	"[""G7395""]"	PM0-45451	"[""TERM_WC-3237""]"	0.12161736185347703	91.003839527719791
TU0-13709	yqaE	2794890	2795107	-	"[""G7396""]"	PM0-10299	"[""TERM_WC-3941""]"	0.084530143970725044	59.472028092043317
TU0-13710	ygaVP	2795233	2796068	+	"[""G7398"", ""G7397""]"	PM_WC-486	"[""TERM_WC-3238""]"	0.09430573885169323	19.73253279732829
TU0-13711	ygaM	2798143	2798499	+	"[""G7400""]"	PM0-10104	"[""TERM_WC-3233""]"	0.12161736185347703	167.12414631181105
TU0-13712	ygaXY	2806338	2807517	+	"[""G7404"", ""G7403""]"	PM_WC-487	"[""TERM_WC-3239""]"	0.097626363459147228	11.381281452067384
TU0-13713	ygaZH	2807617	2808703	+	"[""G7406"", ""G7405""]"	PM0-45454	"[""TERM_WC-3240""]"	0.11363068533769595	136.69203292698134
TU0-13714	gshA	2812903	2814461	-	"[""EG10418""]"	PM_WC-103	"[""TERM_WC-861""]"	0.30136833937388929	1385.5409402714561
TU0-13715	yqaBA	2814532	2815525	-	"[""G7408"", ""G7407""]"	PM_WC-650	"[""TERM_WC-3940""]"	0.13459168554562043	121.46765028806698
TU0-13716	csrA	2816981	2817295	-	"[""EG11447""]"	PM0-10106	"[""TERM_WC-372""]"	0.15403270679109896	1164.2777788594722
TU0-13718	pncC	2821869	2822416	-	"[""G7409""]"	PM0-9715	"[""TERM_WC-1638""]"	0.12836058899258246	231.77807689761636
TU0-13719	mltB	2822511	2823598	-	"[""G7410""]"	PM_WC-179	"[""TERM_WC-1315""]"	0.17773004629742187	218.60440234490295
TU0-13720	pphB	2857759	2858440	+	"[""G7415""]"	PM0-45456	"[""TERM_WC-1656""]"	0.10045611312462975	9.5594037249397665
TU0-13721	ygbJK	2859452	2861525	+	"[""G7418"", ""G7417""]"	PM_WC-488	"[""TERM_WC-3246""]"	0.10663802777845312	24.272947882931501
TU0-13722	ygbLM	2861591	2863036	+	"[""G7420"", ""G7419""]"	PM0-45459	"[""TERM_WC-3249""]"	0.10045611312462975	34.268593870204946
TU0-13723	ygbN	2862929	2864489	+	"[""G7421""]"	PM0-45461	"[""TERM_WC-3250""]"	0.094951668569855527	9.4989649237283462
TU0-13724	ygbE	2871034	2871414	-	"[""EG12707""]"	PM0-45464	"[""TERM_WC-3242""]"	0.12161736185347703	78.535627590501321
TU0-13725	casABCDE12	2876589	2882341	-	"[""G7430"", ""G7429"", ""G7428"", ""G7427"", ""G7426"", ""G7425"", ""EG12845""]"	PM0-10544	"[""TERM_WC-261""]"	0.10663802777845312	8.8146993761669332
TU0-13726	cas3	2882573	2885241	-	"[""EG12634""]"	PM_WC-37	"[""TERM_WC-260""]"	0.082517521495231574	149.00019229132479
TU0-13727	queD	2890236	2890603	+	"[""G7431""]"	PM_WC-227	"[""TERM_WC-1760""]"	0.12836058899258246	82.584635746047695
TU0-13728	ygcNOP	2890594	2892795	+	"[""G7434"", ""G7433"", ""G7432""]"	PM0-45468	"[""TERM_WC-3254""]"	0.06632987373779381	9.1066494650408387
TU0-13729	ygcRQ	2892939	2894577	-	"[""G7436"", ""G7435""]"	PM_WC-489	"[""TERM_WC-3255""]"	0.12268091691326465	86.485139187175051
TU0-13730	ygcS	2894553	2895892	-	"[""G7437""]"	PM_WC-490	"[""TERM_WC-3256""]"	0.031506690025452061	13.754560597511352
TU0-13731	ygcU	2895984	2897629	-	"[""G7439""]"	PM0-45469	"[""TERM_WC-3257""]"	0.091203576389466495	45.366482967648423
TU0-13732	ygcW	2897508	2898431	-	"[""G7440""]"	PM0-45470	"[""TERM_WC-3259""]"	0.11552453009332421	5.6653229557766194
TU0-13733	yqcE-ygcE	2898494	2901398	+	"[""G7442"", ""EG13174""]"	PM0-45472	"[""TERM_WC-3944""]"	0.1195081345793009	19.932761766481594
TU0-13735	rlmD	2911719	2913065	-	"[""EG11247""]"	PM0-10114	"[""TERM_WC-1865""]"	0.12161736185347703	42.947955164936879
TU0-13736	yqcC-truC-yqcA	2920555	2922135	-	"[""G7450"", ""G7449"", ""G7448""]"	PM_WC-651	"[""TERM_WC-3943""]"	0.1307824868981029	57.782318361319824
TU0-13737	syd	2922755	2923391	-	"[""G7451""]"	PM0-45479	"[""TERM_WC-2132""]"	0.11748257297626191	75.289881717567212
TU0-13738	queF	2923343	2924220	+	"[""G7452""]"	PM0-10115	"[""TERM_WC-1761""]"	0.15753345012726028	79.932472594571863
TU0-13739	ygdH	2924330	2925696	+	"[""EG12373""]"	PM_WC-491	"[""TERM_WC-3262""]"	0.23901626915860183	96.218389312486764
TU0-13740	ygdG	2928895	2929834	+	"[""EG12372""]"	PM0-45480	"[""TERM_WC-3261""]"	0.15068416968694465	51.627410218140973
TU0-13741	csdAE	2941229	2943009	+	"[""G7455"", ""G7454""]"	PM0-45484	"[""TERM_WC-341""]"	0.14440566261665524	56.644565218009198
TU0-13742	tcdA	2943056	2943864	-	"[""G7456""]"	PM_WC-275	"[""TERM_WC-2149""]"	0.1307824868981029	58.695180119868581
TU0-13743	mltA	2944101	2945295	-	"[""G7457""]"	PM0-45485	"[""TERM_WC-1314""]"	0.21004460016968041	173.2321835439422
TU0-13744	ptrA-recBD	2948655	2956906	-	"[""EG10786"", ""EG10824"", ""EG10826""]"	PM_WC-224	"[""TERM_WC-1718""]"	0.15576341136178545	74.04836812727919
TU0-13745	ppdAB-ygdB-ppdC-recC	2957080	2962242	-	"[""EG12081"", ""EG11156"", ""EG11155"", ""EG11154"", ""EG10825""]"	PM0-9373	"[""TERM_WC-1653""]"	0.10704975761543557	34.273050398157849
TU0-13746	rppH-ptsP	2964208	2967015	-	"[""G7459"", ""EG12188""]"	PM0-36250	"[""TERM_WC-1926""]"	0.26659506944613282	466.20012984184137
TU0-13747	mutH	2967604	2968375	+	"[""EG10624""]"	PM0-45489	"[""TERM_WC-1401""]"	0.10345480306864854	12.002826252024606
TU0-13748	ygdQ	2968414	2969157	+	"[""G7460""]"	PM0-45491	"[""TERM_WC-3265""]"	0.1474781235233926	266.29821601002732
TU0-13749	ygdR	2969269	2969513	+	"[""G7461""]"	PM0-45492	"[""TERM_WC-3266""]"	0.16906028794145009	136.10029420438499
TU0-13750	tas	2969591	2970661	+	"[""G7462""]"	PM0-45493	"[""TERM_WC-2144""]"	0.22359586469675655	290.86244463212876
TU0-13751	aas-lplT	2970689	2974036	-	"[""EG11679"", ""EG12455""]"	PM_WC-0	"[""TERM_WC-9""]"	0.087740149437967749	61.628680965228554
TU0-13754	ygeA	2977963	2978825	-	"[""EG11157""]"	PM0-45495	"[""TERM_WC-3267""]"	0.10663802777845312	52.779425468667576
TU0-13755	kduD	2980517	2981280	-	"[""EG12361""]"	PM_WC-147	"[""TERM_WC-1110""]"	0.077881705680892727	15.549861356247044
TU0-13756	kduI	2981308	2982216	-	"[""G7463""]"	PM0-45496	"[""TERM_WC-1111""]"	0.090019114358434446	20.898837589454146
TU0-13757	yqeF	2982431	2983646	-	"[""G7464""]"	PM0-45497	"[""TERM_WC-3950""]"	0.072202831308327636	17.486081686250788
TU0-13758	yqeG	2983741	2985100	+	"[""G7465""]"	PM0-45500	"[""TERM_WC-3952""]"	0.10663802777845312	7.2193944806012764
TU0-13759	yqeH	2985535	2986192	+	"[""G7466""]"	PM0-45503	"[""TERM_WC-3955""]"	0.15403270679109896	8.028184677952078
TU0-13760	yqeIJ	2986366	2987810	+	"[""G7468"", ""G7467""]"	PM0-45505	"[""TERM_WC-3960""]"	0.06539124344905145	2.3645473631176999
TU0-13761	ygeF	2988576	2989024	+	"[""G7470""]"	PM_WC-492	"[""TERM_WC-3268""]"	0.11002336199364211	2.2268728467513168
TU0-13762	ygeG	2989290	2989783	+	"[""G7471""]"	PM_WC-493	"[""TERM_WC-3269""]"	0.19254088348887369	6.3307442491141677
TU0-13763	ygeH	2989901	2991494	+	"[""G7472""]"	PM0-45513	"[""TERM_WC-3270""]"	0.038508176697774739	0.49829580646920518
TU0-13764	ygeI	2991603	2991880	+	"[""G7473""]"	PM0-45514	"[""TERM_WC-3273""]"	0.13862943611198905	2.9417166342964078
TU0-13765	pbl	2992063	2992439	+	"[""G7474""]"	PM_WC-205	"[""TERM_WC-1552""]"	0.085573725995054972	2.8598739227547374
TU0-13766	ygeLK	2992480	2993114	-	"[""G7476"", ""G7475""]"	PM_WC-494	"[""TERM_WC-3274""]"	0.095606507663440726	1.9121301532688146
TU0-13767	insC-4D-4-ygeONM-insCD-4	2993334	2995667	-	"[""G7481"", ""G0-10544"", ""G7479"", ""G7478"", ""G7477""]"	PM_WC-123	"[""TERM_WC-1019""]"	0.12433133283586464	5.7528107703154561
TU0-13768	ygeP	2995709	2996010	-	"[""G7482""]"	PM_WC-495	"[""TERM_WC-3275""]"	0.12836058899258246	231.77807689761636
TU0-13769	ygeQ	2996054	2996850	-	"[""G7483""]"	PM_WC-496	"[""TERM_WC-3276""]"	0.13329753472306641	15.838413075794747
TU0-13770	glyU	2997004	2997079	-	"[""EG30037""]"	PM_WC-99	"[""TERM_WC-826""]"	0.12161736185347703	213.21712645427883
TU0-13771	ygeR	2997156	2998061	-	"[""G7484""]"	PM0-45517	"[""TERM_WC-3277""]"	0.093668537913506114	33.345999497208176
TU0-13773	ygeW	3004246	3005476	+	"[""G7489""]"	PM0-45518	"[""TERM_WC-3280""]"	0.18733707582701223	2.7201343410082179
TU0-13774	ygeX	3005532	3006730	+	"[""G7490""]"	PM_WC-497	"[""TERM_WC-3282""]"	0.11179793234837827	3.7787701133751859
TU0-13775	ygeY	3006786	3007999	+	"[""G7491""]"	PM_WC-498	"[""TERM_WC-3283""]"	0.094951668569855527	1.9465092056820381
TU0-13776	hyuA	3007941	3009437	+	"[""G7492""]"	PM0-45521	"[""TERM_WC-973""]"	0.11179793234837827	201.87122826566588
TU0-13777	yqeA	3009483	3010417	+	"[""G7493""]"	PM_WC-652	"[""TERM_WC-3945""]"	0.1050223000848402	21.281718889192017
TU0-13778	yqeB	3010634	3012261	-	"[""G7494""]"	PM_WC-653	"[""TERM_WC-3946""]"	0.12377628224284738	50.683912052801141
TU0-13779	yqeC	3012307	3013256	-	"[""G7495""]"	PM0-45523	"[""TERM_WC-3947""]"	0.13591121187449909	245.41208142100558
TU0-13780	mocA	3013078	3013762	+	"[""G7496""]"	PM0-45525	"[""TERM_WC-1341""]"	0.12377628224284738	223.50028843698723
TU0-13781	ygfK-ssnA	3014014	3018513	+	"[""G7498"", ""G7497""]"	PM0-10469	"[""TERM_WC-3287""]"	0.10045611312462975	181.39153844161279
TU0-13782	ygfM-xdhD	3018562	3022210	+	"[""G7500"", ""G7499""]"	PM_WC-502	"[""TERM_WC-3288""]"	0.13329753472306641	29.61071436338197
TU0-13783	xanQ-guaD-ygfQ	3022282	3026512	+	"[""G7503"", ""G7502"", ""G7501""]"	PM0-45526	"[""TERM_WC-2353""]"	0.11848669753161459	14.313193061819041
TU0-13784	ygfTS	3026544	3028953	-	"[""G7506"", ""G7505""]"	PM_WC-503	"[""TERM_WC-3290""]"	0.11950813457930091	4.4457026063499931
TU0-13785	uacT	3029211	3030839	+	"[""G7507""]"	PM0-45528	"[""TERM_WC-2269""]"	0.11179793234837827	201.87122826566588
TU0-13786	idi	3031061	3031637	+	"[""G7508""]"	PM0-45529	"[""TERM_WC-990""]"	0.13329753472306641	52.553886039916151
TU0-13787	xerD	3036867	3037765	-	"[""EG11071""]"	PM_WC-300	"[""TERM_WC-2356""]"	0.16906028794145009	345.79929416120086
TU0-13788	cptBA	3038436	3039121	-	"[""G7510"", ""G7509""]"	PM0-10117	"[""TERM_WC-329""]"	0.15068416968694465	272.08730766241922
TU0-13789	yqfA	3040509	3041278	-	"[""G7512""]"	PM0-45533	"[""TERM_WC-3966""]"	0.25672117798516492	173.12249358607582
TU0-13790	yqfB	3041332	3041645	-	"[""G7513""]"	PM_WC-654	"[""TERM_WC-3967""]"	0.11748257297626191	200.36417855955517
TU0-13791	ygfF	3043178	3043923	-	"[""G7514""]"	PM_WC-500	"[""TERM_WC-3285""]"	0.070729304138769919	2.2279730803712523
TU0-13792	ygfB-pepP-ubiH-visC	3049135	3053466	-	"[""EG11323"", ""EG10697"", ""EG11324"", ""EG11333""]"	PM_WC-499	"[""TERM_WC-3284""]"	0.25436593782016342	327.83826712982852
TU0-13793	zapA	3053573	3053965	+	"[""EG12878""]"	PM0-45535	"[""TERM_WC-4055""]"	0.2772588722239781	500.64064609885133
TU0-13794	ssrS-ygfA	3053996	3054813	+	"[""EG11158"", ""EG30099""]"	PM0-10228	"[""TERM_WC-2115""]"	0.17328679513998632	312.9004038117821
TU0-13796	yqfE	3057401	3057633	-	"[""G7515""]"	PM_WC-655	"[""TERM_WC-3968""]"	0.054578518154326405	21.6502065814582
TU0-13798	ygfI	3064297	3065195	-	"[""G7518""]"	PM_WC-501	"[""TERM_WC-3286""]"	0.12161736185347703	6.2778882188764848
TU0-13799	argO	3066193	3066858	-	"[""EG11159""]"	PM0-9890	"[""TERM_WC-135""]"	0.12602676010180824	37.850877128977082
TU0-13800	mscS	3066967	3067893	-	"[""EG11160""]"	PM0-10119	"[""TERM_WC-1382""]"	0.079672089719533948	143.86225462610673
TU0-13801	cmtBA-yggPFDC	3071996	3077352	-	"[""EG11791"", ""EG11792"", ""G7520"", ""EG11245"", ""EG11162"", ""EG11161""]"	PM_WC-44	"[""TERM_WC-311""]"	0.085048733811036226	2.7731928241935258
TU0-13802	tktA	3077664	3079729	-	"[""EG11427""]"	PM0-10120	"[""TERM_WC-2185""]"	0.19804205158855578	475.32072801769272
TU0-13804	yggI	3087681	3088276	+	"[""EG12122""]"	PM0-45539	"[""TERM_WC-3300""]"	0.1307824868981029	18.738514722760176
TU0-13805	rsmE-gshB	3089040	3090852	+	"[""EG10419"", ""EG12366""]"	PM0-45543	"[""TERM_WC-1962""]"	0.17114745199010994	212.70547628234846
TU0-13806	yqgEF	3090906	3091940	+	"[""G7525"", ""G7524""]"	PM0-45545	"[""TERM_WC-3975""]"	0.14440566261665527	148.15010144830515
TU0-13807	yggSTU-rdgB-yggW	3093120	3096427	+	"[""G7531"", ""G7530"", ""G7529"", ""G7528"", ""G7527""]"	PM_WC-505	"[""TERM_WC-3310""]"	0.12915785973166682	52.12552903050608
TU0-13808	yggM	3096578	3097779	-	"[""EG12704""]"	PM0-45546	"[""TERM_WC-3305""]"	0.13591121187449909	15.969567395253641
TU0-13809	trmI-yggL	3099827	3100874	-	"[""EG11779"", ""EG12443""]"	PM_WC-287	"[""TERM_WC-2229""]"	0.18240715277893299	214.28462679857927
TU0-13810	yqgA	3107556	3108284	+	"[""G7534""]"	PM0-45551	"[""TERM_WC-3969""]"	0.11950813457930091	36.681826827770621
TU0-13811	yghED	3108610	3110010	-	"[""G7536"", ""G7535""]"	PM_WC-506	"[""TERM_WC-3319""]"	0.14145860827753984	27.646670401762385
TU0-13813	yghG	3111087	3111499	-	"[""G7538""]"	PM_WC-507	"[""TERM_WC-3321""]"	0.11950813457930091	4.7516434308730053
TU0-13814	pppA	3111563	3112501	-	"[""G7539""]"	PM0-45556	"[""TERM_WC-1668""]"	0.10045611312462975	46.103328557417569
TU0-13815	yghJ	3112570	3117281	-	"[""G7541""]"	PM0-45557	"[""TERM_WC-3324""]"	0.11748257297626191	27.859817355590749
TU0-13816	yghQ	3129361	3130615	-	"[""G7549""]"	PM0-45563	"[""TERM_WC-3329""]"	0.13329753472306641	26.912772260587104
TU0-13817	yghSR	3130474	3131979	-	"[""G7551"", ""G7550""]"	PM_WC-509	"[""TERM_WC-3330""]"	0.099021025794277892	17.656439109377693
TU0-13818	pitB	3132892	3134425	-	"[""EG12883""]"	PM0-9366	"[""TERM_WC-1624""]"	0.10830424696249144	4.3408342182566573
TU0-13819	gss	3134683	3136632	-	"[""EG12882""]"	PM0-10122	"[""TERM_WC-870""]"	0.28881132523331055	521.50067301963691
TU0-13820	yghW	3144470	3144775	-	"[""G7555""]"	PM0-45574	"[""TERM_WC-3339""]"	0.086643397569993161	2.2267353175488243
TU0-13821	yghX_2X_1	3144876	3145641	-	"[""G7557"", ""G7556""]"	PM_WC-510	"[""TERM_WC-3340""]"	0.11179793234837827	201.87122826566588
TU0-13822	yghB	3151551	3152246	+	"[""EG11824""]"	PM0-10124	"[""TERM_WC-3315""]"	0.21004460016968041	186.40618086658458
TU0-13823	yqhD-dkgA	3153324	3155474	+	"[""G7565"", ""G7564""]"	PM0-36133	"[""TERM_WC-3979""]"	0.17773004629742187	49.611565123462341
TU0-13824	dkgA	3154593	3155474	+	"[""G7565""]"	PM0-10125	"[""TERM_WC-475""]"	0.11587360887962954	0.0
TU0-13825	yqhG	3155672	3156600	+	"[""G7566""]"	PM_WC-658	"[""TERM_WC-3980""]"	0.12160476851928864	28.774120327034076
TU0-13826	yqhH	3156443	3156908	+	"[""G7567""]"	PM0-45580	"[""TERM_WC-3981""]"	0.14440566261665527	24.11863377023376
TU0-13827	ygiQ	3156947	3159332	-	"[""G7568""]"	PM0-45581	"[""TERM_WC-3350""]"	0.19804205158855578	357.60046149917952
TU0-13828	ftsP	3159277	3160873	-	"[""EG11376""]"	PM0-45583	"[""TERM_WC-717""]"	0.19254088348887369	347.66711534642457
TU0-13829	plsC	3160764	3161503	-	"[""EG11377""]"	PM_WC-211	"[""TERM_WC-1632""]"	0.16119701873487099	148.39797544732227
TU0-13830	parC	3161735	3164052	-	"[""EG10686""]"	PM0-45585	"[""TERM_WC-1549""]"	0.16503504299046315	148.57774850345419
TU0-13831	ygiS	3164131	3165753	-	"[""G7570""]"	PM0-45586	"[""TERM_WC-3351""]"	0.10345480306864854	186.80621123091467
TU0-13832	mqsRA	3165871	3166675	-	"[""G7572"", ""G7571""]"	PM0-10415	"[""TERM_WC-1367""]"	0.15403270679109896	44.949824495778515
TU0-13833	ygiV	3166769	3167309	-	"[""G7573""]"	PM0-45589	"[""TERM_WC-3352""]"	0.062445691942337414	112.75690227451608
TU0-13834	ygiW	3167304	3167909	-	"[""G7574""]"	PM0-45591	"[""TERM_WC-3355""]"	0.043594162299367627	22.421349553810757
TU0-13835	mdaB	3170445	3171135	+	"[""EG12656""]"	PM0-45595	"[""TERM_WC-1231""]"	0.13862943611198905	119.55402570297936
TU0-13836	ygiN	3171100	3171480	+	"[""EG12657""]"	PM0-45598	"[""TERM_WC-3348""]"	0.12377628224284738	266.64629378447637
TU0-13837	nudF-yqiB-cpdA-yqiA-parE	3171524	3175932	-	"[""EG12633"", ""G7580"", ""G7579"", ""G7578"", ""EG10687""]"	PM_WC-198	"[""TERM_WC-1490""]"	0.2280089409736662	254.3451137008295
