Frame ID	Name	Gene	Location	Modified form	Comments
EG11782-MONOMER	small protein B	EG11782	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11783-MONOMER	CP4-57 prophage; integrase	EG11783	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11784-MONOMER	stress-induced alternate pyruvate formate-lyase subunit	EG11784	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11785-MONOMER	predicted DNA-binding transcriptional regulator LYSR-type	EG11785	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11786-MONOMER	predicted methyltransferase	EG11786	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11790-MONOMER	predicted colanic biosynthesis glycosyl transferase	EG11790	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11793-MONOMER	conserved inner membrane protein	EG11793	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11794-MONOMER	23S rRNA 2'-O-ribose C2498 methyltransferase	EG11794	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11796-MONOMER	lipoyl-protein ligase A	EG11796	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11798-MONOMER	protein transport protein HofC	EG11798	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11800-MONOMER	predicted hydrogenase 2 cytochrome b type component	EG11800	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11802-MONOMER	predicted maturation peptidase for hydrogenase 2	EG11802	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11803-MONOMER	hydrogenase 2-specific chaperone	EG11803	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11804-MONOMER	protein involved with the maturation of hydrogenases 1 and 2	EG11804	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11805-MONOMER	hydrogenase 2 accessory protein	EG11805	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11806-MONOMER	conserved inner membrane protein	EG11806	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11807-MONOMER	predicted protein	EG11807	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
EG11808-MONOMER	conserved protein regulated by LexA	EG11808	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11811-MONOMER	AidB	EG11811	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11812-MONOMER	predicted synthetase/amidase with ATPase activity	EG11812	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11815-MONOMER	TorC trimethylamine N-oxide reductase, cytochrome c-type subunit	EG11815	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11816-MONOMER	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase monomer	EG11816	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11817-MONOMER	broad specificity 5'(3')-nucleotidase and polyphosphatase	EG11817	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11820-MONOMER	predicted protein	EG11820	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11822-MONOMER	&gamma;-glutamylputrescine oxidase	EG11822	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11824-MONOMER	conserved inner membrane protein	EG11824	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11825-MONOMER	conserved protein	EG11825	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11826-MONOMER	autophosphorylating protein tyrosine kinase	EG11826	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11828-MONOMER	molybdopterin-guanine dinucleotide biosynthesis protein B	EG11828	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11829-MONOMER	molybdopterin guanine dinucleotide synthase	EG11829	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11830-MONOMER	conserved protein	EG11830	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11831-MONOMER	serine/threonine protein kinase	EG11831	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11832-MONOMER	putative GTP-binding protein	EG11832	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11833-MONOMER	predicted endonuclease	EG11833	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11835-MONOMER	GAP-like protein that activates GTPase activity of Der	EG11835	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11837-MONOMER	protein possibly involved in ribosome structure or function	EG11837	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11838-MONOMER	YihL putative transcriptional regulator	EG11838	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11839-MONOMER	conserved protein	EG11839	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11843-MONOMER	&alpha;-glucosidase	EG11843	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11844-MONOMER	predicted aldose-1-epimerase	EG11844	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11845-MONOMER	mannose isomerase	EG11845	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11846-MONOMER	predicted aldolase	EG11846	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11847-MONOMER	succinate semialdehyde reductase	EG11847	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11848-MONOMER	predicted sugar kinase	EG11848	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11849-MONOMER	predicted DNA-binding transcriptional regulator	EG11849	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11850-MONOMER	&alpha;-D-glucose-1-phosphatase	EG11850	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11851-MONOMER	predicted inner membrane protein	EG11851	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11852-MONOMER	D-Tyr-tRNATyr deacylase	EG11852	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11853-MONOMER	predicted acetyltransferase	EG11853	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11854-MONOMER	predicted transcriptional regulator	EG11854	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11855-MONOMER	conserved protein	EG11855	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11859-MONOMER	affects formate dehydrogenase-N	EG11859	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11860-MONOMER	conserved protein	EG11860	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11861-MONOMER	FrvR predicted transcriptional regulator	EG11861	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11862-MONOMER	frv operon protein	EG11862	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11865-MONOMER	L-rhamnose mutarotase	EG11865	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11870-MONOMER	protein involved in base analog detoxification	EG11870	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11874-MONOMER	conserved protein	EG11874	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11875-MONOMER	conserved inner membrane protein	EG11875	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11876-MONOMER	conserved protein	EG11876	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11877-MONOMER	stress protein involved in resistance to UV irradiation	EG11877	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11878-MONOMER	cell division factor ZapB	EG11878	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11879-MONOMER	ribonuclease E inhibitor protein	EG11879	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11881-MONOMER	ATPase component of the HslVU protease	EG11881	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11882-MONOMER	conserved hypothetical protein of the NlpC/P60 peptidase superfamily	EG11882	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11884-MONOMER	tellurite methyltransferase	EG11884	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11885-MONOMER	periplasmic glucan (MDO) biosynthesis protein	EG11885	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11886-MONOMER	membrane glycosyltransferase; synthesis of membrane-derived oligosaccharide (MDO)	EG11886	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11888-MONOMER	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase	EG11888	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11889-MONOMER	predicted DNA-binding transcriptional regulator	EG11889	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11890-MONOMER	starvation lipoprotein	EG11890	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG11891-MONOMER	conserved inner membrane protein	EG11891	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11892-MONOMER	DNA gyrase inhibitor	EG11892	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11894-MONOMER	conserved protein	EG11894	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11895-MONOMER	putative transport system permease protein	EG11895	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11899-MONOMER	recombinase, DNA renaturation	EG11899	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11900-MONOMER	restriction alleviation and modification enhancement	EG11900	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11901-MONOMER	protein involved in maintaining chromosome integrity / Rac prophage	EG11901	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11902-MONOMER	predicted permease	EG11902	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11903-MONOMER	conserved protein	EG11903	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11905-MONOMER	fructose 6-phosphate aldolase 2	EG11905	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11906-MONOMER	fused predicted PTS enzymes: HPr component / enzyme I component / enzyme IIA component	EG11906	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11910-MONOMER	formate acetyltransferase 2	EG11910	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11911-MONOMER	probable pyruvate formate lyase 2 activating enzyme	EG11911	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11912-MONOMER	PTS system fructose-like IIB component 2	EG11912	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11913-MONOMER	predicted DNA-binding transcriptional regulator	EG11913	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11914-MONOMER	conserved inner membrane protein	EG11914	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11915-MONOMER	endonuclease V  (deoxyinosine 3'-endonuclease)	EG11915	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11916-MONOMER	conserved protein	EG11916	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11917-MONOMER	conserved protein	EG11917	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11918-MONOMER	zinc homeostasis protein	EG11918	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11919-MONOMER	putative inorganic phosphate export protein	EG11919	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11920-MONOMER	peptidase E, a dipeptidase where amino-terminal residue is aspartate	EG11920	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11921-MONOMER	23S rRNA pseudouridine 2604 synthase	EG11921	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11922-MONOMER	conserved protein	EG11922	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11923-MONOMER	predicted protein	EG11923	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11924-MONOMER	predicted lipoprotein	EG11924	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11925-MONOMER	conserved protein	EG11925	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11926-MONOMER	predicted porin	EG11926	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG11927-MONOMER	conserved protein	EG11927	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11928-MONOMER	predicted stress response protein	EG11928	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11929-MONOMER	Zur	EG11929	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11930-MONOMER	predicted protein	EG11930	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11931-MONOMER	predicted protein	EG11931	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11932-MONOMER	tRNA-dihydrouridine synthase A	EG11932	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11933-MONOMER	phage shock protein G	EG11933	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11935-MONOMER	conserved protein	EG11935	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11936-MONOMER	conserved protein	EG11936	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11937-MONOMER	predicted inner membrane protein	EG11937	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11938-MONOMER	predicted c-di-GMP-specific phosphodiesterase	EG11938	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11939-MONOMER	predicted permease	EG11939	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11941-MONOMER	conserved protein	EG11941	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11948-MONOMER	formate-dependent nitrite reductase; possible assembly function	EG11948	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11949-MONOMER	activator of formate-dependent nitrite reductase complex	EG11949	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11950-MONOMER	NrfG	EG11950	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11951-MONOMER	conserved protein	EG11951	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11952-MONOMER	SdsRQP multidrug efflux transport system - predicted outer membrane factor	EG11952	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG11954-MONOMER	SdsRQP multidrug efflux transport system - predicted membrane fusion protein	EG11954	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG11955-MONOMER	predicted alkyl sulfatase	EG11955	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11956-MONOMER	D-allose kinase	EG11956	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11957-MONOMER	allulose-6-phosphate 3-epimerase	EG11957	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11962-MONOMER	LldR transcriptional repressor	EG11962	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11964-MONOMER	conserved protein	EG11964	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11966-MONOMER	AdiY DNA-binding transcriptional activator	EG11966	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11967-MONOMER	flagellar biosynthesis, hook-filament junction protein 1	EG11967	"[""CCO-CELL-PROJECTION""]"	[]	Location information from Han 2011.
EG11969-MONOMER	ZntR transcriptional activator	EG11969	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11970-MONOMER	conserved protein	EG11970	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11972-MONOMER	putative outer membrane usher protein	EG11972	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG11973-MONOMER	probable pilin chaperone similar to PapD	EG11973	"[""CCO-PERI-BAC""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11974-MONOMER	fimbrial protein	EG11974	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
EG11975-MONOMER	flagellar biosynthesis protein FliP	EG11975	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11976-MONOMER	flagellar biosynthesis protein FliQ	EG11976	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11977-MONOMER	flagellar biosynthesis protein FliR	EG11977	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11982-MONOMER	predicted O-antigen polymerase	EG11982	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11983-MONOMER	&beta;-1,6-galactofuranosyltransferase	EG11983	"[""CCO-CYTOSOL""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11984-MONOMER	predicted acyl transferase	EG11984	"[""CCO-PM-BAC-NEG""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.Location manually re-set.
EG11985-MONOMER	predicted lipopolysaccharide biosynthesis protein	EG11985	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11986-MONOMER	lipopolysaccharide biosynthesis protein, N-ter fragment	EG11986	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11987-MONOMER	putative  type-1 fimbrial protein	EG11987	"[""CCO-PILUS""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11988-MONOMER	putative outer membrane usher protein	EG11988	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG11989-MONOMER	putative fimbrial chaperone	EG11989	"[""CCO-PERI-BAC""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11990-MONOMER	predicted fimbrial-like adhesin protein	EG11990	"[""CCO-PILUS""]"	[]	Localization generated from unambiguous Ecocyc data.
EG11991-MONOMER	predicted protein	EG11991	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG11992-MONOMER	molybdate metabolism regulator, interrupted	EG11992	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11995-MONOMER	conserved protein	EG11995	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11998-MONOMER	predicted transporter subunit: ATP-binding component of ABC superfamily	EG11998	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG11999-MONOMER	predicted protein	EG11999	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12002-MONOMER	conserved protein	EG12002	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12003-MONOMER	predicted protein	EG12003	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12004-MONOMER	conserved protein	EG12004	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG12005-MONOMER	conserved protein	EG12005	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12006-MONOMER	YehT	EG12006	"[""CCO-CYTOSOL""]"	"[""MONOMER0-4276""]"	Location information from Han 2011.
EG12007-MONOMER	YehU sensory histidine kinase in two-component system with YehT	EG12007	"[""CCO-PM-BAC-NEG""]"	"[""MONOMER0-4279""]"	Location information from Han 2011.
EG12008-MONOMER	MlrA DNA binding transcriptional activator	EG12008	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12013-MONOMER	&beta;-D-glucoside glucohydrolase, periplasmic	EG12013	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.Location manually re-set.
EG12015-MONOMER	penicillin-binding protein 7	EG12015	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
EG12016-MONOMER	predicted inner membrane protein	EG12016	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12017-MONOMER	conserved inner membrane protein	EG12017	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12019-MONOMER	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	EG12019	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12020-MONOMER	putative channel/filament protein	EG12020	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG12021-MONOMER	conserved protein	EG12021	"[""CCO-CYTOSOL""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG12022-MONOMER	tRNA-dihydrouridine synthase C	EG12022	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12023-MONOMER	conserved inner membrane protein	EG12023	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12024-MONOMER	putative seritonin transporter	EG12024	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12025-MONOMER	vancomycin sensitivity	EG12025	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12026-MONOMER	YeiG	EG12026	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12027-MONOMER	conserved inner membrane protein	EG12027	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12028-MONOMER	predicted kinase	EG12028	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12030-MONOMER	ribonucleoside hydrolase 2 (pyrimidine-specific)	EG12030	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12031-MONOMER	YeiL DNA-binding transcriptional activator	EG12031	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12033-MONOMER	predicted pseudouridine 5'-phosphate glycosidase	EG12033	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12035-MONOMER	predicted dehydrogenase, NAD-dependent	EG12035	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
EG12036-MONOMER	predicted dehydrogenase, NAD-dependent	EG12036	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12042-MONOMER	predicted protein	EG12042	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12043-MONOMER	conserved protein	EG12043	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12044-MONOMER	16S rRNA pseudouridine 516 synthase	EG12044	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
EG12045-MONOMER	predicted ATP-dependent helicase	EG12045	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12048-MONOMER	DNA-associated protein	EG12048	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12049-MONOMER	predicted hydrolase, inner membrane	EG12049	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12051-MONOMER	predicted autotransporter outer membrane protein	EG12051	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG12052-MONOMER	CcmH	EG12052	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12053-MONOMER	CcmG	EG12053	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12054-MONOMER	cytochrome c-type biogenesis protein	EG12054	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12069-MONOMER	malate:quinone oxidoreductase	EG12069	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12073-MONOMER	predicted thiamine biosynthesis lipoprotein	EG12073	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12080-MONOMER	inhibitor of RecA	EG12080	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12081-MONOMER	conserved protein	EG12081	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12094-MONOMER	SgrR DNA-binding transcriptional dual regulator	EG12094	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12096-MONOMER	ChpB toxin of the ChpB-ChpS toxin-antitoxin system	EG12096	"[""CCO-MEMBRANE""]"	[]	Location calculated to be either CCO-CYTOSOL or CCO-MEMBRANE based on GRAVY.
EG12097-MONOMER	conserved protein	EG12097	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12098-MONOMER	23S rRNA pseudouridine synthase	EG12098	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12099-MONOMER	protein chain elongation factor EF-P	EG12099	"[""CCO-CYTOSOL""]"	"[""MONOMER0-4200""]"	Location information from Han 2011.
EG12101-MONOMER	ferrous iron transport protein A	EG12101	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12103-MONOMER	glyceraldehyde 3-phosphate dehydrogenase C, interrupted	EG12103	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12104-MONOMER	zinc-binding GTPase	EG12104	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12105-MONOMER	LYSR-type transcriptional regulator	EG12105	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12106-MONOMER	protein involved in plasmid replication	EG12106	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12107-MONOMER	prepilin peptidase dependent protein	EG12107	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12108-MONOMER	NorR DNA-binding transcriptional dual regulator	EG12108	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12110-MONOMER	conserved protein	EG12110	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12111-MONOMER	NlpD putative outer membrane lipoprotein	EG12111	"[""CCO-EXTRACELLULAR""]"	[]	Location information from Han 2011.
EG12113-MONOMER	protein involved in utilization of DNA as a carbon source	EG12113	"[""CCO-OUTER-MEM""]"	[]	Location information from Han 2011.
EG12114-MONOMER	peptide chain release factor RF3	EG12114	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
EG12115-MONOMER	pyrimidine nucleotidase	EG12115	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12116-MONOMER	AcrR DNA-binding transcriptional repressor	EG12116	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12117-MONOMER	outer membrane protein X	EG12117	"[""CCO-OUTER-MEM""]"	[]	Location information from Lopez Campistrous 2005.
EG12119-MONOMER	conserved protein	EG12119	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12120-MONOMER	conserved protein	EG12120	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12121-MONOMER	regulator of RpoS	EG12121	"[""CCO-CYTOSOL""]"	"[""RSSB-P""]"	Location information from Han 2011.
EG12122-MONOMER	conserved protein	EG12122	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12123-MONOMER	LrhA DNA-binding transcriptional dual regulator	EG12123	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12128-MONOMER	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	EG12128	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
EG12130-MONOMER	chaperone, member of Hsp70 protein family	EG12130	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
EG12131-MONOMER	Hsc20 co-chaperone that acts with Hsc66 in IscU iron-sulfur cluster assembly	EG12131	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
