Gene names,Protein IDs,num_of_neighbors,aromaticities,instabilities,mass,pI,flexabilities,gravies,seq_len,average_neigh_mass,average_neigh_len,average_neigh_pI,Total_precent_disorder,Total_no_of_disordered_regions_greater_than_30_amino_acids,Total_no_of_disordered_regions_greater_than_50_amino_acids,number_of_disordered_segments,mean_neigh_disorder,helix,turn,sheet,A_NEnd,C_NEnd,D_NEnd,E_NEnd,F_NEnd,G_NEnd,H_NEnd,I_NEnd,K_NEnd,L_NEnd,M_NEnd,N_NEnd,P_NEnd,Q_NEnd,R_NEnd,S_NEnd,T_NEnd,V_NEnd,Y_NEnd,A_NEnd_PC5,C_NEnd_PC5,D_NEnd_PC5,R_NEnd_PC5,T_NEnd_PC5,NM1,NM2,NM3,CM1,is_single_node,gravies_over_node_connectivity,flexibilities_over_node_connectivity,pI_over_node_connectivity,mass_over_node_connectivity,instabilities_over_node_connectivity,Total_precent_disorder_over_node_connectivity,helix_over_node_connectivity,turn_over_node_connectivity,sheet_over_node_connectivity,seq_len_over_node_connectivity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,half_life
ghxP,P0AF52,6,0.075723831,27.25547884,45710.9367,6.403503418,0.981724784,1.120712695,449,73843.35102,672.8333333,6.08992513,4.677,0,0,3,0.099826604,0.416481069,0.258351893,0.29844098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.160101814,0.140246398,0.914786203,6530.133814,3.893639835,0.668142857,0.059497296,0.036907413,0.042634426,64.14285714,0.33479875,-0.00034475,0.33867157,0.2226669,0.003951972,0.14781658,0.19703719,0.08154443,-0.07837611,-0.1921322,0.2569966,-0.052959125,0.05377829,-0.25093472,0.21272524,-0.10823716,0.049036033,0.091045365,-0.19801025,0.16457336,-0.13960999,0.15168916,-0.13234247,-0.2802505,0.06255343,-0.27773815,0.03621977,-0.2762414,-0.048684515,-0.1820146,0.022131668,-0.04493499,-0.08083233,0.29176039,0.08002588,-0.019938974,0.2019312,-0.3234477,0.001888839,0.22690691,0.20527613,0.018049417,0.051567804,-0.12137549,-0.002716613,-0.12849496,-0.4551617,0.006588925,-0.038763214,0.076072775,0.16804747,-0.044575404,0.018257707,-0.13139187,-0.12545286,-0.12041623,0.36102027,0.25714487,-0.08007939,0.21193899,0.17466517,0.24723852,-0.000393018,-0.05572448,0.16523913,-0.038931463,0.21379934,-0.24377233,-0.03258325,-0.10775363,0.18972719,0.05469959,0.23078415,-0.24496967,0.0818742,-0.09667898,0.05653224,-0.13337551,0.0141144,-0.13247044,0.0401027,0.05900669,-0.11696896,0.07365383,0.12653704,0.074436106,-0.2545466,-0.25057873,0.15016133,-0.089965284,-0.0703577,0.059157465,0.06335354,0.028878862,0.010249434,0.10265425,0.13051562,0.14957942,-0.0598941,-0.22261792,0.026950702,-0.12723166,0.16284548,-0.18522345,0.13025253,-0.08079411,0.10853406,-0.035819333,0.1694015,0.035703205,-0.11139865,-0.03615502,0.19629319,-0.14819169,-0.06658402,-0.026444765,-0.06496426,0.16277075,-0.022617798,-0.10899756,-0.2591298,-0.1864252,0.080373645,0.18803138,-0.09377821,0.20313181,0.08277953,-0.17892204,2,inf
pepP,P15034,16,0.083900227,43.84240363,49814.8455,5.245422363,0.998080026,-0.308163265,441,51900.51499,468.5,5.747570038,12.47,1,0,3,0.099919957,0.31292517,0.201814059,0.290249433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.018127251,0.05871059,0.308554257,2930.285029,2.578964919,0.733529412,0.018407363,0.011871415,0.017073496,25.94117647,-0.11805078,-0.09159114,-0.17391907,-0.02894394,0.19624974,0.18852478,0.019419,-0.23725066,0.003614293,0.1751715,-0.005366686,0.3329805,0.1656145,0.036024816,0.16220775,0.01817629,-0.12790911,-0.018032748,-0.08662607,0.02545299,-0.08705031,0.4624842,-0.5436296,-0.119089924,0.035205618,-0.26623887,0.14163107,-0.03774552,-0.21603012,-0.08186917,0.06898417,-0.07182306,-0.15328977,0.21485013,0.17624646,0.29816726,0.0520207,-0.09325519,0.4162093,0.17805023,-0.020304011,0.25203493,0.036659345,0.08261746,-0.034512885,-0.09532067,-0.479376,0.048810363,0.12026144,0.025360616,0.3121087,-0.17056768,-0.025019467,0.4055665,-0.13043474,-0.09099873,0.46415564,-0.06528748,0.14744496,0.07065907,-0.27425444,0.22730729,0.03486433,-0.1732774,-0.109513246,-0.3827609,-0.03540462,-0.43607658,-0.1987221,0.016613599,0.081549615,0.23409636,0.121565886,-0.12165907,0.15973002,-0.21269438,0.48331755,-0.25196564,-0.24013133,-0.4597515,-0.07005322,-0.28288344,0.37317058,-0.10182252,-0.039937753,-0.107134186,-0.4311839,0.05129961,-0.17341356,0.18870495,-0.36307055,-0.09920554,0.36011598,0.29989997,-0.17556366,-0.012094642,0.24591233,0.18377441,0.1605163,-0.29505602,0.1796162,0.08673984,0.21771596,-0.035729595,0.21468718,-0.06230945,0.23807368,-0.12504967,0.36246297,0.14465103,-0.055761565,-0.1280924,0.23567504,-0.2715363,-0.17900378,0.30521747,-0.08725654,-0.21741839,0.053321347,-0.16524644,-0.09715062,0.22406434,-0.115044594,0.46879327,0.17208333,0.31926355,0.16259517,-0.064124145,0,241.426019
gshB,P04425,23,0.075949367,39.92246835,35560.4876,5.109069824,1.001475182,-0.261075949,316,47081.11619,425.3913043,5.537011188,11.7,0,0,3,0.100061325,0.310126582,0.202531646,0.291139241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.010878165,0.041728133,0.212877909,1481.686983,1.663436181,0.4875,0.012921941,0.008438819,0.012130802,13.16666667,-0.4042064,0.22380614,0.16200876,0.30610675,0.20078516,0.102775015,0.2710367,-0.25530738,-0.16364965,0.2567077,0.2196873,0.22920962,0.15742017,-0.19521903,0.002120318,-0.335944,0.001129014,0.3017734,-0.37015733,0.03481691,-0.15902492,-0.10287435,-0.109321326,-0.38918978,-0.04786027,-0.1849299,-0.19474703,-0.2093985,-0.06662402,-0.036652442,-0.3250679,-0.09135112,-0.013142844,0.41759893,0.121696346,0.07092239,0.33982128,-0.05449256,0.003927912,-0.12312216,0.3154122,0.29290754,0.11125749,0.003538104,0.09059113,0.17969434,-0.43919003,-0.18975416,0.24393705,0.019145435,0.42637578,-0.16116516,-0.09124363,0.04354528,0.33058226,0.17428228,0.048137374,0.17210107,0.043288633,0.23001483,0.010832108,-0.118856825,-0.17881152,-0.22244476,0.040613566,0.104582556,0.06071449,-0.29317164,-0.08224927,0.24354702,0.085466646,0.47685894,0.013610422,-0.2019785,0.30818176,-0.3688334,-0.10241526,-0.31345138,-0.049713854,-0.26861763,-0.026490824,-0.21690285,-0.004368599,0.15160671,0.07242443,-0.28819546,-0.14610189,-0.09582666,-0.27476498,0.10554203,0.23067771,-0.13487957,0.22941835,0.1530486,0.5324457,0.24454834,0.34779257,0.1956788,0.002929571,0.03800106,0.11432338,-0.16771871,0.12134612,-0.19311988,-0.30378696,0.02384035,-0.026260298,-0.20671254,0.29628175,-0.14056325,0.014439594,0.047306087,-0.1732458,-0.017727273,-0.005067804,0.3204405,-0.2783567,-0.001996477,0.17829192,-0.29160148,0.13086267,0.12345543,0.35487676,0.25017828,0.15805362,0.12754181,0.33161768,0.060122013,2,inf
erfK,P39176,6,0.083870968,44.38774194,34410.6635,8.828674316,1.000092509,-0.342258065,310,54345.90065,494.3333333,8.170674642,18.38,0,0,5,0.100134862,0.3,0.283870968,0.219354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.048894009,0.142870358,1.261239188,4915.809071,6.341105991,2.625714286,0.042857143,0.040552995,0.031336406,44.28571429,-0.22376001,-0.01926904,0.041330833,0.119641766,0.10399328,-0.1359031,0.21397473,0.3417572,-0.30320445,-0.17347063,0.09219627,-0.23421218,0.08846947,-0.23055002,-0.14363755,-0.22380286,0.12239318,-0.010382535,-0.35054138,-0.008291293,-0.020976942,-0.3089902,-0.34306788,0.012285443,0.31013805,-0.15699366,0.3079781,-0.30878672,-0.074601844,0.03059185,-0.08080855,-0.14749315,0.24494271,0.046816465,0.43695498,0.13041094,-0.1369263,0.12249663,-0.071812294,0.20310599,0.1117351,-0.006513103,-0.09736835,0.19820127,-0.19884072,-0.115503274,-0.19793141,-0.054376274,-0.13537097,0.03628857,-0.065376036,0.08278797,-0.13298221,0.20716359,0.13070878,-0.06961852,0.2808906,0.14202434,-0.26864317,0.32585645,-0.23991412,0.044088684,-0.07904155,0.17945689,-0.015153272,-0.36226472,-0.15031022,-0.003857669,0.10245413,-0.03382503,0.056743897,0.10884966,0.25541684,-0.12774634,0.39609164,-0.02904366,0.29720047,-0.14145854,0.15572262,-0.14740026,-0.15611242,0.014036066,-0.092172,-0.018246897,0.26076958,0.11811895,-0.27166396,-0.092142805,-0.076279156,-0.07755525,-0.23651427,-0.011426763,0.024754673,0.06004999,0.36252168,0.13585317,0.24942018,-0.15328719,-0.23294072,-0.15588418,-0.043507237,-0.15895052,0.19402954,0.1053569,0.09128765,-0.1603866,-0.28839648,0.06368187,0.17010042,0.10537833,-0.22357352,0.033694908,-0.11145494,-0.017596051,-0.079192705,0.039370865,0.025521416,-0.04116846,-0.12736887,0.2450573,0.11140581,-0.35203418,0.28543988,-0.24548963,0.018864652,0.33743393,-0.0833936,-0.16645452,0,116.3536453
tktA,P27302,62,0.090497738,34.54828054,72210.9049,5.428771973,1.000533275,-0.22760181,663,49093.93512,449.0483871,5.659098964,13.27,1,1,5,0.100319672,0.271493213,0.221719457,0.315233786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.003612727,0.015881481,0.086170984,1146.20484,0.548385405,0.210634921,0.004309416,0.003519356,0.005003711,10.52380952,0.060614888,0.15349391,0.42610255,-0.031751513,-0.004365838,0.09079374,0.0958542,0.12003823,0.12946747,-0.27348068,0.2695643,-0.07918294,-0.1459584,-0.084207,0.057274006,-0.054078415,0.18762036,0.17270817,-0.002970975,0.18567407,-0.000462674,-0.014142008,-0.116269246,-0.22653419,-0.14800815,-0.48512706,-0.42522848,-0.1585544,-0.23815678,-0.30259985,0.068202876,0.10412687,-0.173199,0.35868058,0.103284076,0.10588835,-0.11743607,-0.08080897,0.09930425,0.19249438,0.15657339,-0.054758757,0.12274611,-0.3291072,0.07993213,-0.014153876,-0.22166596,-0.08556059,-0.0790563,-0.19886068,0.16196364,0.09699042,-0.15205261,-0.07090594,0.073605835,0.2695186,-0.2678104,0.19135936,-0.06659157,-0.26711112,-0.070792355,0.11968266,0.13697778,-0.000242546,-0.002288968,0.15259197,-0.25962266,-0.16520683,0.15121438,-0.058030874,0.14549012,-0.09062435,0.20280032,-0.5147864,0.1760193,-0.10165334,0.03692627,0.26925185,0.25885016,-0.008922218,0.25176305,0.11312127,-0.364723,0.10851033,0.23524944,0.30640092,-0.0819007,-0.096524626,0.056502704,-0.086455315,-0.103280775,0.26683027,0.3128105,0.036109958,0.09308349,0.2973316,-0.00849822,0.062116716,-0.31681323,-0.085476406,-0.16595678,-0.1363468,-0.27931982,0.04377564,0.29439884,-0.005676997,-0.08817303,0.26759198,0.004293222,-0.20686679,-0.106121406,0.418948,0.31326267,-0.45243797,-0.278583,-0.1418593,-0.10691723,0.022679007,-0.17996271,-0.20177019,-0.17345412,0.33416846,0.19626391,0.112250924,-0.31513366,0.005992774,0.008463976,0.28345928,0,429.2076077
sucA,P0AFG3,69,0.090032154,42.43140407,105060.4808,6.037536621,1.000600855,-0.441050375,933,58286.04772,531.2898551,5.405252208,10.5,1,0,8,0.100330069,0.288317256,0.218649518,0.269024652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.00630072,0.014294298,0.086250523,1500.864011,0.606162915,0.15,0.004118818,0.003123565,0.003843209,13.32857143,0.085814856,0.10958862,0.13105479,0.17543738,0.23939739,-0.044909738,-0.023525706,0.2787769,0.0970642,0.25985757,-0.029336475,0.025556337,0.021112734,0.0789454,0.13813645,-0.0509151,0.014299578,-0.006512581,-0.037386917,0.033418838,-0.057489276,-0.072777376,0.061866947,0.016442545,0.07048259,-0.16670471,-0.006483958,-0.08334809,-0.11968639,-0.39834893,-0.052448276,-0.18023466,-0.13500603,0.25110283,0.19023691,0.011981571,0.06707292,-0.043697003,0.12698884,-0.002365062,0.10008362,0.14592391,0.19989648,0.09992822,0.20173395,0.008333482,-0.11743656,-0.003275307,-0.21359232,-0.04801893,0.22560297,-0.13486627,0.043924227,-0.32433304,0.13227193,0.18321846,-0.22039442,0.24645281,0.20144638,-0.15107921,0.14319718,0.059961554,-0.0652665,0.096737966,0.026593741,-0.02162764,-0.16608286,-0.1213559,-0.1604798,0.25218108,0.013915002,-0.024770482,0.3425458,-0.33473268,0.0320931,-0.36267835,0.21272528,-0.057843126,-0.12668386,-0.25754842,-0.017854365,-0.12895437,-0.09042658,-0.12965073,0.020041866,-0.013333892,0.08329779,-0.04835986,-0.0851278,-0.05271244,-0.16581893,0.086126134,0.20155144,0.03182996,0.33280784,0.35471973,0.17500603,0.009824635,-0.25712076,-0.004870618,-0.23648085,-0.015711276,-0.02709879,-0.023556544,0.09782456,-0.22293723,-0.079594955,-0.18036565,0.44422084,-0.004041766,-0.04432187,0.14646113,-0.013318792,-0.26361164,-0.078133814,0.005601828,-0.19362363,0.22447917,0.047624335,-0.14776383,0.00878056,0.5860728,0.32733235,0.11423788,-0.3009213,0.010091936,0.109703235,0.10093135,2,83.2502948
purA,P0A7D4,90,0.074074074,26.68611111,47344.3824,5.315612793,0.999960627,-0.199537037,432,49399.00478,447.5111111,5.927947998,3.472,0,0,2,0.100531334,0.3125,0.212962963,0.266203704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.002192715,0.010988578,0.058413327,520.2679385,0.293253968,0.038153846,0.003434066,0.002340252,0.002925315,4.747252747,0.22396427,-0.007752225,0.11706305,0.4007011,0.22975707,0.103388846,0.12004959,0.0666698,-0.024169149,0.11547503,0.34634945,0.073299386,0.06357859,-0.034140762,0.43105137,-0.14376535,0.07139593,0.12276025,-0.004195607,0.00074297,-0.045649555,0.2352513,-0.09131049,-0.21029656,0.14119141,0.049683213,-0.039866503,-0.29996532,-0.14858854,-0.40333164,-0.020866908,-0.2181775,-0.18207172,0.24648659,0.19564648,0.034212597,0.38721767,-0.20298108,-0.005775752,0.28986144,0.14189062,-0.02816182,-0.054311525,-0.10960152,0.14109638,-0.22062883,0.03379285,-0.001762294,0.2305421,-0.09466448,0.07065038,-0.09786865,0.07375601,-0.03582937,-0.016843978,0.21637672,0.13504134,0.26152188,0.1506195,-0.032860816,0.026212763,0.0889364,-0.23396918,0.020051114,0.00836874,-0.12448684,0.005744343,-0.19860841,-0.07523178,-0.13559856,0.21766649,-0.046256755,0.24443467,-0.16996883,-0.10529754,-0.40072325,0.21293342,-0.090719305,0.027249273,-0.37994212,-0.10293405,0.06623526,-0.024964835,0.11133756,0.12119166,-0.032719325,0.102452114,0.19060701,-0.038692046,-0.10659452,0.20896706,-0.004790131,0.034563273,0.12506029,0.22229378,0.06690369,-0.043896195,0.1593603,0.19641218,-0.096881986,0.17610165,0.047926787,-0.07735196,-0.032632627,0.0987649,-0.1243142,-0.08163202,-0.2357258,0.28872278,-0.34730533,-0.05569057,0.31788492,0.34096426,0.14710473,-0.04964396,-0.09601901,0.12632301,0.03534642,0.22543555,-0.16327842,-0.13703182,0.31261063,0.15998426,-0.003591149,-0.25005913,0.3019574,0.10951783,0.1903702,2,inf
ycbL,P75849,4,0.079069767,38.53906977,23783.7675,4.946228027,0.997722954,-0.145116279,215,72333.03313,653.5,6.204071045,10.23,0,0,3,0.100612089,0.325581395,0.246511628,0.241860465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.029023256,0.199544591,0.989245605,4756.7535,7.707813953,2.046,0.065116279,0.049302326,0.048372093,43,-0.21532084,-0.015300177,0.14664762,0.28721786,-0.072299294,0.12645407,0.21190582,0.08792741,-0.27041292,-0.04794494,0.090630084,-0.22393681,-0.10606251,-0.18749627,-0.004209654,-0.10227848,0.164444,0.3152475,-0.25380582,0.04228541,-0.03164459,-0.21891399,0.01393172,0.020827886,0.21930438,-0.31504616,0.10523932,-0.007389569,-0.1392701,-0.07223799,-0.28368792,-0.047337476,-0.014933408,0.23042575,0.29918215,0.14512734,0.002787662,0.070053734,-0.20108221,0.16480413,0.16217148,-0.010167589,0.022861792,0.028918251,0.1557147,0.09955419,-0.3006902,-0.14369804,-0.32693475,0.03549834,0.017041001,-0.106553815,-0.097461425,-0.22422694,0.13843292,-0.12581514,0.1922248,0.03903047,-0.2150495,0.23720679,-0.07510669,0.037163287,-0.15901996,0.13930732,0.05787715,-0.45842487,0.035048302,-0.2095165,-0.11883029,0.20332044,0.034533788,0.051975224,0.1989433,-0.04892575,0.2611092,-0.008799363,0.04342586,-0.07545733,0.05314981,-0.25676405,0.12899595,0.14552146,-0.1633611,0.051033814,0.17388557,0.15707046,-0.040652126,-0.05124402,-0.08887238,0.019080743,-0.11467034,0.016919056,0.21485028,0.10633373,0.30579513,0.19466072,0.14582038,0.047121007,-0.21822473,0.03837947,-0.2977511,-0.028499482,0.19643766,-0.13761254,0.1815939,5.93199E-05,-0.1497681,0.1651472,0.21360819,-0.000205313,-0.20204276,0.019235682,-0.027987853,-0.34963116,0.048412703,-0.05884063,-0.22376911,0.03956701,0.027099397,-0.23529467,-0.07081758,0.172467,0.03835963,-0.029826492,-0.000757928,0.019360669,-0.31115484,-0.07445172,0,223.9178105
gltB,P09831,243,0.079407806,35.14139973,163295.057,6.149963379,0.999199092,-0.214401077,1486,50669.19589,460.8106996,5.876466351,7.065,0,0,8,0.10069032,0.299461642,0.229475101,0.276581427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.000878693,0.004095078,0.025204768,669.2420369,0.14402213,0.028954918,0.001227302,0.000940472,0.00113353,6.090163934,0.001925053,-0.088014826,0.31297362,0.23707381,0.16584189,-0.12503196,0.23806538,0.07482051,-0.14732115,-0.09700785,0.38293007,0.19648153,0.02266566,-0.051851444,-0.07622291,-0.16001157,-0.008517485,0.27829105,-0.08719361,0.010540967,-0.064434946,-0.001012597,-0.053804636,-0.022773735,0.054747365,-0.19832548,0.113489255,-0.15550475,0.058683652,-0.1553488,-0.012924111,-0.16877465,-0.17621863,0.1384758,0.10805606,0.11003465,0.07599414,-0.12393067,0.15508373,0.2767252,0.14843665,-0.13084972,0.12524739,-0.08921983,0.17166467,-0.06089581,-0.24822578,-0.084893085,0.038005065,-0.06330335,0.18940522,-0.1951,0.03477674,0.00745464,-0.08833033,0.07724117,0.03988107,0.14858806,-0.08341081,-0.107114315,-0.1451283,0.00226714,-0.08913755,-0.003119839,0.022057887,-0.11204679,-0.15837419,-0.18398084,-0.06714716,0.057843767,0.014166001,0.13804469,-0.003865066,-0.20260008,0.031755675,-0.07895994,0.096095935,0.13972238,-0.21775217,0.0201629,-0.00635939,0.045717686,-0.121514216,0.037453018,0.11218575,0.103904404,-0.004554611,0.10609228,-0.011559894,-0.04277612,0.06633145,0.047239654,0.29937857,0.21320362,0.22752465,0.08149453,0.3470593,0.15561588,-0.1845419,-0.08105645,-0.10909998,0.18688692,0.05507441,0.078519545,0.0742496,-0.08384356,-0.111900315,-0.2848564,-0.008085324,-0.16809838,-0.14055313,0.21050414,0.40196282,-0.29520795,-0.15723895,-0.09726083,-0.18623221,-0.014456588,0.15171781,-0.035362855,0.016679993,0.3159092,0.035525687,0.112927206,0.23558538,0.08163224,0.12053466,0.05840867,0,121.7183083
ypfJ,P64429,4,0.083623693,47.31156794,31459.8401,5.577941895,1.003540382,-0.51184669,287,67949.51813,620.5,5.710723877,39.72,1,1,3,0.100725222,0.254355401,0.257839721,0.212543554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.102369338,0.200708076,1.115588379,6291.96802,9.462313589,7.944,0.05087108,0.051567944,0.042508711,57.4,0.012826805,-0.08616812,0.039819956,0.13415259,0.16825487,-0.1042703,0.07536579,-0.037547868,-0.120940216,0.024931123,0.10699113,0.14995904,0.10219154,-0.086633444,-0.03883133,-0.14468925,-0.12640674,0.11784661,-0.117202066,0.014295514,0.083671905,-0.096909076,-0.15037717,-0.028839706,-0.07632599,0.06050944,0.1739181,-0.30804375,-0.12975335,-0.15647165,0.0735743,-0.1344114,0.13489103,0.16251782,0.2094224,0.032762267,0.2106401,-0.14853485,0.029895239,0.19956625,-0.077016644,-0.12555358,-0.090265445,-0.12019482,-0.20461626,-0.32502294,-0.04048314,-0.016013514,0.122192174,-0.090329036,0.042389788,0.10753579,-0.043631036,0.17616272,-0.05063555,0.03800193,0.3920904,0.2915695,0.110333435,0.14862403,0.040677883,0.07332382,-0.21901624,0.007570178,-0.040432177,0.02250395,-0.21714418,-0.111911245,0.06143356,-0.000265746,0.16510339,0.03343742,0.32938024,-0.13974024,-0.053774647,-0.11257897,0.35509163,-0.21188492,-0.080332376,-0.42509696,-0.04215615,-0.07592275,0.11911681,0.25782868,0.19209643,-0.054948986,0.055881295,-0.09737968,-0.025530878,-0.026378036,0.13970359,-0.030218424,0.23369218,0.1929725,0.092181444,0.11359772,0.123639524,-0.09690206,-0.066045426,-0.22113161,0.044942968,-0.018604007,-0.023595873,0.3040016,-0.10765562,-0.22885774,-0.12019085,-0.09358508,0.14774306,-0.10369449,-0.2337523,0.27250874,0.04551083,-0.13505504,-0.26276907,0.018922074,0.051424764,-0.15359318,0.25671783,0.001928583,0.09295583,-0.15564187,0.23589504,-0.3198542,0.028062277,0.30350015,0.18952188,-0.022474337,0,202.2597149
purL,P15254,137,0.07027027,33.92695753,141401.0628,5.22857666,0.999564782,-0.234980695,1295,51535.85631,466.620438,5.814617073,8.185,0,0,9,0.100802478,0.278764479,0.224710425,0.307335907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.001702759,0.007243223,0.037888237,1024.645383,0.245847518,0.059311594,0.002020032,0.001628336,0.002227072,9.384057971,0.14139616,-0.07833747,0.11837507,0.14847346,0.08006125,-0.009550463,0.12649785,-0.17523175,-0.03211476,0.020572659,0.36899838,0.13477674,0.20099884,-0.34983757,0.071010634,-0.27335593,-0.122831784,0.3442748,-0.092761606,0.07763987,0.16326278,0.107981585,-0.13971911,-0.3062559,0.12085225,-0.111858174,0.04403122,-0.22098981,-0.049270395,-0.44272467,0.13612193,-0.19487621,-0.09626769,0.2738658,0.15456417,-0.07182128,0.3025354,-0.024498053,-0.05044712,0.055001587,-0.06354911,-0.112103395,0.042942457,-0.13288201,-0.06423741,-0.26810375,-0.2881077,-0.018790225,-0.103860684,-0.09687691,-0.02745565,0.20131132,0.15968797,0.04647755,-0.08257952,0.11983169,0.20824613,0.3263075,0.09097597,0.105712436,0.11588959,0.308071,-0.1254159,0.12225417,-0.07613028,0.12608775,-0.07229998,-0.0649534,0.20446351,0.15043314,0.27141225,0.16098213,0.3903254,-0.24852845,-0.07022109,-0.16563454,0.15262674,0.013904745,0.00315755,-0.5386829,0.03289081,0.028624035,0.120137654,0.3649138,0.24808007,-0.12663524,-0.020917164,-0.07513444,-0.22359274,-0.025157383,0.17647019,0.08099914,0.1316641,-0.056120224,0.021737054,-0.030955149,0.023959722,-0.010615675,-0.043539282,-0.21473165,-0.1262032,0.006127344,0.049176916,0.060209524,-0.22596239,-0.13258179,-0.06664448,-0.1649764,0.1769507,0.056760617,0.058535192,0.13428678,0.09890836,-0.13729694,-0.0667531,0.2752709,-0.12463067,-0.03488375,0.21137947,-0.118932486,-0.1369138,0.05548679,0.27294126,-0.03717991,-0.14436768,0.23682623,0.17113473,-0.001728724,2,714.7477865
sapA,Q47622,12,0.096892139,43.06327239,61564.1332,6.846862793,0.998397128,-0.321937843,547,47827.92036,430.3333333,7.07208252,14.25,1,0,4,0.100890782,0.308957952,0.228519196,0.277879342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.024764449,0.076799779,0.526681753,4735.702554,3.312559415,1.096153846,0.023765996,0.0175784,0.021375334,42.07692308,0.09993429,-0.18828116,0.1301893,-0.08459066,0.09099792,-0.22477104,0.24972041,0.3298441,-0.00424536,-0.30814788,-0.24473691,-0.001574516,0.020217707,-0.012822884,-0.4631068,-0.071534246,-0.0923365,0.10616196,0.18220714,-0.29104438,0.033608608,0.038307626,-0.3801953,0.5760814,-0.11328955,-0.20480347,0.45678768,-0.53398335,-0.47070703,0.17324825,-0.22516763,-0.1661345,-0.055164047,0.25392348,0.5964335,0.37879723,-0.13691722,-0.13135995,0.13892648,0.5375427,0.06573395,0.070666365,0.021871043,0.28088596,-0.28246796,-0.41757143,-0.4607491,-0.13149185,-0.14177087,0.053162374,0.16431798,-0.12503606,-0.086016886,0.18535002,-0.092625424,-0.000645991,0.70611966,0.016584417,-0.24739154,0.21560523,-0.3011217,0.21509941,-0.15539701,0.13020374,0.027741913,-0.53531057,-0.27823922,-0.3466851,-0.043919053,0.043526992,0.26725644,0.20742796,0.48601267,0.1310595,0.31395838,0.07432739,0.1379179,-0.092102595,-0.19392745,-0.18803178,0.0727083,-0.1824741,-0.19657625,0.08513605,0.17119427,0.12522776,-0.096483424,0.042538024,-0.011145017,0.2505975,-0.2299921,0.10102095,0.5216823,0.3011561,0.106792524,-0.003194633,0.19786687,0.16503575,-0.17938384,-0.39115402,0.37831098,-0.37869298,-0.22177869,0.52454937,0.19024444,-0.18535772,-0.22966062,-0.09814326,0.2650107,0.08362804,-0.3290739,-0.14951585,0.12025781,-0.34045663,-0.1268283,0.14995329,-0.05200838,-0.13536377,0.33143222,0.24122083,0.3502359,-0.22110227,0.08846603,0.12237257,-0.048913836,0.31463587,0.08876062,-0.29205218,2,inf
