"Object ID"	"Display Name"	"Synonyms"
"PD00205"	"Tsl"	"[Tsl, Spr, UmuA, ExrA, LexA]"
"G6799-MONOMER"	"YdeW"	"[YdeW, LsrR]"
"PD00364"	"SoxQ"	"[SoxQ, InaR, CfxB, MarR]"
"PD01103"	"YbgB"	"[YbgB, FarR, MngR]"
"EG10603-MONOMER"	"MprA"	"[MprA, EmrR]"
"EG11212-MONOMER"	"YjeB"	"[YjeB, NsrR]"
"G6720-MONOMER"	"YdbY"	"[YdbY, PaaX]"
"PD00219"	"PurR"	"[PurR]"
"EG12202-MONOMER"	"TreR"	"[TreR]"
"PD00423"	"RtrY"	"[RtrY, TrpR]"
"EG11929-MONOMER"	"ZnuR"	"[ZnuR, YjbK, Zur]"
"PD04413"	"NadI"	"[NadI, NadR]"
"YRAO-MONOMER"	"YraO"	"[YraO, DiaA]"
"FADB-MONOMER"	"OldB"	"[OldB, FadB]"
"CPLX0-7823"	""	"[]"
"DSBG-MONOMER"	"YbdP"	"[YbdP, DsbG]"
"RFFTRANS-MONOMER"	"Rff"	"[Rff, YifI, RffA, FcnA, WecE]"
"DTDPGLUCDEHYDRAT-MONOMER"	"RmlB"	"[RmlB, Som, RfbB]"
"DTDPGLUCOSEPP-MONOMER"	"Som"	"[Som, RfbA, RmlA]"
"DTDPGLUCOSEPP2-MONOMER"	"YifG"	"[YifG, RffH]"
"DTDPRHAMSYNTHMULTI-CPLX"	""	"[]"
"EG11126-MONOMER"	"YciF"	"[YciF]"
"CPLX0-3958"	""	"[]"
"EG11211-MONOMER"	"EpmA"	"[EpmA, YjeA, GenX, PoxA]"
"G7877-MONOMER"	"RidA"	"[RidA, YjgF]"
"EG11249-MONOMER"	"MazF"	"[MazF, ChpA, ChpAK, MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity]"
"CPLX0-1923"	""	"[]"
"ENOLASE-MONOMER"	"Eno"	"[Eno]"
"ENOYL-ACP-REDUCT-NADH-MONOMER"	"Gts"	"[Gts, QmeA, EnvM, FabI]"
"CPLX0-3976"	""	"[]"
"ENTMULTI-CPLX"	"enterobactin synthetase multienzyme complex"	"[enterobactin synthetase multienzyme complex]"
"ERYTHRON4PDEHYDROG-MONOMER"	"PdxB"	"[PdxB]"
"ADHP-MONOMER"	"YddN"	"[YddN, AdhP]"
"ETHAMLY-CPLX"	""	"[]"
"CPLX0-3937"	""	"[]"
"UVRABC-CPLX"	"excinuclease ABC"	"[excinuclease ABC, UvrABC excinuclease, excinuclease UvrABC, excision nuclease ABC, UvrABC system excision endonuclease, ABC excision nuclease]"
"RECBCD"	"Exonuclease V"	"[Exonuclease V, RecBCD]"
"CPLX-3946"	"ExoVII"	"[ExoVII]"
"PPX-MONOMER"	"Ppx"	"[Ppx]"
"ACYLCOASYN-MONOMER"	"OldD"	"[OldD, FadD]"
"CPLX-3944"	""	"[]"
"ABC-9-CPLX"	"iron dicitrate ABC transporter"	"[iron dicitrate ABC transporter, ferric dicitrate ABC transporter]"
"CPLX0-1943"	"ferric dicitrate outer membrane transport complex"	"[ferric dicitrate outer membrane transport complex]"
"CPLX0-7952"	""	"[]"
"ABC-10-CPLX"	""	"[]"
"CPLX0-1941"	""	"[]"
"CPLX0-1942"	""	"[]"
"EG10921-MONOMER"	"RsgA"	"[RsgA, FtnA, Ftn]"
"CPLX0-8227"	""	"[]"
"CPLX0-3401"	"type 1 pilin complex"	"[type 1 pilin complex]"
"G7865-MONOMER"	"YtfC"	"[YtfC, FklB, FKBP22]"
"EG11663-MONOMER"	"SlyD"	"[SlyD, WHP]"
"CPLX0-7451"	""	"[]"
"FLAGELLAR-MOTOR-COMPLEX"	""	"[]"
"CPLX0-7450"	""	"[]"
"CPLX0-7452"	""	"[]"
"CPLX0-3930"	"FlhDC"	"[FlhDC]"
"G6731-MONOMER"	"AzoR"	"[AzoR, AcpD, FMN dependent azoreductase]"
"MONOMER-162"	"YcbN"	"[YcbN, SsuD]"
"FOCA-MONOMER"	"YcaE"	"[YcaE, FocA]"
"EG10284-MONOMER"	"FdhE"	"[FdhE]"
"FORMATEDEHYDROGN-CPLX"	"Fdh-N"	"[Fdh-N, formate:menaquinone oxidoreductase]"
"ALPHA-SUBUNIT-CPLX"	""	"[]"
"FORMATEDEHYDROGO-CPLX"	"FDH-O"	"[FDH-O, FDH-Z, formate:quinone oxidoreductase O, formate:quinone oxidoreductase Z]"
"FHLMULTI-CPLX"	"FHL"	"[FHL]"
"G7237-MONOMER"	"YfdW"	"[YfdW, Frc]"
"FORMYLTHFDEFORMYL-MONOMER"	"YchI"	"[YchI, Tgs, PurU]"
"G7005-MONOMER"	"MsrC"	"[MsrC, YebR, fRMsr]"
"EG11245-MONOMER"	"YggK"	"[YggK, YggF]"
"F16B-MONOMER"	"Fdp"	"[Fdp, Fbp, fructose-1,6-bisphosphatase I]"
"EG11517-MONOMER"	"GlpX"	"[GlpX, fructose 1,6-bisphosphatase II]"
"G6428-MONOMER"	"YbiZ"	"[YbiZ, FsaA, MipB, Fsa]"
"FRUCBISALD-CLASSI-MONOMER"	"DhnA"	"[DhnA, FbaB]"
"FRUCTBISALD-CLASSII-MONOMER"	"Fda"	"[Fda, Ald, FbaA, Fba]"
"CPLX-158"	"EII<sup>Fru</sup>"	"[EII<sup>Fru</sup>, Enzyme II<sup>Fru</sup>, fructose PTS permease]"
"G7724-MONOMER"	"YhfP"	"[YhfP, YhfO, FrlC]"
"G7723-MONOMER"	"YhfN"	"[YhfN, FrlB]"
"CPLX0-2982"	"FtsH holoenzyme"	"[FtsH holoenzyme]"
"CPLX0-7934"	""	"[]"
"FUMA-MONOMER"	"FumA"	"[FumA]"
"FUMB-MONOMER"	"FumB"	"[FumB]"
"FUMC-MONOMER"	"FumC"	"[FumC]"
"FUMARATE-REDUCTASE"	"menaquinol:fumarate oxidoreductase"	"[menaquinol:fumarate oxidoreductase, FRD, QFR, fumarate reductase, quinol:fumarate oxidoreductase]"
"CPLX0-7639"	""	"[]"
"EG10004-MONOMER"	"Dfp"	"[Dfp, CoaBC]"
"ASPKINIHOMOSERDEHYDROGI-MONOMER"	"ThrD"	"[ThrD, ThrA]"
"ASPKINIIHOMOSERDEHYDROGII-MONOMER"	"MetM"	"[MetM, MetL]"
"CHORISMUTPREPHENDEHYDRAT-MONOMER"	"PheA"	"[PheA]"
"CHORISMUTPREPHENDEHYDROG-MONOMER"	"TyrA"	"[TyrA]"
"RIBOFLAVINSYNDEAM-MONOMER"	"YbaE"	"[YbaE, RibG, RibD]"
"PUTA-MONOMER"	"PutC"	"[PutC, PoaA, PutA, proline utilization A]"
"GSP-MONOMER"	"Gsp"	"[Gsp, Gss]"
"G7590-MONOMER"	"HldE"	"[HldE, YqiF, RfaE, GmhC, WaaE]"
"NAG1P-URIDYLTRANS-MONOMER"	"YieA"	"[YieA, GlmU]"
"G7168-MONOMER"	"ArnA"	"[ArnA, YfbG, PmrI]"
"CPLX0-7852"	"GadRcs"	"[GadRcs]"
"GALACTITOLPDEHYD-MONOMER"	"GatD"	"[GatD]"
"CPLX0-231"	"EII<sup>Gat</sup>"	"[EII<sup>Gat</sup>, Enzyme II <sup>Gat</sup>]"
"ABC-46-CPLX"	""	"[]"
"CPLX-170"	"EII<sup>Gam</sup>"	"[EII<sup>Gam</sup>, Enzyme II<sup>Gam</sup>, EII<suP>GalN</sup>, Enzyme II<suP>GalN</sup>]"
"GALACTURIDYLYLTRANS-MONOMER"	"GalB"	"[GalB, GalT]"
"GALACTOACETYLTRAN-MONOMER"	"LacA"	"[LacA, thiogalactoside acetyltransferase]"
"G6755-MONOMER"	"PatD"	"[PatD, YdcW, Prr]"
"CARNDEHYDRA-MONOMER"	"YaaN"	"[YaaN, CaiB]"
"G6645-MONOMER"	"YcjL"	"[YcjL, PuuD]"
"FCL-MONOMER"	"YefB"	"[YefB, WcaG, Fcl]"
"GDPMANDEHYDRA-MONOMER"	"YefN"	"[YefN, YefA, Gmd]"
"EG12410-MONOMER"	"YffH"	"[YffH, NudK, GDPMK]"
"GDPMANMANHYDRO-MONOMER"	"Gmm"	"[Gmm, NudD, YefC, WcaH]"
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	"GlmD"	"[GlmD, NagB]"
"GLUCOSE-1-PHOSPHAT-MONOMER"	"Agp"	"[Agp]"
"GLUC1PADENYLTRANS-MONOMER"	"GlgC"	"[GlgC]"
"PGLUCISOM"	"Pgi"	"[Pgi]"
"CPLX-157"	"EII<sup>glc</sup>"	"[EII<sup>glc</sup>, enzyme II <sup>glc</sup>]"
"ABC-13-CPLX"	""	"[]"
"GLUTKIN-MONOMER"	"ProB"	"[ProB]"
"GLUTDECARBOXA-MONOMER"	"GadS"	"[GadS, GadA]"
"GLUTDECARBOXB-MONOMER"	"GadB"	"[GadB]"
"GDHA-MONOMER"	"GdhA"	"[GdhA]"
"GLUTAMATESYN-CPLX"	"NADPH-GOGAT"	"[NADPH-GOGAT]"
"GLUTAMATESYN-DIMER"	""	"[]"
"G7184-MONOMER"	"YfbQ"	"[YfbQ, AlaA]"
"G7242-MONOMER"	"YfdZ"	"[YfdZ, AlaC]"
"GSAAMINOTRANS-MONOMER"	"Gsa"	"[Gsa, PopC, HemL]"
"GLUTSEMIALDEHYDROG-MONOMER"	"ProA"	"[ProA]"
"G6644-MONOMER"	"YcjK"	"[YcjK, PuuA]"
"G6261-MONOMER"	"GlsA"	"[GlsA, YbaS]"
"G6810-MONOMER"	"GlsB"	"[GlsB, YneH]"
"GLUTAMINESYN-MONOMER"	"GlnA"	"[GlnA]"
"GLUTRNAREDUCT-MONOMER"	"GtrA"	"[GtrA, HemA]"
"EG12181-MONOMER"	"YdhD"	"[YdhD, GrxD, Grx4]"
"ABC-6-CPLX"	""	"[]"
"ABC-49-CPLX"	""	"[]"
"CPLX0-7885"	"&gamma;-glutamyl transpeptidase"	"[&gamma;-glutamyl transpeptidase]"
"GLUTATHIONE-REDUCT-NADPH-MONOMER"	"GorA"	"[GorA, Gor]"
"GST-MONOMER"	"Gst"	"[Gst, GstA]"
"GLUTATHIONE-SYN-MONOMER"	"GshB"	"[GshB]"
"G7616-MONOMER"	"YqjG"	"[YqjG, S-glutathionyl-(chloro)hydroquinone reductase]"
"GAPDH-A-MONOMER"	"Gad"	"[Gad, GapA, Gap1]"
"GLPF-MONOMER"	"GlpF"	"[GlpF]"
"GLYCEROL-KIN-MONOMER"	"GlpK"	"[GlpK]"
"GLYC3PDEHYDROGBIOSYN-MONOMER"	"GpsA"	"[GpsA]"
"GLYCPDIESTER-PERI-MONOMER"	"GlpQ"	"[GlpQ, glycerophosphoryl diester phosphodiesterase, periplasmic]"
"ABC-26-CPLX"	"PPIII"	"[PPIII, proline permease III, ProVWX]"
"ABC-40-CPLX"	""	"[]"
"GCVMULTI-CPLX"	""	"[]"
"GCVP-MONOMER"	"GcvP"	"[GcvP, P-protein]"
"GLYS-CPLX"	"GlyRS"	"[GlyRS]"
"GLYCOPHOSPHORYL-MONOMER"	"GlgY"	"[GlgY, GlgP]"
"CPLX0-7458"	""	"[]"
"GLYOXI-MONOMER"	"GloA"	"[GloA]"
"GLYOCARBOLIG-MONOMER"	"Gcl"	"[Gcl]"
"MONOMER-43"	"TkrA"	"[TkrA, YiaE, GhrB]"
"GMP-REDUCT-MONOMER"	"GuaC"	"[GuaC]"
"GMP-SYN-MONOMER"	"GuaA"	"[GuaA]"
"CPLX0-3934"	"GroE"	"[GroE]"
"CPLX0-7942"	""	"[]"
"CPLX0-8239"	""	"[]"
"GTP-CYCLOHYDRO-I-MONOMER"	"FolE"	"[FolE, GTP cyclohydrolase I]"
"GTP-CYCLOHYDRO-II-MONOMER"	"RibA"	"[RibA, GTP cyclohydrolase II]"
"PPPGPPHYDRO-MONOMER"	"GppA"	"[GppA, Gpp]"
"GUANYL-KIN-MONOMER"	"SpoR"	"[SpoR, Gmk]"
"EG11398-MONOMER"	"YhhC"	"[YhhC, YhiB, HdeA]"
"G6500-MONOMER"	"YccV"	"[YccV, HspQ]"
"ABC-35-CPLX"	"CcmABCDE protoheme IX ABC transporter"	"[CcmABCDE protoheme IX ABC transporter]"
"EG11735-MONOMER"	"YcdB"	"[YcdB, EfeB]"
"CPLX0-1321"	"HflA"	"[HflA]"
"CPLX0-8230"	"HigBA"	"[HigBA]"
"CPLX0-7425"	"HipBA"	"[HipBA]"
"HISTDEHYD-MONOMER"	"HisD"	"[HisD]"
"ABC-14-CPLX"	""	"[]"
"HISS-MONOMER"	"HisS"	"[HisS, HisRS]"
"HISTPHOSTRANS-MONOMER"	"HisC"	"[HisC]"
"HOLO-ENTB"	""	"[]"
"HOLO-ACP-SYNTH-MONOMER"	"AcpS"	"[AcpS, Dpj, AcpSholo]"
"CPLX0-3323"	"cytochrome <i>c</i> heme lyase"	"[cytochrome <i>c</i> heme lyase]"
"HOMOSERKIN-MONOMER"	"ThrB"	"[ThrB]"
"HOMSUCTRAN-MONOMER"	"MetA"	"[MetA]"
"CPLX0-1163"	"ClpYQ protease"	"[ClpYQ protease, HslUV protease]"
"FORMHYDROGI-CPLX"	"HYD1"	"[HYD1, hydrogenase I, NiFe hydrogenase, hydrogen:menaquinone oxidoreductase, hydrogen oxidase, hydrogen:oxygen oxidoreductase]"
"CPLX0-8167"	""	"[]"
"FORMHYDROG2-CPLX"	"HYD2"	"[HYD2, hydrogenase-2, hydrogen:menaquinone oxidoreductase 2]"
"HYDROG3-CPLX"	""	"[]"
"CPLX0-250"	"Hyf"	"[Hyf, HYD4]"
"EG10484-MONOMER"	"HydB"	"[HydB, HypB, accessory protein for nickel incorporation into hydrogenase isoenzymes]"
"HYDROPEROXIDI-MONOMER"	"KatG"	"[KatG]"
"THZ-KIN-MONOMER"	"ThiM"	"[ThiM]"
"G7058-MONOMER"	"HiuH"	"[HiuH, YedX]"
"G6277-MONOMER"	"YbbG"	"[YbbG, Hyi, glyoxylate-induced protein, Gip]"
"CPLX0-3821"	""	"[]"
"CPLX0-7986"	""	"[]"
"HYPOXANPRIBOSYLTRAN-MONOMER"	"Hpt"	"[Hpt]"
"GLUTAMIDOTRANS-CPLX"	""	"[]"
"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER"	"HisB"	"[HisB]"
"IMP-DEHYDROG-MONOMER"	"GuaR"	"[GuaR, GuaB]"
"INORGPYROPHOSPHAT-MONOMER"	"Ppa"	"[Ppa]"
"GSK-MONOMER"	"Gsk"	"[Gsk]"
"ABC-45-CPLX"	""	"[]"
"G6491-MONOMER"	"PqiB"	"[PqiB]"
"ABC-11-CPLX"	""	"[]"
"G7748-MONOMER"	"YhgI"	"[YhgI, GntY, NfuA, iron-sulfur cluster insertion protein NfuA]"
"EG12332-MONOMER"	"YadR"	"[YadR, ErpA, essential respiratory protein A]"
"EG12132-MONOMER"	"IscA"	"[IscA, YfhF, iron-sulfur cluster assembly protein]"
"EG11378-MONOMER"	"YdiC"	"[YdiC, SufA, Fe-S transport protein in Fe-S cluster assembly]"
"G6212-MONOMER"	"InsC-1"	"[InsC-1]"
"G7925-MONOMER"	"YjiF"	"[YjiF, IadA]"
"CPLX0-263"	"asparaginase 3"	"[asparaginase 3]"
"MENF-MONOMER"	"YfbA"	"[YfbA, MenF, isochorismate synthase 2]"
"ISOCITDEH-SUBUNIT"	"IcdE"	"[IcdE, IcdA, Icd]"
"ICITDEHASE-KIN-PHOSPHA"	"AceK"	"[AceK]"
"ISOCIT-LYASE-MONOMER"	"Icl"	"[Icl, AceA]"
"EG12600-MONOMER"	"YjjX"	"[YjjX]"
"KEFC-MONOMER"	"TrkC"	"[TrkC, KefC]"
"KCH-MONOMER"	"Kch"	"[Kch]"
"ATPASE-1-CPLX"	"Kdp-ATPase"	"[Kdp-ATPase]"
"PHOSPHO-KDPE"	""	"[]"
"KETOLREDUCTOISOM-MONOMER"	"IlvC"	"[IlvC]"
"KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER"	"Kga"	"[Kga, Hga, KdgA, Eda]"
"LTARTDEHYDRA-CPLX"	"L-Ttd"	"[L-Ttd]"
"GLYCDEH-MONOMER"	"GldA"	"[GldA]"
"LACTALDREDUCT-MONOMER"	"FucO"	"[FucO]"
"G6759-MONOMER"	"MnaT"	"[MnaT, YncA]"
"ARABISOM-MONOMER"	"AraA"	"[AraA]"
"ABC-4-CPLX"	""	"[]"
"EIISGA"	"EII<sup>Sga</sup>"	"[EII<sup>Sga</sup>, EII<sup>Ula</sup>, Enzyme II<sup>Sga</sup>, Enzyme II<sup>Ula</sup>]"
"G7855-MONOMER"	"YjfR"	"[YjfR, UlaG]"
"ANSA-MONOMER"	"AnsA"	"[AnsA, asparaginase I]"
"ANSB-MONOMER"	"AnsB"	"[AnsB, asparaginase II]"
"CAIT-MONOMER"	"YaaP"	"[YaaP, CaiT]"
"G6906-MONOMER"	"CsdB"	"[CsdB, YnhB, SufS]"
"FUCISOM-MONOMER"	"FucI"	"[FucI]"
"EG10355-MONOMER"	"FucU"	"[FucU]"
"FUCPALDOL-MONOMER"	"Prd"	"[Prd, FucC, FucA]"
"ABC-12-CPLX"	""	"[]"
"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER"	"GlmS"	"[GlmS]"
"METNIQ-METHIONINE-ABC-CPLX"	""	"[]"
"G7160-MONOMER"	"RhmD"	"[RhmD, YfaW]"
"RHAMNISOM-MONOMER"	"RhaA"	"[RhaA]"
"EG11865-MONOMER"	"YiiL"	"[YiiL, RhaM]"
"RIBULPEPIM-MONOMER"	"AraD"	"[AraD]"
"LSERINEDEAM3-MONOMER"	"YhaQ"	"[YhaQ, YhaP, SdhY, TdcG, L-serine dehydratase 3]"
"CPLX0-7684"	"YgaZ/YgaH L-valine exporter complex"	"[YgaZ/YgaH L-valine exporter complex]"
"LYXK-MONOMER"	"XylK"	"[XylK, Lyx, YiaP, SgbK, LyxK]"
"EG11180-MONOMER"	"YhdC"	"[YhdC, MscL]"
"ABC-304-CPLX"	""	"[]"
"LIPIDADISACCHARIDESYNTH-MONOMER"	"PgsB"	"[PgsB, LpxB]"
"G6660-MONOMER"	"YzzJ"	"[YzzJ, Tpx, p20, scavengase, scavengase p20, thiol peroxidase]"
"EG12180-MONOMER"	"YbeG"	"[YbeG, CrcA, PagP]"
"E3-MONOMER"	"Lpd"	"[Lpd, Dhl, LpdA, E3 subunit]"
"CPLX0-7992"	""	"[]"
"CPLX0-7628"	""	"[]"
"EG12371-MONOMER"	"YhbM"	"[YhbM, NlpI]"
"ABC-62-CPLX"	""	"[]"
"EG11306-MONOMER"	"Lip"	"[Lip, LipA]"
"EG10542-MONOMER"	"Muc"	"[Muc, Dir, Deg, LopA, CapR, Lon, DNA-binding, ATP-dependent protease La]"
"LTAA-MONOMER"	"LtaA"	"[LtaA, YbjU, LtaE]"
"ABC-3-CPLX"	""	"[]"
"LYSDECARBOX-MONOMER"	"LdcI"	"[LdcI, CadA]"
"LDC2-MONOMER"	"LdcC"	"[LdcC, Ldc, LdcH, lysine decarboxylase, constitutive]"
"LYSS-MONOMER"	"HerC"	"[HerC, AsuD, LysS, LysRSs]"
"LYSU-MONOMER"	"LysU"	"[LysU]"
"EG12855-MONOMER"	"YcbG"	"[YcbG, MatP]"
"TRANS-200-CPLX"	"YbjYZ"	"[YbjYZ]"
"MALIC-NADP-MONOMER"	"YpfF"	"[YpfF, MaeB]"
"MALATE-DEHASE-MONOMER"	"Mdh"	"[Mdh]"
"MALIC-NAD-MONOMER"	"MaeA"	"[MaeA, SfcA]"
"MALDEXPHOSPHORYL-MONOMER"	"MalA"	"[MalA, Blu, MalP]"
"ABC-16-CPLX"	""	"[]"
"MALTACETYLTRAN-MONOMER"	"Maa"	"[Maa, YlaD]"
"EG10528-MONOMER"	"MalL"	"[MalL, MalB, LamB]"
"CPLX-156"	"EII<sup>Cmt</sup>"	"[EII<sup>Cmt</sup>, Enzyme II<sup>Cmt</sup>]"
"MTLA-MONOMER"	"MtlC"	"[MtlC, MtlA]"
"CPLX-165"	"EII<sup>man</sup>"	"[EII<sup>man</sup>, Enzyme II <sup>mannose</sup>]"
"MANX-MONOMER"	"ManX"	"[ManX, Mpt, PtsX, PtsM, PtsL, GptB, IIIMan, Enzyme III<sup>man</sup>, Enzyme IIAB<sup>man</sup>]"
"CPLX0-1242"	"MazE-MazF addiction module"	"[MazE-MazF addiction module, MazFE, MazEF]"
"CPLX0-2661"	""	"[]"
"TMAOREDUCTI-CPLX"	"TorCA"	"[TorCA]"
"S-ADENMETSYN-MONOMER"	"MetX"	"[MetX, MetK]"
"METG-MONOMER"	"MetG"	"[MetG, MetRS]"
"TAP-MONOMER"	"Tap"	"[Tap, Tap dimer, MCP-IV, dipeptide chemoreceptor protein, chemotaxis signaling protein IV]"
"TAR-MONOMER"	"CheM"	"[CheM, MCP-II, aspartate chemoreceptor protein, Tar dimer, chemotaxis signaling protein II]"
"TRG-MONOMER"	"MCP-III"	"[MCP-III, ribose/galactose/glucose chemoreceptor protein, Trg, Trg dimer, chemotaxis signaling protein III]"
"TSR-MONOMER"	"CheD"	"[CheD, Tsr, serine chemoreceptor protein, Tsr dimer, MCP-I, chemotaxis signaling protein I]"
"METHGLYSYN-MONOMER"	"Mgs"	"[Mgs, YccG, MgsA]"
"G7516-MONOMER"	"ScpB"	"[ScpB, YgfG]"
"METHYLMALONYL-COA-MUT-MONOMER"	"YliK"	"[YliK, Sbm, ScpA]"
"CPLX0-7958"	""	"[]"
"CPLX0-7796"	""	"[]"
"G7840-MONOMER"	"YjeP"	"[YjeP, MscM]"
"G6323-MONOMER"	"YbdG"	"[YbdG]"
"CPLX0-8255"	""	"[]"
"CPLX0-7672"	""	"[]"
"MONOMER0-1501"	"MoaB"	"[MoaB]"
"G6417-MONOMER"	"YbiO"	"[YbiO]"
"ABC-19-CPLX"	""	"[]"
"G6154-MONOMER"	"PaoD"	"[PaoD, YagQ]"
"EG11511-MONOMER"	"YaaG"	"[YaaG, MogA, ChlG, BisD, Mog]"
"EG10153-MONOMER"	"NarE"	"[NarE, ChlE, BisB, MoeA]"
"CPLX0-2502"	"MPT synthase"	"[MPT synthase]"
"EG11828-MONOMER"	"YihC"	"[YihC, MobB]"
"EG10154-MONOMER"	"ChlN"	"[ChlN, MoeB]"
"EG10144-MONOMER"	"YdjD"	"[YdjD, ChbF, CelF]"
"CPLX0-7822"	"MqsAR"	"[MqsAR]"
"MONOMER0-2461"	""	"[]"
"CPLX0-7697"	""	"[]"
"ABC-57-CPLX"	""	"[]"
"TRANS-CPLX-201"	""	"[]"
"CPLX0-3932"	""	"[]"
"CPLX0-2141"	""	"[]"
"CPLX0-2121"	""	"[]"
"CPLX0-2161"	""	"[]"
"TRANS-CPLX-202"	""	"[]"
"TRANS-CPLX-204"	""	"[]"
"EMRE-MONOMER"	"MvrC"	"[MvrC, EmrE, EB<sup>R</sup>]"
"YDGEF-CPLX"	"MdtJI spermidine SMR transporter"	"[MdtJI spermidine SMR transporter]"
"THIOESTERI-MONOMER"	"PldC"	"[PldC, ApeA, TesA, long chain fatty acyl thioesterase I, lysophospholipase L<SUB>1</SUB>, lecithinase B, phospholipase B, thioesterase I, acyl-CoA thioesterase I]"
"G7425-MONOMER"	"YgbT"	"[YgbT, Cas1]"
"CPLX0-3970"	""	"[]"
"G6662-MONOMER"	"YcjI"	"[YcjI, MpaA]"
"MUTHLS-CPLX"	""	"[]"
"CPLX-155"	"EII<sup>cel</sup>"	"[EII<sup>cel</sup>, EII<sup>chb</sup>, Enzyme II<sup>cel</sup>, Enzyme II <sup>chb</sup>]"
"CPLX0-7610"	""	"[]"
"NAGE-MONOMER"	"PtsN"	"[PtsN, PstN, NagE]"
"NAG6PDEACET-MONOMER"	"NagA"	"[NagA]"
"N-ACETYLTRANSFER-MONOMER"	"ArgA"	"[ArgA]"
"G7263-MONOMER"	"YfeU"	"[YfeU, MurQ]"
"CPLX0-7"	"Enzyme II<sup>NAcMur</sup>"	"[Enzyme II<sup>NAcMur</sup>, EII<sup>NAcMur</sup>]"
"ACNEULY-MONOMER"	"Npl"	"[Npl, NanA]"
"G7920-MONOMER"	"YjhT"	"[YjhT, NanM]"
"ACETYLORNTRANSAM-MONOMER"	"Dtu"	"[Dtu, DapC, ArgD]"
"SUCCARGDIHYDRO-MONOMER"	"YdjT"	"[YdjT, AstB]"
"PURE-MONOMER"	"Ade"	"[Ade, purE1 peptide, AIR carboxylase subunit, catalytic subunit, AIR carboxylase, PurE]"
"CPLX0-8182"	""	"[]"
"CPLX0-8181"	""	"[]"
"NHAA-MONOMER"	"Hyc"	"[Hyc, Ant, AntA, NhaA]"
"MONOMER0-541"	"YfjE"	"[YfjE, NadK, YfjB]"
"NAD-SYNTH-MONOMER"	"Efg"	"[Efg, NtrL, NadE]"
"DIHYDROPTERIREDUCT-MONOMER"	"Ntr"	"[Ntr, NfsB, DprA, NfnB]"
"PD01343"	"WrbA"	"[WrbA]"
"G6811-MONOMER"	"YneI"	"[YneI, Sad]"
"CPLX0-7788"	""	"[]"
"NQOR-CPLX"	""	"[]"
"EG11702-MONOMER"	"NudC"	"[NudC, YjaD]"
"NADH-DHI-CPLX"	"NDH-1"	"[NDH-1, NADH dhI, complex I, NADH dehydrogenase I]"
"CPLX0-3361"	"soluble NADH dehydrogenase fragment"	"[soluble NADH dehydrogenase fragment, connecting fragment of NADH dehydrogenase I]"
"SUCCSEMIALDDEHYDROG-MONOMER"	"GabD"	"[GabD]"
"G7564-MONOMER"	"YqhD"	"[YqhD]"
"G6760-MONOMER"	"YncB"	"[YncB, CurA]"
"MONOMER0-146"	"YcbP"	"[YcbP, SsuE]"
"EG11261-MONOMER"	"YbjB"	"[YbjB, NfsA, MdaA]"
"EG12656-MONOMER"	"MdaB"	"[MdaB, NADPH quinone reductase]"
"EG10564-MONOMER"	"MalY"	"[MalY, bifunctional &beta;-cystathionase, PLP-dependent and regulator of maltose regulon]"
"EG10735-MONOMER"	"Pst"	"[Pst, PhoT, PhoU]"
"ABC-20-CPLX"	""	"[]"
"DMBPPRIBOSYLTRANS-MONOMER"	"CobT"	"[CobT]"
"CPLX0-7707"	""	"[]"
"NITRATREDUCTA-CPLX"	"NRA"	"[NRA, quinol:nitrate oxidoreductase]"
"NITRATREDUCTZ-CPLX"	"NRZ"	"[NRZ, quinol:nitrate oxidoreductase]"
"NITRITREDUCT-CPLX"	"NirB"	"[NirB]"
"PROTEIN-PII2"	"YbaI"	"[YbaI, GlnK, unmodified protein PII 2, [protein PII2], PII2, nitrogen regulatory protein GlnK, nitrogen regulator PII 2]"
"PROTEIN-PII"	"GlnB"	"[GlnB, [protein PII], unmodified PII, PII, regulatory protein P-II; regulation of nitrogen metabolism and fatty acid biosynthesis]"
"G7409-MONOMER"	"PncC"	"[PncC, YgaD]"
"EG11580-MONOMER"	"YbiB"	"[YbiB]"
"MONOMER0-4198"	""	"[]"
"EG11191-MONOMER"	"YicB"	"[YicB, Ttk, SlmA]"
"NUCLEOSIDE-DIP-KIN-MONOMER"	"Ndk"	"[Ndk]"
"EG11298-MONOMER"	"YhdE"	"[YhdE]"
"EG10572-MONOMER"	"MazG"	"[MazG]"
"EG10416-MONOMER"	"GrpE"	"[GrpE, heat shock protein GrpE]"
"CPLX0-7879"	"NusB-NusE complex"	"[NusB-NusE complex]"
"G6550-MONOMER"	"YmdB"	"[YmdB]"
"ACSERLYA-MONOMER"	"Ssi5"	"[Ssi5, CysK]"
"O-SUCCINYLBENZOATE-COA-LIG-MONOMER"	"MenE"	"[MenE]"
"O-SUCCHOMOSERLYASE-MONOMER"	"MetB"	"[MetB]"
"ABC-22-CPLX"	""	"[]"
"G7842-MONOMER"	"YjeR"	"[YjeR, Orn]"
"PHOSPHO-OMPR-MONOMER"	""	"[]"
